Loosemorehanby,Gallagher,EffectiveNumberOfParties,EffectiveNumberOfPCAVars,Governability,Round,ENI,Entropy,SpatialSum,
0.394,0.251936499935996,1.92307692307692,1.40368705673708,1,1,1,-0.388139521741323,1.10000009666338,
0.388,0.301443195312152,1.72413793103448,1.42510977591647,1,1,1,-0.388139521741323,1.10000009666338,
0.477,0.330998489422535,1.72413793103448,1.48370096332086,1,1,1,-0.388139521741323,1.10000009666338,
0.393,0.257718839047517,1.72413793103448,1.61753867566512,1,1,1,-0.388139521741323,1.10000009666338,
0.229,0.147115600804265,3.57142857142857,1.93234421813746,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.282,0.221339106350414,1.21951219512195,1.28273203640844,1,1,1,-0.388139521741323,1.10000009666338,
0.283,0.196900990347941,2.38095238095238,1.75990260484503,0.5,1,1,-0.388139521741323,1.10000009666338,
0.396,0.305039341724965,1.47058823529412,1.80467038560381,1,1,1,-0.388139521741323,1.10000009666338,
0.411,0.307857109711632,1.85185185185185,1.79779830568806,1,1,1,-0.388139521741323,1.10000009666338,
0.179,0.139982141718149,1.72413793103448,1.49130306025967,1,1,1,-0.388139521741323,1.10000009666338,
0.362,0.224316740347215,1.92307692307692,1.32726626176458,1,1,1,-0.388139521741323,1.10000009666338,
0.51,0.315950945559592,1.92307692307692,1.92877886181538,1,1,1,-0.388139521741323,1.10000009666338,
0.35,0.262670896751049,2.27272727272727,1.86541292776503,1,1,1,-0.388139521741323,1.10000009666338,
0.32,0.198030300711785,2.94117647058823,3.03406544052164,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.315,0.197959591836314,2.77777777777778,2.4720204125054,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.489,0.298563226134767,2,1.58186524927895,0.5,1,1,-0.388139521741323,1.10000009666338,
0.499,0.384907781163229,1.51515151515151,2.05806563465069,1,1,1,-0.388139521741323,1.10000009666338,
0.505,0.30287291064075,2,1.50749701838276,0.5,1,1,-0.388139521741323,1.10000009666338,
0.586,0.360733974003004,1.92307692307692,1.94597976707904,1,1,1,-0.388139521741323,1.10000009666338,
0.449,0.293017064349502,2.17391304347826,3.10023635143805,1,1,1,-0.388139521741323,1.10000009666338,
0.404,0.271499539594453,1.92307692307692,1.66099771812745,1,1,1,-0.388139521741323,1.10000009666338,
0.281,0.19246038553427,1.92307692307692,1.88772984771157,1,1,1,-0.388139521741323,1.10000009666338,
0.504,0.306688767319574,1.92307692307692,1.48441712920343,1,1,1,-0.388139521741323,1.10000009666338,
0.503,0.388099214119276,1.21951219512195,1.56733837376088,1,1,1,-0.388139521741323,1.10000009666338,
0.509,0.395921709432559,1.21951219512195,1.67757868924911,1,1,1,-0.388139521741323,1.10000009666338,
0.403,0.328431119110233,1.85185185185185,2.21392204295808,1,1,1,-0.388139521741323,1.10000009666338,
0.551,0.427934574438664,1.51515151515151,1.93175304633833,1,1,1,-0.388139521741323,1.10000009666338,
0.368,0.284033448734476,1.21951219512195,1.50986686890996,1,1,1,-0.388139521741323,1.10000009666338,
0.423,0.285257778158633,2.17391304347826,1.39598747560925,1,1,1,-0.388139521741323,1.10000009666338,
0.469,0.287516956021728,2.38095238095238,1.6113743994747,0.5,1,1,-0.388139521741323,1.10000009666338,
0.279,0.168603084194804,4.54545454545455,2.44893809219441,0.22,1,1,-0.388139521741323,1.10000009666338,
0.371,0.262232721070426,2.17391304347826,1.60847399139694,1,1,1,-0.388139521741323,1.10000009666338,
0.425,0.269263811159242,1.72413793103448,1.63541786528314,1,1,1,-0.388139521741323,1.10000009666338,
0.318,0.23464228092993,2.27272727272727,2.46803141596227,1,1,1,-0.388139521741323,1.10000009666338,
0.356,0.276331322871657,1.51515151515151,1.27588136781014,1,1,1,-0.388139521741323,1.10000009666338,
0.282,0.195576072156079,1.72413793103448,1.46310389169473,1,1,1,-0.388139521741323,1.10000009666338,
0.39,0.310634833848363,1.21951219512195,1.57686834216025,1,1,1,-0.388139521741323,1.10000009666338,
0.482,0.34606068831926,1.72413793103448,1.7043435724273,1,1,1,-0.388139521741323,1.10000009666338,
0.524,0.401007481226972,1.51515151515151,1.98340487466228,1,1,1,-0.388139521741323,1.10000009666338,
0.516,0.399293125410393,1.21951219512195,1.64656412849505,1,1,1,-0.388139521741323,1.10000009666338,
0.413,0.324046292989135,1.47058823529412,1.50536502192136,1,1,1,-0.388139521741323,1.10000009666338,
0.444,0.323663405407531,1.85185185185185,1.73802168780211,1,1,1,-0.388139521741323,1.10000009666338,
0.358,0.275112704177761,2.27272727272727,2.28918219650638,1,1,1,-0.388139521741323,1.10000009666338,
0.37,0.238371558706151,2.94117647058823,2.43915493271276,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.334,0.219296602800864,1.72413793103448,1.26997752502143,1,1,1,-0.388139521741323,1.10000009666338,
0.323,0.196524807594359,4.16666666666667,2.216818956279,0.263888888888889,1,1,-0.388139521741323,1.10000009666338,
0.397,0.266390690528029,2.17391304347826,1.40832762938792,1,1,1,-0.388139521741323,1.10000009666338,
0.394,0.284569850827525,1.85185185185185,1.46222327525069,1,1,1,-0.388139521741323,1.10000009666338,
0.455,0.332909897720089,1.72413793103448,1.62265423481557,1,1,1,-0.388139521741323,1.10000009666338,
0.501,0.330399757869161,1.92307692307692,1.9602424350963,1,1,1,-0.388139521741323,1.10000009666338,
0.583,0.386380641337011,1.47058823529412,1.67924910539499,1,1,1,-0.388139521741323,1.10000009666338,
0.353,0.230403993020954,2.77777777777778,1.78826270394036,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.379,0.236370471929131,2.38095238095238,1.4928886012018,0.5,1,1,-0.388139521741323,1.10000009666338,
0.341,0.216739474946305,2,1.84351633528258,0.5,1,1,-0.388139521741323,1.10000009666338,
0.323,0.247985886695191,2.27272727272727,1.83510491704361,1,1,1,-0.388139521741323,1.10000009666338,
0.342,0.211926874180695,1.92307692307692,1.36809975151644,1,1,1,-0.388139521741323,1.10000009666338,
0.374,0.297983221004136,1.85185185185185,1.44034039152246,1,1,1,-0.388139521741323,1.10000009666338,
0.336,0.268683829063083,1.47058823529412,1.51304550094968,1,1,1,-0.388139521741323,1.10000009666338,
0.338,0.211969337405201,2.38095238095238,1.61170354543418,0.5,1,1,-0.388139521741323,1.10000009666338,
0.333,0.241987602988252,2.27272727272727,2.15757963532555,1,1,1,-0.388139521741323,1.10000009666338,
0.429,0.277688674598011,1.92307692307692,2.39649660750341,1,1,1,-0.388139521741323,1.10000009666338,
0.444,0.340530468534021,1.51515151515151,1.77364759178529,1,1,1,-0.388139521741323,1.10000009666338,
0.283,0.223745391013983,1.47058823529412,1.36005034262904,1,1,1,-0.388139521741323,1.10000009666338,
0.256,0.175837993619127,3.57142857142857,2.019695996,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.506,0.390170475561645,1.21951219512195,1.24713892843021,1,1,1,-0.388139521741323,1.10000009666338,
0.381,0.234305356319483,2.77777777777778,1.48431826667016,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.29,0.200364667543956,1.72413793103448,1.21709848417825,1,1,1,-0.388139521741323,1.10000009666338,
0.136,0.0886510011223787,2,1.27481052427228,0.5,1,1,-0.388139521741323,1.10000009666338,
0.328,0.253619794180186,1.47058823529412,1.61839798511761,1,1,1,-0.388139521741323,1.10000009666338,
0.424,0.285940553262387,1.92307692307692,1.40163795695653,1,1,1,-0.388139521741323,1.10000009666338,
0.384,0.231179583873663,2.94117647058823,1.62371565405612,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.319,0.182633512806385,3.84615384615385,1.73776602425077,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.601,0.462240197300062,1,2.08588358110383,1,1,1,-0.388139521741323,1.10000009666338,
0.294,0.165508307948574,3.33333333333333,1.46086553794564,0.305555555555556,1,1,-0.388139521741323,1.10000009666338,
0.588,0.45166801967817,1.21951219512195,3.91132744820627,1,1,1,-0.388139521741323,1.10000009666338,
0.345,0.267604185318541,1.85185185185185,1.47813832908935,1,1,1,-0.388139521741323,1.10000009666338,
0.401,0.2520198404888,2.94117647058823,1.58797965969647,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.371,0.286738556877166,1.72413793103448,2.12755783207131,1,1,1,-0.388139521741323,1.10000009666338,
0.326,0.2520714184512,1.72413793103448,1.70689135501324,1,1,1,-0.388139521741323,1.10000009666338,
0.348,0.23067076104266,1.92307692307692,1.71100089735775,1,1,1,-0.388139521741323,1.10000009666338,
0.312,0.191880170940095,2.38095238095238,1.42945470343534,0.5,1,1,-0.388139521741323,1.10000009666338,
0.528,0.322194040913236,2,1.73177503731263,0.5,1,1,-0.388139521741323,1.10000009666338,
0.341,0.272594937590558,2.38095238095238,2.27945714759069,1,1,1,-0.388139521741323,1.10000009666338,
0.369,0.248439127353161,2.38095238095238,2.20121478152002,0.5,1,1,-0.388139521741323,1.10000009666338,
0.46,0.355915720360874,1.92307692307692,2.48683205896183,1,1,1,-0.388139521741323,1.10000009666338,
0.282,0.220106792262302,1.72413793103448,1.45076375647862,1,1,1,-0.388139521741323,1.10000009666338,
0.445,0.30431069649291,1.72413793103448,1.49724679590703,1,1,1,-0.388139521741323,1.10000009666338,
0.402,0.242299401567565,2,1.49977883902537,0.5,1,1,-0.388139521741323,1.10000009666338,
0.391,0.308079535185315,1.47058823529412,1.48365468298644,1,1,1,-0.388139521741323,1.10000009666338,
0.363,0.211255769151993,2.77777777777778,2.40760948981105,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.265,0.155331902711581,3.33333333333333,1.75637545384129,0.305555555555556,1,1,-0.388139521741323,1.10000009666338,
0.4,0.322866845619057,1.21951219512195,1.67548846456929,1,1,1,-0.388139521741323,1.10000009666338,
0.326,0.1974006079018,2.38095238095238,2.74136583905463,0.5,1,1,-0.388139521741323,1.10000009666338,
0.245,0.15846450706704,3.84615384615385,1.73899041453504,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.393,0.287210724033766,1.72413793103448,1.92846150706378,1,1,1,-0.388139521741323,1.10000009666338,
0.29,0.22376773672717,3.125,1.66444869959026,0.65,1,1,-0.388139521741323,1.10000009666338,
0.488,0.290611424414113,1.92307692307692,1.7050218118887,1,1,1,-0.388139521741323,1.10000009666338,
0.236,0.178443268295557,1.72413793103448,1.31277164867515,1,1,1,-0.388139521741323,1.10000009666338,
0.3,0.222910295859119,2.27272727272727,1.45155176586472,1,1,1,-0.388139521741323,1.10000009666338,
