Loosemorehanby,Gallagher,EffectiveNumberOfParties,EffectiveNumberOfPCAVars,Governability,Round,ENI,Entropy,SpatialSum,
0.314,0.194247265103012,3.33333333333333,1.66328759470765,0.305555555555556,1,1,-0.388139521741323,1.10000009666338,
0.357,0.24653397331808,1.72413793103448,1.43326939429352,1,1,1,-0.388139521741323,1.10000009666338,
0.332,0.182652675863235,2.63157894736842,1.38605636426465,0.5,1,1,-0.388139521741323,1.10000009666338,
0.391,0.246272207120495,3.33333333333333,1.60212206234617,0.305555555555556,1,1,-0.388139521741323,1.10000009666338,
0.432,0.334810394103887,1,1.34785244244136,1,1,1,-0.388139521741323,1.10000009666338,
0.398,0.252418303615249,2.17391304347826,1.25617780329983,1,1,1,-0.388139521741323,1.10000009666338,
0.441,0.283218996538015,2.17391304347826,2.14438285475111,1,1,1,-0.388139521741323,1.10000009666338,
0.335,0.257631519810756,1.72413793103448,2.07587560999427,1,1,1,-0.388139521741323,1.10000009666338,
0.444,0.264716829838981,2,2.26001506396112,0.5,1,1,-0.388139521741323,1.10000009666338,
0.383,0.235074456289917,2.38095238095238,1.61031354584608,0.5,1,1,-0.388139521741323,1.10000009666338,
0.345,0.198186780588414,2.77777777777778,2.15616463902988,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.425,0.327842950206345,1.51515151515151,1.44476967868446,1,1,1,-0.388139521741323,1.10000009666338,
0.445,0.294491086452544,2.17391304347826,1.54470602751413,1,1,1,-0.388139521741323,1.10000009666338,
0.411,0.294127523363591,1.47058823529412,1.23512616661071,1,1,1,-0.388139521741323,1.10000009666338,
0.39,0.229858652219141,3.33333333333333,2.24184166761903,0.305555555555555,1,1,-0.388139521741323,1.10000009666338,
0.343,0.201340507598446,2.94117647058824,2.22163079134673,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.353,0.219205383145579,2.77777777777778,1.41052726930809,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.358,0.239263453122285,1.92307692307692,1.99525480740178,1,1,1,-0.388139521741323,1.10000009666338,
0.391,0.213892496362074,2.94117647058824,1.70161187201291,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.328,0.1892405876127,3.57142857142857,1.6342434804662,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.416,0.323643322192812,1.85185185185185,1.76362105600656,1,1,1,-0.388139521741323,1.10000009666338,
0.376,0.255812431285112,1.72413793103448,2.25993448528953,1,1,1,-0.388139521741323,1.10000009666338,
0.459,0.312304338746678,1.72413793103448,1.32633783721153,1,1,1,-0.388139521741323,1.10000009666338,
0.391,0.236894491282512,2.94117647058823,1.59171745892801,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.475,0.365989070875074,1.47058823529412,2.36837450641954,1,1,1,-0.388139521741323,1.10000009666338,
0.328,0.255822203883869,1.85185185185185,1.64183342111065,1,1,1,-0.388139521741323,1.10000009666338,
0.506,0.404876524387374,1,1.8445250576358,1,1,1,-0.388139521741323,1.10000009666338,
0.345,0.275731753702761,1.72413793103448,1.64621934521663,1,1,1,-0.388139521741323,1.10000009666338,
0.448,0.32454891773044,2.38095238095238,1.55329747214844,1,1,1,-0.388139521741323,1.10000009666338,
0.278,0.195857090757521,1.72413793103448,1.25062761879781,1,1,1,-0.388139521741323,1.10000009666338,
0.285,0.183504768330417,2.77777777777778,2.61344039213089,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.461,0.355297058811356,1.47058823529412,1.50681061118924,1,1,1,-0.388139521741323,1.10000009666338,
0.297,0.191164850325576,1.92307692307692,2.1009943039746,1,1,1,-0.388139521741323,1.10000009666338,
0.384,0.231931024229188,2.38095238095238,1.5487614150642,0.5,1,1,-0.388139521741323,1.10000009666338,
0.572,0.442045246552884,1,1.6671657842395,1,1,1,-0.388139521741323,1.10000009666338,
0.373,0.257134206203686,1.72413793103448,1.56128747556219,1,1,1,-0.388139521741323,1.10000009666338,
0.331,0.211428474903453,2.77777777777778,1.52162012967344,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.49,0.301948671134681,1.72413793103448,1.45727630635375,1,1,1,-0.388139521741323,1.10000009666338,
0.439,0.331024168301953,1.47058823529412,1.40116488308548,1,1,1,-0.388139521741323,1.10000009666338,
0.412,0.31658490172464,1.47058823529412,1.61117245097055,1,1,1,-0.388139521741323,1.10000009666338,
0.537,0.415322766050695,1.21951219512195,1.77753658791123,1,1,1,-0.388139521741323,1.10000009666338,
0.341,0.233383804065321,1.72413793103448,1.32152755401408,1,1,1,-0.388139521741323,1.10000009666338,
0.468,0.283353136562841,1.92307692307692,1.56687056314404,1,1,1,-0.388139521741323,1.10000009666338,
0.314,0.207757069675138,1.72413793103448,1.31647796864732,1,1,1,-0.388139521741323,1.10000009666338,
0.389,0.317496456673141,1,1.27768108058312,1,1,1,-0.388139521741323,1.10000009666338,
0.304,0.220667170190765,1.85185185185185,1.32978201071585,1,1,1,-0.388139521741323,1.10000009666338,
0.437,0.276219115920676,1.92307692307692,1.80571013011344,1,1,1,-0.388139521741323,1.10000009666338,
0.58,0.445969729914487,1,1.54409397995336,1,1,1,-0.388139521741323,1.10000009666338,
0.518,0.399448369629919,1.21951219512195,1.51684436023208,1,1,1,-0.388139521741323,1.10000009666338,
0.319,0.219670207356391,2.94117647058823,1.95861831528572,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.492,0.308463936303744,2,1.19057709443771,0.5,1,1,-0.388139521741323,1.10000009666338,
0.285,0.192662918071953,2.94117647058823,2.19374732766414,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.227,0.155283611498445,3.84615384615385,2.49810191684863,0.319444444444444,1,1,-0.388139521741323,1.10000009666338,
0.536,0.351745646739231,1.92307692307692,1.23841946785518,1,1,1,-0.388139521741323,1.10000009666338,
0.471,0.288242953079516,1.92307692307692,2.13984233249915,1,1,1,-0.388139521741323,1.10000009666338,
0.411,0.249042165104626,1.92307692307692,1.34609091606642,1,1,1,-0.388139521741323,1.10000009666338,
0.347,0.225714421338115,1.92307692307692,2.69272810218354,1,1,1,-0.388139521741323,1.10000009666338,
0.438,0.32707950103912,1.47058823529412,1.8383138751756,1,1,1,-0.388139521741323,1.10000009666338,
0.373,0.28364766877237,1.85185185185185,1.50849040118667,1,1,1,-0.388139521741323,1.10000009666338,
0.401,0.244503578705916,1.92307692307692,1.42282364882377,1,1,1,-0.388139521741323,1.10000009666338,
0.426,0.33240186521739,1.21951219512195,1.74640231951979,1,1,1,-0.388139521741323,1.10000009666338,
0.524,0.320895621659131,2,1.35117079493759,0.5,1,1,-0.388139521741323,1.10000009666338,
0.477,0.32594784858931,1.47058823529412,1.9612655905386,1,1,1,-0.388139521741323,1.10000009666338,
0.335,0.199764861775038,1.92307692307692,1.14032040240034,1,1,1,-0.388139521741323,1.10000009666338,
0.453,0.293037540257217,2,1.5357145274118,0.5,1,1,-0.388139521741323,1.10000009666338,
0.427,0.329147383401418,1.21951219512195,1.35491183939912,1,1,1,-0.388139521741323,1.10000009666338,
0.396,0.224908870434227,3.33333333333333,1.5026767497929,0.305555555555555,1,1,-0.388139521741323,1.10000009666338,
0.36,0.270804357424322,1.47058823529412,1.46291232373727,1,1,1,-0.388139521741323,1.10000009666338,
0.477,0.322902462053172,1.92307692307692,1.98546525529728,1,1,1,-0.388139521741323,1.10000009666338,
0.347,0.254409119333407,1.85185185185185,1.7829052827567,1,1,1,-0.388139521741323,1.10000009666338,
0.447,0.279433355202989,1.92307692307692,2.00105077405043,1,1,1,-0.388139521741323,1.10000009666338,
0.34,0.190094713235271,3.57142857142857,2.58035633278646,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.418,0.278985662714054,2.17391304347826,1.46320158932336,1,1,1,-0.388139521741323,1.10000009666338,
0.543,0.340085283421673,1.92307692307692,2.11225832592251,1,1,1,-0.388139521741323,1.10000009666338,
0.429,0.267906700177506,1.92307692307692,1.42917097283712,1,1,1,-0.388139521741323,1.10000009666338,
0.236,0.151986841535707,4.16666666666667,1.99056151196586,0.263888888888889,1,1,-0.388139521741323,1.10000009666338,
0.344,0.233497323325129,2.94117647058823,1.69113601902055,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.429,0.335800536032925,1.47058823529412,1.4002626353548,1,1,1,-0.388139521741323,1.10000009666338,
0.387,0.280601140411082,1.72413793103448,2.51364957896847,1,1,1,-0.388139521741323,1.10000009666338,
0.511,0.312081720067036,1.92307692307692,1.52268420625365,1,1,1,-0.388139521741323,1.10000009666338,
0.428,0.264866003858555,2.38095238095238,1.64971568104933,0.5,1,1,-0.388139521741323,1.10000009666338,
0.471,0.282662342734224,2,1.40994597733226,0.5,1,1,-0.388139521741323,1.10000009666338,
0.449,0.29370223015837,1.85185185185185,1.419768422356,1,1,1,-0.388139521741323,1.10000009666338,
0.387,0.274730777307531,1.47058823529412,1.38159013917292,1,1,1,-0.388139521741323,1.10000009666338,
0.427,0.271713083969101,1.92307692307692,1.85096724221739,1,1,1,-0.388139521741323,1.10000009666338,
0.203,0.12595237195067,2.63157894736842,1.37875143745421,0.5,1,1,-0.388139521741323,1.10000009666338,
0.323,0.250511476783001,1.72413793103448,2.36797106563291,1,1,1,-0.388139521741323,1.10000009666338,
0.353,0.218165075115152,2.77777777777778,2.21942055570568,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.433,0.342709789763876,1.21951219512195,1.19146836128172,1,1,1,-0.388139521741323,1.10000009666338,
0.46,0.361990331362593,1.21951219512195,1.47907274719555,1,1,1,-0.388139521741323,1.10000009666338,
0.25,0.203678668495255,2.27272727272727,2.00652624511625,1,1,1,-0.388139521741323,1.10000009666338,
0.28,0.186571702034365,3.84615384615385,3.07068635920826,0.319444444444444,1,1,-0.388139521741323,1.10000009666338,
0.359,0.224873297658926,2.77777777777778,1.91864558039571,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.424,0.308501215556762,1.72413793103448,1.55507975156859,1,1,1,-0.388139521741323,1.10000009666338,
0.42,0.260457290164818,1.92307692307692,1.63300420047477,1,1,1,-0.388139521741323,1.10000009666338,
0.391,0.276889869803863,1.72413793103448,1.49390225013193,1,1,1,-0.388139521741323,1.10000009666338,
0.382,0.298159353366618,1.21951219512195,1.38959976825667,1,1,1,-0.388139521741323,1.10000009666338,
0.248,0.191295582803158,1.85185185185185,1.45113669900243,1,1,1,-0.388139521741323,1.10000009666338,
0.489,0.30139508954195,1.92307692307692,1.50367525387143,1,1,1,-0.388139521741323,1.10000009666338,
0.195,0.143150270694819,3.57142857142857,2.43918502622156,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.424,0.3190736592074,1.85185185185185,1.33283554683852,1,1,1,-0.388139521741323,1.10000009666338,
0.443,0.281270332598374,1.92307692307692,2.10525270792993,1,1,1,-0.388139521741323,1.10000009666338,
0.482,0.385441305518752,1.21951219512195,2.16442969571631,1,1,1,-0.388139521741323,1.10000009666338,
0.304,0.198786317436588,2.63157894736842,1.73281897370994,0.5,1,1,-0.388139521741323,1.10000009666338,
0.358,0.209358544129443,3.57142857142857,1.96553172635112,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.275,0.216166602415822,1.47058823529412,1.20263011388033,1,1,1,-0.388139521741323,1.10000009666338,
0.316,0.205934455592065,2.63157894736842,2.45796744222385,0.5,1,1,-0.388139521741323,1.10000009666338,
0.243,0.185946228786711,1.72413793103448,1.24079146989217,1,1,1,-0.388139521741323,1.10000009666338,
0.289,0.204582501695526,1.92307692307692,1.44627587715081,1,1,1,-0.388139521741323,1.10000009666338,
0.479,0.375632799419859,1.21951219512195,1.62761011834946,1,1,1,-0.388139521741323,1.10000009666338,
0.453,0.287861077605153,2.17391304347826,1.80182069667059,1,1,1,-0.388139521741323,1.10000009666338,
0.408,0.257499514562649,1.72413793103448,1.56625712508831,1,1,1,-0.388139521741323,1.10000009666338,
0.348,0.218025227898058,1.92307692307692,2.26260640598746,1,1,1,-0.388139521741323,1.10000009666338,
0.383,0.250703011549522,1.72413793103448,1.2927725229264,1,1,1,-0.388139521741323,1.10000009666338,
0.384,0.256218656619693,1.72413793103448,1.34001158382715,1,1,1,-0.388139521741323,1.10000009666338,
0.499,0.325808225801621,1.72413793103448,1.7427992418865,1,1,1,-0.388139521741323,1.10000009666338,
0.241,0.172956641965552,2.63157894736842,1.65772780358703,0.5,1,1,-0.388139521741323,1.10000009666338,
0.534,0.323224380268568,1.92307692307692,2.03710558642715,1,1,1,-0.388139521741323,1.10000009666338,
0.299,0.23331952340085,1.47058823529412,1.2944988863867,1,1,1,-0.388139521741323,1.10000009666338,
0.386,0.283855597091197,1.85185185185185,1.69675910537513,1,1,1,-0.388139521741323,1.10000009666338,
0.316,0.247610581357098,1.47058823529412,1.60985421024903,1,1,1,-0.388139521741323,1.10000009666338,
0.417,0.262579511767388,2.38095238095238,2.58478423277221,0.5,1,1,-0.388139521741323,1.10000009666338,
0.405,0.269549624373695,1.72413793103448,1.3694578620566,1,1,1,-0.388139521741323,1.10000009666338,
0.424,0.293472315559747,2.17391304347826,1.76402887254961,1,1,1,-0.388139521741323,1.10000009666338,
0.348,0.269933325100848,1.47058823529412,1.26156228921471,1,1,1,-0.388139521741323,1.10000009666338,
0.383,0.240243626346257,2.17391304347826,1.54643247619483,1,1,1,-0.388139521741323,1.10000009666338,
0.377,0.252352927464692,2.17391304347826,1.53290661134243,1,1,1,-0.388139521741323,1.10000009666338,
0.385,0.271105145653859,2.38095238095238,1.69037485393002,1,1,1,-0.388139521741323,1.10000009666338,
0.42,0.279032256199888,2.27272727272727,1.98608699213673,1,1,1,-0.388139521741323,1.10000009666338,
0.462,0.360526004609931,1.21951219512195,1.5780616214666,1,1,1,-0.388139521741323,1.10000009666338,
0.439,0.291221565135551,1.92307692307692,1.66206593346656,1,1,1,-0.388139521741323,1.10000009666338,
0.488,0.298692149210521,2.38095238095238,1.5413934078408,0.5,1,1,-0.388139521741323,1.10000009666338,
0.473,0.298402412858878,1.92307692307692,1.71310979442395,1,1,1,-0.388139521741323,1.10000009666338,
0.355,0.219893155873483,2.38095238095238,1.69692287294162,0.5,1,1,-0.388139521741323,1.10000009666338,
0.497,0.292608954066686,2.63157894736842,2.2287981684938,0.5,1,1,-0.388139521741323,1.10000009666338,
0.39,0.3165612105107,1.47058823529412,2.04005788731458,1,1,1,-0.388139521741323,1.10000009666338,
0.464,0.314326263617917,1.92307692307692,1.33290199079037,1,1,1,-0.388139521741323,1.10000009666338,
0.191,0.140719579305795,4.16666666666667,2.11055104585283,0.33,1,1,-0.388139521741323,1.10000009666338,
0.294,0.192626581758593,2,1.23439381500752,0.5,1,1,-0.388139521741323,1.10000009666338,
0.363,0.282246346300532,1.47058823529412,1.25475929576295,1,1,1,-0.388139521741323,1.10000009666338,
0.38,0.298248218770875,1.21951219512195,1.29211742979907,1,1,1,-0.388139521741323,1.10000009666338,
0.335,0.185884372662147,2.94117647058824,1.96943058824898,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.371,0.245214192085205,2.77777777777778,1.96059066248315,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.487,0.353409111370944,1.47058823529412,1.43323665658446,1,1,1,-0.388139521741323,1.10000009666338,
0.377,0.240505717187762,2.38095238095238,2.46098958665261,0.5,1,1,-0.388139521741323,1.10000009666338,
0.34,0.204117613154769,4.16666666666667,1.90273535650746,0.263888888888889,1,1,-0.388139521741323,1.10000009666338,
0.455,0.283171326232018,1.92307692307692,1.76869310468899,1,1,1,-0.388139521741323,1.10000009666338,
0.292,0.217598253669463,2.17391304347826,1.37836923991747,1,1,1,-0.388139521741323,1.10000009666338,
0.383,0.29284808348357,1.47058823529412,1.93879513811331,1,1,1,-0.388139521741323,1.10000009666338,
0.466,0.369438763531928,1.51515151515151,2.84009193371178,1,1,1,-0.388139521741323,1.10000009666338,
0.29,0.221442994921944,1.92307692307692,1.20886243131155,1,1,1,-0.388139521741323,1.10000009666338,
0.334,0.258,1.92307692307692,1.87653559821537,1,1,1,-0.388139521741323,1.10000009666338,
0.4,0.295022033075498,1.85185185185185,1.36277382696936,1,1,1,-0.388139521741323,1.10000009666338,
0.53,0.326678741273441,1.92307692307692,1.55707673450868,1,1,1,-0.388139521741323,1.10000009666338,
0.274,0.170478737677166,3.33333333333333,2.73167368262308,0.305555555555555,1,1,-0.388139521741323,1.10000009666338,
0.383,0.239476512418233,2.94117647058823,2.03470285736344,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.41,0.268856839228612,1.85185185185185,1.27872365083038,1,1,1,-0.388139521741323,1.10000009666338,
0.311,0.19291967240279,1.92307692307692,1.73697185372604,1,1,1,-0.388139521741323,1.10000009666338,
0.54,0.362758873082382,1.72413793103448,1.18617680949594,1,1,1,-0.388139521741323,1.10000009666338,
0.37,0.287536084691991,1.47058823529412,1.36935399683321,1,1,1,-0.388139521741323,1.10000009666338,
0.3,0.245424122693756,1.85185185185185,1.78961241064932,1,1,1,-0.388139521741323,1.10000009666338,
0.327,0.24265201420965,2.38095238095238,2.1230175130592,1,1,1,-0.388139521741323,1.10000009666338,
0.335,0.214592637338749,3.33333333333333,1.76541551824867,0.305555555555556,1,1,-0.388139521741323,1.10000009666338,
0.452,0.317710560101486,1.85185185185185,1.84742201465044,1,1,1,-0.388139521741323,1.10000009666338,
0.352,0.275876784090289,1.51515151515151,1.40883664509601,1,1,1,-0.388139521741323,1.10000009666338,
0.458,0.283054765019068,1.92307692307692,1.8923771227921,1,1,1,-0.388139521741323,1.10000009666338,
0.273,0.176150503831241,2.63157894736842,1.59309814924799,0.5,1,1,-0.388139521741323,1.10000009666338,
0.265,0.182980873317404,2.63157894736842,2.19638988991316,0.5,1,1,-0.388139521741323,1.10000009666338,
0.332,0.202701751349119,2.38095238095238,3.00258931134634,0.5,1,1,-0.388139521741323,1.10000009666338,
0.57,0.340671395922816,2,1.35321444352564,0.5,1,1,-0.388139521741323,1.10000009666338,
0.383,0.273331300805451,2.27272727272727,1.67362908889215,1,1,1,-0.388139521741323,1.10000009666338,
0.465,0.288180498993252,2.38095238095238,1.4710875023882,0.5,1,1,-0.388139521741323,1.10000009666338,
0.446,0.253921247633986,2.94117647058824,2.11290612902724,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.343,0.237040080998974,2.27272727272727,2.35377482199235,1,1,1,-0.388139521741323,1.10000009666338,
0.405,0.25421250952697,2.17391304347826,1.54280042424081,1,1,1,-0.388139521741323,1.10000009666338,
0.419,0.274748976340222,2.17391304347826,1.51777385816445,1,1,1,-0.388139521741323,1.10000009666338,
0.39,0.283125413906982,1.72413793103448,1.20460622814268,1,1,1,-0.388139521741323,1.10000009666338,
0.359,0.276412734873052,1.92307692307692,1.62116053666916,1,1,1,-0.388139521741323,1.10000009666338,
0.265,0.212414688757628,1.47058823529412,1.15599207445494,1,1,1,-0.388139521741323,1.10000009666338,
0.366,0.238430283311495,1.92307692307692,1.31984774864726,1,1,1,-0.388139521741323,1.10000009666338,
0.551,0.391959181548283,1.47058823529412,1.36582615759884,1,1,1,-0.388139521741323,1.10000009666338,
0.447,0.345558967471545,1.51515151515151,1.57156248020263,1,1,1,-0.388139521741323,1.10000009666338,
0.43,0.30348640826238,1.47058823529412,1.48549962031293,1,1,1,-0.388139521741323,1.10000009666338,
0.346,0.236871273057752,2.63157894736842,2.89263520045937,0.5,1,1,-0.388139521741323,1.10000009666338,
0.36,0.213445543406275,2.77777777777778,2.05682043446455,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.298,0.233788365835428,2.5,1.61772191603437,1,1,1,-0.388139521741323,1.10000009666338,
0.351,0.261390512452155,1.47058823529412,1.22614841149525,1,1,1,-0.388139521741323,1.10000009666338,
0.482,0.300366442866043,2,1.5105771663278,0.5,1,1,-0.388139521741323,1.10000009666338,
0.295,0.218293380568445,2.94117647058824,1.66403347465638,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.278,0.169133083694468,2.77777777777778,1.70465777856771,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.486,0.349495350469788,1.72413793103448,1.47034893143016,1,1,1,-0.388139521741323,1.10000009666338,
0.537,0.419046536795139,1.51515151515151,2.17867659682701,1,1,1,-0.388139521741323,1.10000009666338,
0.233,0.14683664392787,3.84615384615385,2.07537752585011,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.233,0.152361412437664,3.33333333333333,1.55519541330268,0.305555555555556,1,1,-0.388139521741323,1.10000009666338,
0.271,0.188658421492389,1.72413793103448,1.43267445815857,1,1,1,-0.388139521741323,1.10000009666338,
0.49,0.294467315673574,2,1.87284483126999,0.5,1,1,-0.388139521741323,1.10000009666338,
0.272,0.189697127020944,3.84615384615385,2.04998772106114,0.319444444444444,1,1,-0.388139521741323,1.10000009666338,
0.459,0.314683968450889,1.72413793103448,1.60959590207588,1,1,1,-0.388139521741323,1.10000009666338,
0.382,0.237419460028027,1.92307692307692,1.59195833223583,1,1,1,-0.388139521741323,1.10000009666338,
0.605,0.471442467327669,1,1.92467022462068,1,1,1,-0.388139521741323,1.10000009666338,
0.469,0.358942892393762,1.21951219512195,1.56811910363154,1,1,1,-0.388139521741323,1.10000009666338,
0.419,0.264531661621062,1.92307692307692,1.91792927652795,1,1,1,-0.388139521741323,1.10000009666338,
0.378,0.278368460857188,2.38095238095238,1.60123059499347,1,1,1,-0.388139521741323,1.10000009666338,
0.46,0.363605555513114,1.21951219512195,1.4656667817636,1,1,1,-0.388139521741323,1.10000009666338,
0.342,0.226706859181631,1.72413793103448,1.52846848365801,1,1,1,-0.388139521741323,1.10000009666338,
0.46,0.36018745119729,1.21951219512195,1.4736866298755,1,1,1,-0.388139521741323,1.10000009666338,
0.34,0.242485051085629,1.47058823529412,1.23802459530566,1,1,1,-0.388139521741323,1.10000009666338,
0.462,0.325700782928135,1.85185185185185,1.87630311211593,1,1,1,-0.388139521741323,1.10000009666338,
0.328,0.198831587027816,3.57142857142857,2.52174055278899,0.283333333333333,1,1,-0.388139521741323,1.10000009666338,
0.46,0.333159121141835,1.85185185185185,1.33295757362322,1,1,1,-0.388139521741323,1.10000009666338,
0.35,0.20640736420971,2.77777777777778,2.48991340828805,0.333333333333333,1,1,-0.388139521741323,1.10000009666338,
0.369,0.296548478330272,1.72413793103448,1.27260698274796,1,1,1,-0.388139521741323,1.10000009666338,
0.409,0.305800588619447,1.85185185185185,2.16850283759382,1,1,1,-0.388139521741323,1.10000009666338,
0.422,0.326516462065851,1.47058823529412,1.66511994486574,1,1,1,-0.388139521741323,1.10000009666338,
0.285,0.174859943955155,4.16666666666667,2.09992164047994,0.263888888888889,1,1,-0.388139521741323,1.10000009666338,
0.406,0.315572495632937,1,1.20119684486396,1,1,1,-0.388139521741323,1.10000009666338,
0.182,0.110258786497948,3.84615384615385,2.1654285791522,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.52,0.350866071314968,1.72413793103448,1.77783749527031,1,1,1,-0.388139521741323,1.10000009666338,
0.35,0.219070764822694,2.38095238095238,2.55908806852205,0.5,1,1,-0.388139521741323,1.10000009666338,
0.647,0.464805335597603,1.47058823529412,1.90210718323478,1,1,1,-0.388139521741323,1.10000009666338,
0.247,0.150056655967005,3.84615384615385,2.50268478436786,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.365,0.222557857646051,2.38095238095238,2.3993875891715,0.5,1,1,-0.388139521741323,1.10000009666338,
0.521,0.382920357254612,1.85185185185185,2.00413414354045,1,1,1,-0.388139521741323,1.10000009666338,
0.521,0.404853059763663,1.21951219512195,1.52491299371081,1,1,1,-0.388139521741323,1.10000009666338,
0.415,0.324652121508546,1.51515151515151,1.47620509286689,1,1,1,-0.388139521741323,1.10000009666338,
0.3,0.223105356278149,1.72413793103448,1.64816920947756,1,1,1,-0.388139521741323,1.10000009666338,
0.456,0.297114456060287,2.17391304347826,1.63460626340247,1,1,1,-0.388139521741323,1.10000009666338,
0.463,0.293514905924725,2.17391304347826,2.32520739683952,1,1,1,-0.388139521741323,1.10000009666338,
0.401,0.248539735253742,1.92307692307692,1.8286597654049,1,1,1,-0.388139521741323,1.10000009666338,
0.371,0.288787118826308,1.51515151515151,1.20776240560229,1,1,1,-0.388139521741323,1.10000009666338,
0.394,0.305154059451943,1.51515151515151,1.7901855499288,1,1,1,-0.388139521741323,1.10000009666338,
0.453,0.350759176644033,1.47058823529412,1.7821672825805,1,1,1,-0.388139521741323,1.10000009666338,
0.379,0.232025860627646,1.92307692307692,1.62092849106556,1,1,1,-0.388139521741323,1.10000009666338,
0.438,0.270798818313522,2,1.9571899217077,0.5,1,1,-0.388139521741323,1.10000009666338,
0.462,0.279426197769644,1.92307692307692,1.37240426631419,1,1,1,-0.388139521741323,1.10000009666338,
0.426,0.302674742917211,2.38095238095238,2.28512244719303,1,1,1,-0.388139521741323,1.10000009666338,
0.415,0.298137552146656,1.47058823529412,1.41758859380716,1,1,1,-0.388139521741323,1.10000009666338,
0.346,0.25339100220805,1.47058823529412,1.5953269896284,1,1,1,-0.388139521741323,1.10000009666338,
0.319,0.199619638312467,1.92307692307692,1.50225181154675,1,1,1,-0.388139521741323,1.10000009666338,
0.51,0.39913280997683,1.51515151515151,2.55936012995498,1,1,1,-0.388139521741323,1.10000009666338,
0.347,0.25433442551098,1.85185185185185,1.60169654103108,1,1,1,-0.388139521741323,1.10000009666338,
0.546,0.424086076168506,1.21951219512195,1.4799343515299,1,1,1,-0.388139521741323,1.10000009666338,
0.363,0.247224594245799,2.94117647058823,1.72219090830669,0.583333333333333,1,1,-0.388139521741323,1.10000009666338,
0.463,0.27644529296047,2.94117647058823,1.45783379524119,0.277777777777778,1,1,-0.388139521741323,1.10000009666338,
0.367,0.283035333483295,1.51515151515151,1.48222802113171,1,1,1,-0.388139521741323,1.10000009666338,
0.28,0.239353295360645,1.47058823529412,1.26240686783226,1,1,1,-0.388139521741323,1.10000009666338,
0.418,0.26905575630341,2.17391304347826,1.92609024317503,1,1,1,-0.388139521741323,1.10000009666338,
0.475,0.332553755053224,1.85185185185185,2.63550539170529,1,1,1,-0.388139521741323,1.10000009666338,
0.489,0.350556700121393,1.47058823529412,1.39694845440891,1,1,1,-0.388139521741323,1.10000009666338,
0.29,0.179170310040475,3.33333333333333,1.42461199743498,0.305555555555555,1,1,-0.388139521741323,1.10000009666338,
0.461,0.276994584784613,2,2.26534170096916,0.5,1,1,-0.388139521741323,1.10000009666338,
0.33,0.225166604983954,1.72413793103448,1.57043493369922,1,1,1,-0.388139521741323,1.10000009666338,
0.567,0.438123270324688,1,1.53895773411969,1,1,1,-0.388139521741323,1.10000009666338,
0.35,0.234147389479362,3.125,1.8908405184646,0.65,1,1,-0.388139521741323,1.10000009666338,
0.448,0.270542048487846,2,2.07652074254726,0.5,1,1,-0.388139521741323,1.10000009666338,
0.46,0.354749207187275,1.51515151515151,1.57281866897281,1,1,1,-0.388139521741323,1.10000009666338,
0.427,0.302496280968874,1.72413793103448,2.17803100051793,1,1,1,-0.388139521741323,1.10000009666338,
0.32,0.223566544903302,1.72413793103448,1.24999906345545,1,1,1,-0.388139521741323,1.10000009666338,
0.476,0.33779135572125,1.72413793103448,1.77597663533963,1,1,1,-0.388139521741323,1.10000009666338,
0.411,0.3224748052174,1.47058823529412,1.50299826055901,1,1,1,-0.388139521741323,1.10000009666338,
0.554,0.333442648741879,1.92307692307692,1.86883759558424,1,1,1,-0.388139521741323,1.10000009666338,
0.525,0.313122979035394,2,1.63150284034413,0.5,1,1,-0.388139521741323,1.10000009666338,
0.416,0.32344087558625,1.21951219512195,1.50387038206012,1,1,1,-0.388139521741323,1.10000009666338,
0.527,0.342172471131153,1.92307692307692,1.63641642282557,1,1,1,-0.388139521741323,1.10000009666338,
