Loosemorehanby,Gallagher,EffectiveNumberOfParties,EffectiveNumberOfPCAVars,Governability,Round,ENI,
0.254,0.155955121749816,3.57142857142857,3.78953591714593,0.283333333333333,1,5.77157417007321,
0.262,0.162591512693621,3.84615384615385,3.37849786628385,0.319444444444444,1,5.77157417007321,
0.257,0.157321327225523,3.57142857142857,2.37723618246134,0.283333333333333,1,5.77157417007321,
0.151,0.115407971995006,3.84615384615385,3.60648172853385,0.319444444444444,1,5.77157417007321,
0.314,0.199924985932224,3.33333333333333,3.75006171107003,0.305555555555556,1,5.77157417007321,
0.17,0.111242977306435,4.54545454545455,4.24289664651491,0.233333333333333,1,5.77157417007321,
0.191,0.148290255917238,2.94117647058824,2.40367209089444,0.583333333333333,1,5.77157417007321,
0.172,0.110950439386241,5,3.80814881512356,0.223333333333333,1,5.77157417007321,
0.463,0.295414962383424,1.92307692307692,4.31804463446719,1,1,5.77157417007321,
0.2,0.123077211538123,4.16666666666667,3.76029539759064,0.263888888888889,1,5.77157417007321,
0.248,0.145873232637109,4.16666666666667,3.03286317101715,0.263888888888889,1,5.77157417007321,
0.388,0.250928276605089,3.125,3.17532960499579,0.65,1,5.77157417007321,
0.324,0.190971202017477,3.33333333333333,3.68917963023215,0.305555555555555,1,5.77157417007321,
0.248,0.162523844404444,4.16666666666667,4.38492408203412,0.263888888888889,1,5.77157417007321,
0.377,0.258719925788487,2.27272727272727,2.58246855583976,1,1,5.77157417007321,
0.312,0.198262452320151,2.77777777777778,2.72884154886788,0.583333333333333,1,5.77157417007321,
0.258,0.151650914932947,4.16666666666667,3.97640589587926,0.263888888888889,1,5.77157417007321,
0.318,0.227270763627881,3.57142857142857,3.13734091772993,0.283333333333334,1,5.77157417007321,
0.195,0.125972219159623,3.57142857142857,3.22689756237022,0.283333333333333,1,5.77157417007321,
0.295,0.194319324823858,2.38095238095238,2.73477051516156,0.5,1,5.77157417007321,
0.249,0.150695056322362,4.16666666666667,3.10535393684323,0.263888888888889,1,5.77157417007321,
0.16,0.0959426912276282,4.16666666666667,3.03166857160296,0.263888888888889,1,5.77157417007321,
0.369,0.285256025352664,1.85185185185185,5.95037555437659,1,1,5.77157417007321,
0.151,0.0979387563735624,5,3.7664657358263,0.223333333333333,1,5.77157417007321,
0.235,0.134755333846197,4.16666666666667,3.19345860443379,0.263888888888889,1,5.77157417007321,
0.194,0.150399468084166,3.84615384615385,3.79644222286846,0.319444444444444,1,5.77157417007321,
0.251,0.152082214607757,2.38095238095238,3.0626917973147,0.5,1,5.77157417007321,
0.242,0.16074202935138,3.84615384615385,2.98054035644085,0.319444444444444,1,5.77157417007321,
0.409,0.319881227958128,1.85185185185185,2.41488716821853,1,1,5.77157417007321,
0.354,0.244991836598692,2.17391304347826,2.6572427712382,1,1,5.77157417007321,
0.186,0.120033328704989,3.84615384615385,4.27935044636234,0.319444444444444,1,5.77157417007321,
0.332,0.234469614236046,3.125,3.5866474124712,0.65,1,5.77157417007321,
0.291,0.171851680236185,3.33333333333333,4.06766783726082,0.305555555555556,1,5.77157417007321,
0.446,0.270603030286063,2.38095238095238,3.57996161204703,0.5,1,5.77157417007321,
0.307,0.232144351643541,2.94117647058823,3.54786386104229,0.583333333333333,1,5.77157417007321,
0.42,0.319411959700948,1.85185185185185,2.17459212147357,1,1,5.77157417007321,
0.23,0.164948476804122,2.77777777777778,3.24717294707888,0.583333333333333,1,5.77157417007321,
0.315,0.203064029310954,2.63157894736842,3.83372897396045,0.5,1,5.77157417007321,
0.29,0.169988234887006,3.33333333333333,3.61120871379298,0.305555555555555,1,5.77157417007321,
0.236,0.168659420134186,4.16666666666667,3.62115346650592,0.33,1,5.77157417007321,
0.25,0.142814565083538,4.54545454545455,3.9977586197577,0.233333333333333,1,5.77157417007321,
0.316,0.213576684120716,2.94117647058824,3.75594261392485,0.583333333333333,1,5.77157417007321,
0.368,0.229364338989303,2.63157894736842,2.83226562828392,0.5,1,5.77157417007321,
0.26,0.145461335068808,3.57142857142857,3.16311318365733,0.333333333333333,1,5.77157417007321,
0.155,0.109407495172863,3.84615384615385,4.0195139061898,0.319444444444444,1,5.77157417007321,
0.163,0.100129915609672,4.54545454545455,3.57899284269134,0.233333333333333,1,5.77157417007321,
0.337,0.201920776543673,2.94117647058823,3.47395910259449,0.277777777777778,1,5.77157417007321,
0.204,0.135771867483658,4.54545454545455,4.00239864141362,0.233333333333333,1,5.77157417007321,
0.365,0.250982071072816,2.77777777777778,3.63276765357629,0.583333333333333,1,5.77157417007321,
0.267,0.170510996712822,4.16666666666667,2.68483292146505,0.263888888888889,1,5.77157417007321,
0.234,0.159226254116587,2.77777777777778,3.17547551612745,0.583333333333333,1,5.77157417007321,
0.226,0.140021426931738,3.33333333333333,3.65979414385637,0.305555555555556,1,5.77157417007321,
0.278,0.156044865343272,3.33333333333333,3.56087552897449,0.305555555555555,1,5.77157417007321,
0.23,0.151248140484437,3.57142857142857,2.69229958604779,0.283333333333333,1,5.77157417007321,
0.344,0.227642263211382,2.38095238095238,2.27665460925759,0.5,1,5.77157417007321,
0.207,0.132113587491976,3.33333333333333,2.87470023691908,0.305555555555555,1,5.77157417007321,
0.339,0.229216055284092,2.94117647058823,3.55969068201934,0.277777777777778,1,5.77157417007321,
0.22,0.163667345551885,5,3.57924977220904,0.223333333333333,1,5.77157417007321,
0.339,0.234452553835526,2.77777777777778,2.55334215093045,0.583333333333333,1,5.77157417007321,
0.167,0.111785508899857,4.54545454545455,2.94640053512104,0.233333333333333,1,5.77157417007321,
0.284,0.201079586233909,3.84615384615385,4.29431195633785,0.319444444444444,1,5.77157417007321,
0.224,0.135598672559874,2.77777777777778,3.21059082749363,0.333333333333333,1,5.77157417007321,
0.326,0.196079065685249,2.38095238095238,3.66203386482172,0.5,1,5.77157417007321,
0.144,0.100394222941363,4.54545454545455,3.95212626795561,0.233333333333333,1,5.77157417007321,
0.28,0.172959532839332,3.57142857142857,3.91582234495397,0.283333333333333,1,5.77157417007321,
0.231,0.143324805947889,3.84615384615385,2.90138897768353,0.319444444444444,1,5.77157417007321,
0.232,0.154890283749498,2.77777777777778,2.69960299879797,0.583333333333333,1,5.77157417007321,
0.165,0.0983666610188635,4.16666666666667,4.44876584529253,0.263888888888889,1,5.77157417007321,
0.277,0.183393020586935,3.84615384615385,4.30476109333605,0.319444444444444,1,5.77157417007321,
0.349,0.208228240159686,2.94117647058823,3.42490220273039,0.277777777777778,1,5.77157417007321,
0.185,0.110869292412282,5.55555555555555,3.15977665680631,0.18,1,5.77157417007321,
0.24,0.161226548682281,3.84615384615385,2.95207157991537,0.319444444444444,1,5.77157417007321,
0.358,0.289701570586008,2.38095238095238,3.32079284874927,1,1,5.77157417007321,
0.136,0.0962704523724699,5.55555555555555,3.94687777226026,0.18,1,5.77157417007321,
0.399,0.279073467029741,2.38095238095238,2.48338815319423,1,1,5.77157417007321,
0.227,0.153293835492495,3.84615384615385,3.53464447883629,0.319444444444444,1,5.77157417007321,
0.42,0.242952670287857,3.33333333333333,3.69259660946385,0.305555555555555,1,5.77157417007321,
0.358,0.23557801255635,2.63157894736842,3.14249419471387,0.5,1,5.77157417007321,
0.31,0.202521603785868,2.38095238095238,2.65003819792997,0.5,1,5.77157417007321,
0.357,0.216,2,3.57761071827699,0.5,1,5.77157417007321,
0.363,0.240744678030481,2.77777777777778,2.33791776794815,0.583333333333333,1,5.77157417007321,
0.397,0.248941760257294,2.77777777777778,3.35776219726777,0.583333333333333,1,5.77157417007321,
0.261,0.191167465851279,4.16666666666667,2.68082087080742,0.263888888888889,1,5.77157417007321,
0.282,0.163337074787079,4.16666666666667,4.87214527919039,0.263888888888889,1,5.77157417007321,
0.313,0.186909068800848,4.16666666666667,4.65524773809496,0.263888888888889,1,5.77157417007321,
0.254,0.162123409784028,3.84615384615385,3.79145959597465,0.319444444444444,1,5.77157417007321,
0.235,0.140374499108634,4.16666666666667,3.06706700658721,0.263888888888889,1,5.77157417007321,
0.326,0.209105236663265,2.38095238095238,2.43315473151207,0.5,1,5.77157417007321,
0.409,0.298615136923767,2.17391304347826,3.87310620791732,1,1,5.77157417007321,
0.36,0.23041701326074,2.63157894736842,2.614907819773,0.5,1,5.77157417007321,
0.204,0.127369541099903,3.84615384615385,3.67600978678452,0.277777777777778,1,5.77157417007321,
0.31,0.213297913726318,3.125,3.71589800229959,0.649999999999999,1,5.77157417007321,
0.289,0.17321374079443,4.16666666666667,3.43899768172681,0.263888888888889,1,5.77157417007321,
0.235,0.147207336773681,4.54545454545455,3.10947482107333,0.233333333333333,1,5.77157417007321,
0.294,0.182718362514554,3.84615384615385,3.310774368475,0.277777777777778,1,5.77157417007321,
0.284,0.182323887628583,3.84615384615385,4.41670707500134,0.319444444444444,1,5.77157417007321,
0.335,0.218375822837603,2.38095238095238,3.20765035271891,0.5,1,5.77157417007321,
0.265,0.192875607581674,3.125,3.78547203860851,0.65,1,5.77157417007321,
0.25,0.174945705863276,3.84615384615385,3.72051941685877,0.319444444444445,1,5.77157417007321,
0.398,0.249216773111282,3.33333333333333,3.57963801845903,0.305555555555555,1,5.77157417007321,
0.425,0.282078003396224,2.17391304347826,3.06679281988654,1,1,5.77157417007321,
0.24,0.160477412740859,4.16666666666667,2.62216892177324,0.263888888888889,1,5.77157417007321,
0.214,0.158786019535726,3.125,3.18620318887289,0.65,1,5.77157417007321,
0.189,0.113758516164725,4.16666666666667,3.30857194439218,0.263888888888889,1,5.77157417007321,
0.282,0.173112680067059,3.33333333333333,3.43313313139699,0.305555555555555,1,5.77157417007321,
0.242,0.140591607146373,4.54545454545455,3.15389588638182,0.233333333333333,1,5.77157417007321,
0.276,0.164666329284405,3.84615384615385,2.93706606138409,0.319444444444444,1,5.77157417007321,
0.326,0.236905044268796,3.125,3.05398780388099,0.65,1,5.77157417007321,
0.398,0.244427903480761,2.77777777777778,3.02113539742582,0.583333333333333,1,5.77157417007321,
0.31,0.183150211575089,3.57142857142857,2.96396772635446,0.283333333333333,1,5.77157417007321,
0.267,0.158811208672436,4.16666666666667,3.33062432901803,0.263888888888889,1,5.77157417007321,
0.351,0.217944947177034,2.63157894736842,2.61106115924464,0.5,1,5.77157417007321,
0.346,0.238079818548318,2.38095238095238,2.29473642458887,1,1,5.77157417007321,
0.251,0.157264109064974,4.16666666666667,4.20095275088454,0.263888888888889,1,5.77157417007321,
0.218,0.137854996282326,4.16666666666667,4.12470621478232,0.263888888888889,1,5.77157417007321,
0.25,0.165221064032405,4.16666666666667,3.25033093653186,0.33,1,5.77157417007321,
0.211,0.125115946225891,3.84615384615385,3.53304162753987,0.277777777777778,1,5.77157417007321,
0.191,0.126083305794225,5,3.14499220735276,0.223333333333333,1,5.77157417007321,
0.246,0.159144588346572,3.33333333333333,1.91598834349529,0.305555555555556,1,5.77157417007321,
0.238,0.14865396059305,4.54545454545455,4.42076869107891,0.22,1,5.77157417007321,
0.231,0.144917217748617,4.16666666666667,3.85473183733508,0.263888888888889,1,5.77157417007321,
0.285,0.206308022141651,3.125,2.77304923151918,0.649999999999999,1,5.77157417007321,
0.301,0.22097963707093,2.94117647058824,2.63248943054424,0.583333333333333,1,5.77157417007321,
0.181,0.141336477952438,5,3.73091124211213,0.223333333333333,1,5.77157417007321,
0.23,0.165825209181234,3.125,3.81700093147202,0.65,1,5.77157417007321,
0.365,0.219467537462833,2,2.28377274098946,0.5,1,5.77157417007321,
0.156,0.0901110426085505,5,4.46892507366642,0.223333333333333,1,5.77157417007321,
0.25,0.191162234764087,3.33333333333333,3.01864162358896,0.305555555555556,1,5.77157417007321,
0.351,0.205143851967345,2.94117647058824,2.61907047288356,0.333333333333333,1,5.77157417007321,
0.231,0.159267071298495,3.33333333333333,4.06659562868845,0.305555555555556,1,5.77157417007321,
0.19,0.107735787925833,5,4.01521595073529,0.223333333333333,1,5.77157417007321,
0.286,0.164887840667528,2.94117647058824,3.28390616652593,0.333333333333333,1,5.77157417007321,
0.425,0.298496231131986,1.72413793103448,2.76900391932181,1,1,5.77157417007321,
0.347,0.21153723076565,3.33333333333333,3.82390278359351,0.305555555555555,1,5.77157417007321,
0.184,0.123854753643128,4.16666666666667,3.9332986567997,0.33,1,5.77157417007321,
0.248,0.169864652002705,3.57142857142857,3.46915656442248,0.283333333333333,1,5.77157417007321,
0.164,0.0982852990024449,4.54545454545455,3.61528027804111,0.233333333333333,1,5.77157417007321,
0.278,0.165233168583066,4.16666666666667,3.00830854556731,0.263888888888889,1,5.77157417007321,
0.266,0.179134028034877,3.57142857142857,3.29765958676001,0.333333333333333,1,5.77157417007321,
0.242,0.162705254985818,3.33333333333333,3.43416156853439,0.305555555555556,1,5.77157417007321,
0.311,0.189855207987561,4.16666666666667,2.91298112882275,0.263888888888889,1,5.77157417007321,
0.274,0.172258526639467,2.94117647058823,5.38102639449903,0.277777777777778,1,5.77157417007321,
0.19,0.112729765368336,4.16666666666667,4.0075866038532,0.263888888888889,1,5.77157417007321,
0.279,0.171227918284373,4.54545454545455,2.93907437162486,0.233333333333333,1,5.77157417007321,
0.212,0.133798355744755,4.16666666666667,3.21963016029998,0.263888888888889,1,5.77157417007321,
0.31,0.238388338640966,2.5,2.31420190040004,1,1,5.77157417007321,
0.139,0.0859476584905022,5,3.72031146579415,0.2,1,5.77157417007321,
0.374,0.228567276748007,2.38095238095238,3.43647285144543,0.5,1,5.77157417007321,
