Loosemorehanby,Gallagher,EffectiveNumberOfParties,EffectiveNumberOfPCAVars,Governability,Round,ENI,
0.271,0.154077902374091,4.54545454545455,3.30161378970074,0.233333333333333,2,5.77157405017584,
0.304,0.203786653144901,3.57142857142857,3.1645570308369,0.283333333333333,2,5.77157405017584,
0.236,0.167445513526042,2.94117647058824,2.90453843625819,0.333333333333333,2,5.77157405017584,
0.267,0.186357183923776,2.77777777777778,3.47471718361754,0.583333333333333,2,5.77157405017584,
0.321,0.185299757150408,3.33333333333333,2.76409201336344,0.305555555555556,2,5.77157405017584,
0.236,0.145475083777257,3.84615384615385,3.34618095394073,0.319444444444444,2,5.77157405017584,
0.49,0.337268439080801,1.72413793103448,3.02165223801382,1,2,5.77157405017584,
0.34,0.211063971345182,3.33333333333333,3.38620317365128,0.305555555555556,2,5.77157405017584,
0.234,0.149435604860421,3.33333333333333,2.66678374947659,0.305555555555556,2,5.77157405017584,
0.304,0.196242197297116,2.63157894736842,3.37678610730808,0.5,2,5.77157405017584,
0.169,0.105328058939677,4.16666666666667,3.58636849322824,0.263888888888889,2,5.77157405017584,
0.385,0.27888707392061,1.85185185185185,4.27680219996617,1,2,5.77157405017584,
0.43,0.267574288749872,2.38095238095238,3.03931721906641,0.5,2,5.77157405017584,
0.34,0.214937200130643,2.38095238095238,3.23841181975843,0.5,2,5.77157405017584,
0.242,0.190231437990675,3.125,3.4927118632362,0.65,2,5.77157405017584,
0.277,0.183790641763937,2.38095238095238,2.5971616693041,1,2,5.77157405017584,
0.289,0.2068912757948,2.94117647058824,3.01294082827741,0.583333333333333,2,5.77157405017584,
0.39,0.237905443401365,2.38095238095238,3.05445331509755,0.5,2,5.77157405017584,
0.359,0.238123917320373,2.63157894736842,3.93542365552875,0.5,2,5.77157405017584,
0.275,0.16729913329124,4.16666666666667,4.10387814200162,0.263888888888889,2,5.77157405017584,
0.145,0.105872564907062,2.94117647058824,3.33862427796805,0.333333333333333,2,5.77157405017584,
0.273,0.177775138869303,3.33333333333333,4.17966825705549,0.305555555555556,2,5.77157405017584,
0.244,0.156176182563155,3.33333333333333,4.22598394795878,0.305555555555555,2,5.77157405017584,
0.312,0.183798803042893,3.33333333333333,3.02845354078948,0.305555555555556,2,5.77157405017584,
0.254,0.15593909067325,3.33333333333333,2.42698864222388,0.305555555555556,2,5.77157405017584,
0.218,0.150399468084166,4.16666666666667,4.24463167789091,0.263888888888889,2,5.77157405017584,
0.299,0.205109726731815,4.16666666666667,3.95881182714328,0.33,2,5.77157405017584,
0.196,0.117200682591869,3.33333333333333,3.88300060862591,0.305555555555555,2,5.77157405017584,
0.239,0.147898613921835,3.84615384615385,3.1768576076042,0.319444444444444,2,5.77157405017584,
0.363,0.264452264123414,2.27272727272727,3.32852965125197,1,2,5.77157405017584,
0.381,0.255395771304068,2.27272727272727,2.55202506286607,1,2,5.77157405017584,
0.25,0.158852132500637,2.94117647058823,3.72717970747339,0.277777777777778,2,5.77157405017584,
0.211,0.121350731353379,3.57142857142857,3.09454789243309,0.333333333333333,2,5.77157405017584,
0.37,0.239683124145193,2.63157894736842,4.52847357620018,0.5,2,5.77157405017584,
0.396,0.236902933709146,2.77777777777778,3.13059475923509,0.333333333333333,2,5.77157405017584,
0.332,0.21433851730382,2.77777777777778,3.79570142800713,0.583333333333333,2,5.77157405017584,
0.331,0.228547588042403,2.77777777777778,3.19607443128681,0.583333333333333,2,5.77157405017584,
0.231,0.15824032355882,2.77777777777778,3.35576929742334,0.583333333333333,2,5.77157405017584,
0.404,0.24546893897192,2.38095238095238,3.79406983807148,0.5,2,5.77157405017584,
0.306,0.174919981705922,3.84615384615385,2.99883069107714,0.277777777777778,2,5.77157405017584,
0.272,0.186209559367934,3.84615384615385,4.21625085335369,0.319444444444444,2,5.77157405017584,
0.172,0.119954157910428,5.55555555555555,3.26138038284723,0.204761904761905,2,5.77157405017584,
0.298,0.191747229445434,3.57142857142857,2.87716438320599,0.333333333333333,2,5.77157405017584,
0.468,0.308765283022557,2.27272727272727,2.98934438187861,1,2,5.77157405017584,
0.283,0.18405162319306,4.16666666666667,3.2314976902371,0.263888888888889,2,5.77157405017584,
0.357,0.258418265608296,2.38095238095238,3.26037654022955,1,2,5.77157405017584,
0.259,0.203496928723752,3.33333333333333,3.00718367590406,0.7,2,5.77157405017584,
0.309,0.22622334097082,2.94117647058824,3.06407236001356,0.583333333333333,2,5.77157405017584,
0.237,0.160990682960226,2.77777777777778,3.23425881693973,0.583333333333333,2,5.77157405017584,
0.177,0.144540651721237,3.33333333333333,3.31063844243774,0.305555555555555,2,5.77157405017584,
0.168,0.105659831534978,3.84615384615385,4.15766902416505,0.277777777777778,2,5.77157405017584,
0.367,0.253671046830339,3.125,3.99416302797452,0.65,2,5.77157405017584,
0.211,0.128230261638975,3.84615384615385,2.74373504764185,0.277777777777778,2,5.77157405017584,
0.165,0.106334378260279,4.54545454545455,3.81874570420237,0.233333333333333,2,5.77157405017584,
0.297,0.197327139542436,3.33333333333333,3.38311825615459,0.305555555555555,2,5.77157405017584,
0.471,0.37115360701467,1.51515151515151,3.03244531631615,1,2,5.77157405017584,
0.362,0.28529984227125,1.85185185185185,3.13985989130084,1,2,5.77157405017584,
0.275,0.212124963170297,1.72413793103448,2.47137890290458,1,2,5.77157405017584,
0.28,0.221235168994444,2.5,3.28124532071993,1,2,5.77157405017584,
0.341,0.220449540711701,2.38095238095238,3.26768520602599,0.5,2,5.77157405017584,
0.271,0.172461589926569,3.33333333333333,3.19406667765285,0.305555555555556,2,5.77157405017584,
0.285,0.172759949062275,3.84615384615385,3.02988093302271,0.319444444444444,2,5.77157405017584,
0.258,0.204692452230169,3.125,2.94330214596334,0.65,2,5.77157405017584,
0.299,0.187312572989642,2.77777777777778,3.12203270317774,0.333333333333333,2,5.77157405017584,
0.155,0.0973960984844875,3.84615384615385,4.08191809026521,0.277777777777778,2,5.77157405017584,
0.196,0.123741666386064,4.16666666666667,3.74496373858629,0.263888888888889,2,5.77157405017584,
0.286,0.179983332561657,2.77777777777778,2.69353893247797,0.333333333333333,2,5.77157405017584,
0.195,0.13325914602758,3.57142857142857,2.78688378866374,0.333333333333333,2,5.77157405017584,
0.247,0.174051716452323,3.57142857142857,3.17064783592031,0.333333333333333,2,5.77157405017584,
0.176,0.102068604379603,4.16666666666667,3.75074581816591,0.263888888888889,2,5.77157405017584,
0.29,0.21555509736492,2.94117647058824,2.84339223835859,0.583333333333333,2,5.77157405017584,
0.357,0.203044330135072,3.57142857142857,3.75893361746832,0.333333333333333,2,5.77157405017584,
0.25,0.154022725595933,4.16666666666667,3.21463953086139,0.263888888888889,2,5.77157405017584,
0.27,0.176385940482795,3.57142857142857,2.82174625350488,0.333333333333333,2,5.77157405017584,
0.349,0.210111874961888,3.33333333333333,3.80327894281327,0.305555555555555,2,5.77157405017584,
0.403,0.269495825570638,2.17391304347826,3.56921451072363,1,2,5.77157405017584,
0.303,0.183316665909022,3.57142857142857,3.18163684072541,0.333333333333333,2,5.77157405017584,
0.203,0.123826491511308,5,4.3681161898927,0.223333333333333,2,5.77157405017584,
0.402,0.313482056902783,1.92307692307692,3.66212160097002,1,2,5.77157405017584,
0.13,0.0835643464642667,4.54545454545455,3.6563868421058,0.233333333333333,2,5.77157405017584,
0.139,0.107065400573668,3.84615384615385,3.08300244962311,0.319444444444444,2,5.77157405017584,
0.291,0.175151363112024,3.57142857142857,4.74536026304439,0.283333333333333,2,5.77157405017584,
0.153,0.0883855191759374,4.54545454545455,3.13537595201994,0.233333333333333,2,5.77157405017584,
0.41,0.315585170754267,1.85185185185185,3.90281974390894,1,2,5.77157405017584,
0.197,0.140627166649976,3.84615384615385,3.56691037330766,0.319444444444444,2,5.77157405017584,
0.311,0.192652536967464,3.33333333333333,3.44553050801511,0.305555555555556,2,5.77157405017584,
0.303,0.190882162603005,3.33333333333333,4.02482934228238,0.305555555555555,2,5.77157405017584,
0.292,0.186365232809127,2.77777777777778,2.3891950574774,0.583333333333333,2,5.77157405017584,
0.15,0.103266645147405,5.55555555555555,3.2635484135322,0.204761904761905,2,5.77157405017584,
0.343,0.282063822565036,1.92307692307692,4.07179510869322,1,2,5.77157405017584,
0.306,0.192854867711448,3.33333333333333,3.1744178681669,0.305555555555555,2,5.77157405017584,
0.19,0.117303026388921,5,2.74080249256466,0.223333333333333,2,5.77157405017584,
0.349,0.272528897550333,2.38095238095238,3.26612847724523,1,2,5.77157405017584,
0.261,0.188541772559823,2.94117647058823,3.01299134506331,0.583333333333333,2,5.77157405017584,
0.243,0.174186681465605,2.77777777777778,3.16995634118297,0.583333333333333,2,5.77157405017584,
0.293,0.178070210872004,5,3.3898672621644,0.223333333333333,2,5.77157405017584,
0.247,0.146989795564182,3.84615384615385,4.09836420489925,0.319444444444444,2,5.77157405017584,
0.336,0.210701210248067,3.84615384615385,3.80298386942566,0.319444444444444,2,5.77157405017584,
0.23,0.184133104030753,2.17391304347826,3.98082724918082,1,2,5.77157405017584,
0.556,0.373943846051784,1.72413793103448,3.27671799355257,1,2,5.77157405017584,
0.25,0.16408229642469,3.84615384615385,4.29484584000668,0.319444444444444,2,5.77157405017584,
0.202,0.128351081023885,4.16666666666667,3.24548528045931,0.263888888888889,2,5.77157405017584,
0.23,0.144495674675749,4.54545454545455,3.15808805926422,0.233333333333333,2,5.77157405017584,
0.355,0.224510578815342,2.63157894736842,2.80997299631119,0.5,2,5.77157405017584,
0.238,0.147299015611103,3.84615384615385,4.01912784150152,0.319444444444444,2,5.77157405017584,
0.269,0.16804166150095,3.84615384615385,3.88285787245935,0.319444444444444,2,5.77157405017584,
0.428,0.323842554337752,1.92307692307692,3.36886156643343,1,2,5.77157405017584,
0.317,0.233036477831261,3.125,4.45963444853172,0.65,2,5.77157405017584,
0.341,0.199867456080273,3.33333333333333,3.52400327816988,0.305555555555555,2,5.77157405017584,
0.337,0.246898764678967,2.17391304347826,4.98778806532311,1,2,5.77157405017584,
0.359,0.283446644009062,2.38095238095238,3.39236434653165,1,2,5.77157405017584,
0.34,0.24041214611579,2.94117647058824,3.6894705176201,0.583333333333333,2,5.77157405017584,
0.311,0.183619171112387,3.33333333333333,4.02685123588446,0.305555555555555,2,5.77157405017584,
0.303,0.198199394550034,3.57142857142857,3.52926280016201,0.333333333333333,2,5.77157405017584,
0.459,0.27929733260452,2.38095238095238,3.22384130846169,0.5,2,5.77157405017584,
0.35,0.21633769898009,3.57142857142857,3.45307618998498,0.283333333333333,2,5.77157405017584,
0.207,0.129676520619579,3.57142857142857,3.29573011089338,0.333333333333333,2,5.77157405017584,
0.273,0.18729655629509,2.63157894736842,3.6579356558961,0.5,2,5.77157405017584,
0.11,0.0620161269348546,5.55555555555555,3.35023332914477,0.18,2,5.77157405017584,
0.379,0.270553137109885,2.38095238095238,2.72407073410462,1,2,5.77157405017584,
0.145,0.0944986772394196,4.54545454545455,3.68176966494146,0.233333333333333,2,5.77157405017584,
0.374,0.274395699674758,1.85185185185185,2.90212771431622,1,2,5.77157405017584,
0.241,0.176193075913896,2.63157894736842,2.96139228453941,0.5,2,5.77157405017584,
0.272,0.161440391476235,3.33333333333333,3.77105488059055,0.305555555555556,2,5.77157405017584,
0.331,0.202368475805892,3.57142857142857,3.34903485663958,0.283333333333333,2,5.77157405017584,
0.319,0.187,3.33333333333333,3.88441946117788,0.305555555555556,2,5.77157405017584,
0.164,0.117524465538032,4.54545454545455,3.4120918793808,0.233333333333333,2,5.77157405017584,
0.447,0.289610082697409,2.27272727272727,3.08404211910068,1,2,5.77157405017584,
0.308,0.208770208602664,2.94117647058823,3.47020243878999,0.583333333333333,2,5.77157405017584,
0.177,0.13592645070037,4.16666666666667,2.83595473376697,0.33,2,5.77157405017584,
0.26,0.177561257035424,3.33333333333333,3.60877514693779,0.305555555555556,2,5.77157405017584,
0.336,0.221137965985038,2.63157894736842,3.17699622329008,0.5,2,5.77157405017584,
0.35,0.211766380712331,2.77777777777778,4.42655879332273,0.583333333333333,2,5.77157405017584,
0.277,0.184740358341105,3.84615384615385,3.41811513494331,0.319444444444444,2,5.77157405017584,
0.219,0.155836452731702,3.33333333333333,2.68127925852082,0.305555555555556,2,5.77157405017584,
0.598,0.474084380675002,1,3.58494928763783,1,2,5.77157405017584,
0.144,0.0959895827681317,4.54545454545455,3.41847215079725,0.233333333333333,2,5.77157405017584,
0.243,0.156735445895305,3.33333333333333,3.18461723436914,0.305555555555555,2,5.77157405017584,
0.198,0.126364551991451,4.54545454545455,3.73331939651048,0.233333333333333,2,5.77157405017584,
0.263,0.169452058116743,4.54545454545455,4.40928229647252,0.233333333333333,2,5.77157405017584,
0.24,0.142172430520126,2.94117647058824,2.04461979628075,0.333333333333333,2,5.77157405017584,
0.361,0.214951157242756,3.33333333333333,2.63106051091834,0.305555555555556,2,5.77157405017584,
0.237,0.142341139520519,4.54545454545455,3.72549744217093,0.22,2,5.77157405017584,
0.34,0.26896096371035,2.38095238095238,3.93008582973312,1,2,5.77157405017584,
0.215,0.130881625906771,3.84615384615385,2.41157373565657,0.277777777777778,2,5.77157405017584,
0.313,0.197081201538858,3.33333333333333,3.78211486191462,0.305555555555556,2,5.77157405017584,
0.292,0.187461996148553,2.77777777777778,2.52980878496249,0.583333333333333,2,5.77157405017584,
0.246,0.165695503861752,2.77777777777778,3.90773902465647,0.583333333333333,2,5.77157405017584,
0.157,0.11458621208505,3.84615384615385,3.59364678466312,0.319444444444444,2,5.77157405017584,
0.237,0.165432765799282,3.57142857142857,4.68021343881714,0.283333333333333,2,5.77157405017584,
0.325,0.197797876631677,3.33333333333333,4.5357599652142,0.305555555555556,2,5.77157405017584,
0.319,0.2031624965391,2.38095238095238,3.15451324023213,0.5,2,5.77157405017584,
0.277,0.169141952217657,2.38095238095238,3.24025580945752,0.5,2,5.77157405017584,
0.095,0.0548361194834208,4.54545454545455,4.46651632113385,0.22,2,5.77157405017584,
0.332,0.239213293944965,2.17391304347826,2.52341098515784,1,2,5.77157405017584,
0.186,0.142390308658981,3.84615384615385,4.41760361479963,0.319444444444444,2,5.77157405017584,
0.197,0.14244648117802,3.84615384615385,3.94257394256969,0.319444444444444,2,5.77157405017584,
0.346,0.219656550095826,1.92307692307692,2.62234531118181,1,2,5.77157405017584,
0.229,0.147715943621533,4.16666666666667,4.55193814662112,0.263888888888889,2,5.77157405017584,
0.25,0.16754999253954,3.33333333333333,3.09251107895058,0.305555555555555,2,5.77157405017584,
0.258,0.196099464558168,3.125,2.42120495205092,0.65,2,5.77157405017584,
0.247,0.165728693954909,2.77777777777778,3.92617505641899,0.583333333333333,2,5.77157405017584,
0.454,0.350950138908649,1.47058823529412,3.24591700326124,1,2,5.77157405017584,
0.403,0.257639282719076,2.77777777777778,2.6502844902119,0.583333333333333,2,5.77157405017584,
0.12,0.0869597608092387,5,4.95283961902377,0.223333333333333,2,5.77157405017584,
0.24,0.156996815254323,3.84615384615385,3.30033951625484,0.319444444444444,2,5.77157405017584,
0.386,0.291965751416155,1.72413793103448,3.57865718541791,1,2,5.77157405017584,
0.413,0.287055743715398,2.38095238095238,3.90230430418686,1,2,5.77157405017584,
0.34,0.207675227217885,2.38095238095238,3.64659209379142,0.5,2,5.77157405017584,
0.214,0.152197240448045,3.84615384615385,4.21414759720881,0.319444444444444,2,5.77157405017584,
0.511,0.347765725740764,1.72413793103448,2.49567988842211,1,2,5.77157405017584,
0.26,0.162388423232692,3.84615384615385,3.56476277080572,0.277777777777778,2,5.77157405017584,
0.416,0.261554965542618,2.77777777777778,2.42075453632739,0.583333333333333,2,5.77157405017584,
0.335,0.205655050995593,2.38095238095238,2.33002242946991,0.5,2,5.77157405017584,
0.314,0.201328090439462,3.33333333333333,2.85708245145275,0.305555555555555,2,5.77157405017584,
0.307,0.173870641570105,4.16666666666667,3.40365503985292,0.263888888888889,2,5.77157405017584,
0.322,0.218638971823415,3.33333333333333,3.22841513053935,0.305555555555555,2,5.77157405017584,
0.122,0.0770194780558788,5,3.73452278242813,0.2,2,5.77157405017584,
0.484,0.294940672000319,2.38095238095238,2.1339824262119,0.5,2,5.77157405017584,
0.437,0.315287170687296,1.85185185185185,2.33199790118015,1,2,5.77157405017584,
0.369,0.234716850694619,1.92307692307692,2.31086450949971,1,2,5.77157405017584,
0.295,0.199020099487464,3.33333333333333,4.26666772575866,0.305555555555556,2,5.77157405017584,
0.325,0.203447781998232,3.57142857142857,3.78205285010737,0.283333333333333,2,5.77157405017584,
0.23,0.147309198626562,3.57142857142857,3.0374886006789,0.333333333333333,2,5.77157405017584,
0.283,0.166814267974895,3.57142857142857,3.64404266906471,0.333333333333333,2,5.77157405017584,
0.233,0.145814951222431,3.84615384615385,4.0899171170932,0.319444444444444,2,5.77157405017584,
0.29,0.179769296599837,3.33333333333333,2.75584588166,0.305555555555556,2,5.77157405017584,
0.243,0.142825067827745,4.16666666666667,3.15815520032026,0.263888888888889,2,5.77157405017584,
0.296,0.209959519908005,2.94117647058823,2.11401370863892,0.583333333333333,2,5.77157405017584,
0.225,0.147644844136191,5,2.75393783588164,0.223333333333333,2,5.77157405017584,
0.316,0.195417501775046,3.33333333333333,3.3892921702,0.305555555555556,2,5.77157405017584,
0.391,0.258176296355804,2.94117647058823,3.14314730507422,0.583333333333333,2,5.77157405017584,
0.317,0.207190733383518,3.57142857142857,3.17408582985451,0.283333333333333,2,5.77157405017584,
0.365,0.240968877658506,2.63157894736842,3.37760614929692,0.5,2,5.77157405017584,
0.246,0.137934767190872,3.57142857142857,3.27129976422408,0.333333333333333,2,5.77157405017584,
0.358,0.226435421257364,2.94117647058823,3.95295742193978,0.277777777777778,2,5.77157405017584,
0.321,0.210575402172239,3.125,2.87721841212708,0.65,2,5.77157405017584,
0.327,0.220694358786082,3.125,4.35277714197235,0.65,2,5.77157405017584,
0.25,0.15451860729375,3.57142857142857,4.02269783050334,0.333333333333333,2,5.77157405017584,
0.335,0.206845352860537,2.94117647058823,2.14063510106759,0.277777777777778,2,5.77157405017584,
0.283,0.178871462229166,2.77777777777778,3.38525386743976,0.583333333333333,2,5.77157405017584,
0.332,0.240985476740819,2.27272727272727,2.51056541856862,1,2,5.77157405017584,
0.253,0.149448987952411,4.16666666666667,3.23608404842886,0.263888888888889,2,5.77157405017584,
0.202,0.139631658301404,4.54545454545455,3.78051463122592,0.22,2,5.77157405017584,
0.366,0.288366086771659,2.38095238095238,3.04135166846983,1,2,5.77157405017584,
0.294,0.196015305524849,3.33333333333333,2.70779574574866,0.305555555555555,2,5.77157405017584,
0.228,0.147299015611103,3.33333333333333,5.72689610279946,0.305555555555555,2,5.77157405017584,
0.404,0.254112179952083,2.94117647058823,3.25968655013225,0.277777777777778,2,5.77157405017584,
0.355,0.216360809759993,2.38095238095238,3.37628066764343,0.5,2,5.77157405017584,
0.296,0.176096564418503,4.16666666666667,3.16747256498808,0.263888888888889,2,5.77157405017584,
0.24,0.13630847369111,5,3.3393525384395,0.223333333333333,2,5.77157405017584,
0.284,0.203140345574187,3.125,2.72906328445612,0.65,2,5.77157405017584,
0.411,0.260038458694094,2.38095238095238,3.91173451352665,0.5,2,5.77157405017584,
0.321,0.187829710109982,3.33333333333333,3.09268017111152,0.305555555555555,2,5.77157405017584,
0.126,0.0901054937281851,4.54545454545455,4.42629951922319,0.233333333333333,2,5.77157405017584,
0.281,0.176136310850432,4.54545454545455,3.72020747913967,0.233333333333333,2,5.77157405017584,
0.255,0.167818354180942,3.84615384615385,2.80701015130922,0.319444444444444,2,5.77157405017584,
0.139,0.0779358710735949,4.16666666666667,4.16172586745797,0.263888888888889,2,5.77157405017584,
0.326,0.219216787678316,2.94117647058824,3.29483824080679,0.583333333333333,2,5.77157405017584,
0.322,0.196010203816026,3.33333333333333,4.10275403898571,0.305555555555556,2,5.77157405017584,
0.235,0.174656806337457,3.57142857142857,2.38939488757288,0.333333333333333,2,5.77157405017584,
0.341,0.197739727925372,2.94117647058824,2.67013625655347,0.333333333333333,2,5.77157405017584,
0.338,0.221666416039959,2.38095238095238,2.45014898997315,0.5,2,5.77157405017584,
0.22,0.152499180325666,4.16666666666667,3.91722786362877,0.33,2,5.77157405017584,
0.332,0.21321819809763,2.94117647058824,3.52780963567004,0.583333333333333,2,5.77157405017584,
0.147,0.102459748194108,5,3.30691189122968,0.223333333333333,2,5.77157405017584,
0.345,0.212238073869888,3.57142857142857,3.19671996069995,0.283333333333333,2,5.77157405017584,
0.344,0.269083630122681,2.38095238095238,3.25368604435354,1,2,5.77157405017584,
0.191,0.120382723012897,5,3.36488069296021,0.223333333333333,2,5.77157405017584,
0.259,0.205786296919887,3.125,4.18754622951748,0.65,2,5.77157405017584,
0.259,0.166024094636893,3.33333333333333,3.71217903116581,0.305555555555555,2,5.77157405017584,
0.366,0.253799133174249,2.27272727272727,2.91437917055519,1,2,5.77157405017584,
0.34,0.263797270645471,1.85185185185185,1.83868755684458,1,2,5.77157405017584,
0.241,0.142411375950097,3.33333333333333,3.6578777217901,0.305555555555556,2,5.77157405017584,
0.257,0.165876460053861,4.16666666666667,2.78723799054924,0.263888888888889,2,5.77157405017584,
0.263,0.148734663074886,5,5.27260135670732,0.223333333333333,2,5.77157405017584,
0.341,0.194781929346641,2.94117647058824,3.07369942748303,0.333333333333333,2,5.77157405017584,
0.459,0.287621278767757,2.38095238095238,2.99127935147256,0.5,2,5.77157405017584,
0.238,0.155415571935376,3.84615384615385,4.88791128966892,0.277777777777778,2,5.77157405017584,
0.303,0.195846878964154,3.84615384615385,3.61164976889385,0.277777777777778,2,5.77157405017584,
0.368,0.281076502041704,1.85185185185185,2.92708373531699,1,2,5.77157405017584,
0.28,0.195071781659983,3.125,3.94847571454508,0.65,2,5.77157405017584,
0.34,0.207682449908508,2.38095238095238,3.2195728675165,0.5,2,5.77157405017584,
0.285,0.202316583601048,3.33333333333333,2.95193038283391,0.305555555555556,2,5.77157405017584,
0.285,0.17632356620713,3.33333333333333,4.24866695596015,0.305555555555555,2,5.77157405017584,
0.22,0.151310938137334,4.16666666666667,2.84638647282207,0.33,2,5.77157405017584,
0.17,0.112236357745608,4.54545454545455,3.31958759606353,0.233333333333333,2,5.77157405017584,
0.268,0.150903942957101,4.54545454545455,4.04378966531254,0.233333333333333,2,5.77157405017584,
0.369,0.22801754318473,2.63157894736842,3.02488882966284,0.5,2,5.77157405017584,
0.358,0.234456819052038,2.38095238095238,3.04001107168504,0.5,2,5.77157405017584,
0.274,0.162966254175519,2.77777777777778,3.90146041184177,0.583333333333333,2,5.77157405017584,
0.332,0.1986479297652,4.16666666666667,3.93819255410006,0.263888888888889,2,5.77157405017584,
0.284,0.16963490206912,2.77777777777778,2.97906772838651,0.333333333333333,2,5.77157405017584,
0.259,0.142537714307477,4.16666666666667,3.85238809635874,0.263888888888889,2,5.77157405017584,
0.37,0.254493614851139,2.77777777777778,3.82704821347022,0.583333333333333,2,5.77157405017584,
0.132,0.0867179335547152,5,3.73338463464756,0.223333333333333,2,5.77157405017584,
0.209,0.142674454616094,3.57142857142857,3.54669065652356,0.283333333333333,2,5.77157405017584,
0.169,0.0985849887153212,5,2.91161978472033,0.223333333333333,2,5.77157405017584,
0.288,0.201757279918223,2.94117647058823,3.88241090731826,0.583333333333333,2,5.77157405017584,
0.229,0.141763888208528,5.55555555555555,3.60857229405098,0.204761904761905,2,5.77157405017584,
0.143,0.0942867965305853,4.16666666666667,4.46301108571713,0.263888888888889,2,5.77157405017584,
0.403,0.308527146293483,1.85185185185185,2.8137717983064,1,2,5.77157405017584,
0.225,0.155720904184377,3.84615384615385,3.36176834328821,0.319444444444444,2,5.77157405017584,
0.367,0.224993333234565,2.38095238095238,2.64174508599251,0.5,2,5.77157405017584,
0.298,0.189399049628027,3.57142857142857,3.57615654887826,0.283333333333333,2,5.77157405017584,
0.245,0.193615598545159,2.38095238095238,3.04597636738647,1,2,5.77157405017584,
0.186,0.142414886862294,5,4.1599824099615,0.223333333333333,2,5.77157405017584,
0.239,0.149502508340161,3.84615384615385,2.88128886538199,0.277777777777778,2,5.77157405017584,
0.178,0.12179901477434,5,3.20083618893671,0.223333333333333,2,5.77157405017584,
0.223,0.132385799842732,4.54545454545455,2.42746108242858,0.233333333333333,2,5.77157405017584,
0.355,0.221749859075491,2.38095238095238,3.38358385657175,0.5,2,5.77157405017584,
0.213,0.138614573548383,2.63157894736842,3.57080902460505,0.5,2,5.77157405017584,
0.301,0.191822834928483,3.84615384615385,3.07266576522736,0.277777777777778,2,5.77157405017584,
0.28,0.183869518952979,2.94117647058824,2.38068119901892,0.583333333333333,2,5.77157405017584,
0.27,0.184661853126194,2.77777777777778,3.85168063531066,0.583333333333333,2,5.77157405017584,
0.449,0.301579177000004,2.17391304347826,3.24863390468737,1,2,5.77157405017584,
0.224,0.142912560679599,3.57142857142857,3.22233928319426,0.333333333333333,2,5.77157405017584,
0.322,0.203852888132594,3.57142857142857,3.33100444889023,0.283333333333333,2,5.77157405017584,
0.32,0.182548623659561,3.33333333333333,3.76183647669701,0.305555555555555,2,5.77157405017584,
0.153,0.0937229961108799,4.54545454545455,3.60341193848023,0.233333333333333,2,5.77157405017584,
0.256,0.148798521498031,3.57142857142857,3.61684132607462,0.283333333333333,2,5.77157405017584,
0.256,0.208317066031566,3.125,4.35845792725549,0.65,2,5.77157405017584,
0.282,0.173352242558324,4.16666666666667,4.02198995383743,0.263888888888889,2,5.77157405017584,
0.282,0.179883295500166,3.33333333333333,3.49025926556479,0.305555555555555,2,5.77157405017584,
0.252,0.162591512693621,4.16666666666667,3.80819630953021,0.263888888888889,2,5.77157405017584,
0.225,0.133221619867047,4.16666666666667,4.06741218057518,0.263888888888889,2,5.77157405017584,
0.311,0.231212023908792,2.94117647058824,3.09094496152958,0.583333333333333,2,5.77157405017584,
0.242,0.165993975794304,3.33333333333333,3.7838776982738,0.305555555555556,2,5.77157405017584,
0.412,0.291060131244387,2.38095238095238,3.13501292437991,1,2,5.77157405017584,
0.345,0.223635864744455,3.57142857142857,4.13102675515559,0.283333333333333,2,5.77157405017584,
0.247,0.182076906827857,3.57142857142857,3.01081793779373,0.333333333333333,2,5.77157405017584,
0.343,0.223830292855994,3.33333333333333,3.859353707712,0.305555555555555,2,5.77157405017584,
0.308,0.190049993422783,3.57142857142857,3.55360783259853,0.283333333333333,2,5.77157405017584,
0.254,0.190971202017477,3.84615384615385,3.97528869287092,0.319444444444444,2,5.77157405017584,
0.352,0.234405631331673,2.38095238095238,3.70129217253859,0.5,2,5.77157405017584,
0.195,0.129892263049036,4.16666666666667,3.77932410596539,0.263888888888889,2,5.77157405017584,
0.188,0.121136286883824,4.54545454545455,4.17400685355159,0.233333333333333,2,5.77157405017584,
0.114,0.066332495807108,3.57142857142857,3.24961151459419,0.333333333333333,2,5.77157405017584,
0.256,0.197299265077192,2.17391304347826,3.93343743570166,1,2,5.77157405017584,
0.253,0.146639012544411,4.16666666666667,3.4351154277957,0.263888888888889,2,5.77157405017584,
0.238,0.142720005605381,3.33333333333333,3.36905690921859,0.305555555555555,2,5.77157405017584,
0.21,0.133161556013738,2.94117647058824,3.5164945936032,0.583333333333333,2,5.77157405017584,
0.236,0.153179633110933,3.84615384615385,4.32530503618111,0.319444444444444,2,5.77157405017584,
0.342,0.214130801147336,2.38095238095238,3.29862723866437,0.5,2,5.77157405017584,
0.396,0.231408729308123,3.33333333333333,3.88749949668243,0.305555555555555,2,5.77157405017584,
0.257,0.156032047990148,4.54545454545455,2.71450953304609,0.233333333333333,2,5.77157405017584,
0.33,0.2032535362546,2.94117647058823,3.77855060075038,0.277777777777778,2,5.77157405017584,
0.153,0.10555093557141,5,4.22207599795167,0.223333333333333,2,5.77157405017584,
0.212,0.135377250673812,4.16666666666667,3.03076156380925,0.263888888888889,2,5.77157405017584,
