Conservative,185.95,152.234,165,
Greens,0,0,0,
Labour,406.639,420.943,418,
Liberal Democrat,33.7163,52.107,46,
Other,21.4558,22.4775,20,
Plaid Cymru,4.08682,4.08682,4,
SNP,7.15194,7.15194,6,
