Conservative,184.847,160.995,166,
Greens,0,0,0,
Labour,388.575,390.563,413,
Liberal Democrat,36.7705,55.6527,52,
Other,20.8698,21.8636,1,
Plaid Cymru,3.97519,4.96899,4,
SNP,5.96279,6.95659,5,
