Conservative,181.864,123.626,165,
Greens,0,0,0,
Labour,442.398,477.136,418,
Liberal Democrat,13.2822,36.7814,46,
Other,21.4558,21.4558,20,
Plaid Cymru,0,0,4,
SNP,0,0,6,
