"","lijphart","raes","loosemorehanby","gallagher","enp","pca","governability","entropy","entropyseatprop","X","dm"
"506",0.010975,0.00665,0.0266,0.0154728099329832,6.59945004582951,2.04326907144973,0.167766439909297,-1.92095729763899,-1.97912435692818,NA,15
"507",0.0109833333333333,0.00768333333333333,0.0307333333333333,0.0173788704721823,6.45739910313901,1.92340496135458,0.17469387755102,-1.90937308360042,-1.96646291418684,NA,15
"508",0.011,0.00408750000000001,0.01635,0.0105838057637338,6.22837370242214,NA,0.164013605442177,-1.90892322814012,-1.92572586804455,NA,30
"509",0.011,0.00678333333333334,0.0271333333333334,0.0168260380231222,4.63618802318094,NA,0.232471655328798,-1.71257522532123,-1.76491476590984,NA,20
"510",0.0110166666666667,0.00592083333333333,0.0236833333333333,0.0144406375859547,5.63821456538763,2.01968539053358,0.218866213151927,-1.78717360068594,-1.89855085067174,NA,15
"511",0.0110333333333333,0.0052,0.0208,0.0117556605750402,5.0561797752809,NA,0.193333333333333,-1.77683555579127,-1.73699341831765,NA,20
"512",0.0111333333333333,0.0066,0.0264,0.0147395160481385,6.11724723874257,NA,0.179092970521542,-1.87723266139098,-1.92823518034984,NA,20
"513",0.0111833333333333,0.00459583333333334,0.0183833333333334,0.0122961037189293,5.81113801452785,NA,0.199591836734693,-1.80613963795966,-1.90205676641731,NA,30
"514",0.0112,0.00535833333333333,0.0214333333333333,0.0122252925436481,6.67284522706209,NA,0.159047619047619,-1.94565753565708,-1.97507122185431,NA,20
"515",0.0112,0.0055,0.022,0.0120297778680886,6.09137055837564,NA,0.176292517006802,-1.86778155866516,-1.91102804116172,NA,40
"516",0.0112333333333333,0.00520833333333333,0.0208333333333333,0.0126487153497895,6.66666666666667,NA,0.154149659863945,-1.96004558641216,-1.97232376887844,NA,20
"517",0.0112833333333333,0.00535833333333333,0.0214333333333333,0.0121355996052019,5.13552068473609,NA,0.247755102040816,-1.68469903415233,-1.82679800236485,NA,30
"518",0.0113,0.00681250000000001,0.02725,0.0160016231815539,6.41711229946524,1.80746758844562,0.16031746031746,-1.88560737542254,-1.90113773560873,NA,10
"519",0.01132,0.00549666666666667,0.0219866666666667,0.0134641317746242,5.83468395461912,NA,0.201376133786848,-1.827851168286,-1.91202569254931,NA,24
"520",0.0113333333333333,0.00558333333333333,0.0223333333333333,0.0134486678398519,5.52570990023024,NA,0.201360544217687,-1.80322698720445,-1.84651589705068,NA,20
"521",0.0113333333333333,0.00710208333333333,0.0284083333333333,0.0169091280411236,7.22166499498496,1.66376430648378,0.137448979591837,-2.03020227963503,-2.02473070505752,NA,15
"522",0.0113666666666667,0.0071,0.0284,0.0166553961892902,5.98006644518272,NA,0.183174603174603,-1.79747786321024,-1.87831493554073,NA,20
"523",0.0113933333333333,0.00831333333333333,0.0332533333333333,0.0189737924516951,5.38116591928251,1.56461777704995,0.205873015873015,-1.76396519185457,-1.81574739346043,NA,12
"524",0.0114266666666667,0.00556666666666667,0.0222666666666667,0.0130930481978457,5.98006644518272,NA,0.194773242630385,-1.85213069433535,-1.92927892218907,NA,24
"525",0.0114333333333333,0.00577500000000001,0.0231,0.0132889260497437,5.57707203718048,NA,0.186031746031746,-1.78945647502027,-1.80684651642343,NA,20
"526",0.0114666666666667,0.00495833333333334,0.0198333333333333,0.0122975155575786,4.95867768595041,NA,0.253560090702947,-1.65458793742705,-1.80038549953129,NA,20
"527",0.0114666666666667,0.00694166666666666,0.0277666666666666,0.015733792366185,5.54272517321016,NA,0.199523809523809,-1.76208728281922,-1.82706741804061,NA,20
"528",0.0115066666666667,0.00510333333333334,0.0204133333333333,0.0127768471158664,6.90316395014381,NA,0.153707482993197,-1.96664148669845,-2.00142751362941,NA,24
"529",0.0115333333333333,0.00673,0.02692,0.0166127608248064,6.49233543733093,NA,0.158265306122449,-1.93493815108796,-1.95462232163146,NA,24
"530",0.0115533333333333,0.00754833333333333,0.0301933333333333,0.0177466353618557,7.3394495412844,1.67082489114678,0.143945578231292,-2.00657784058894,-2.03408032148772,NA,12
"531",0.0115833333333333,0.00447916666666666,0.0179166666666666,0.0114319484098051,5.51301684532925,NA,0.21672335600907,-1.7733988870851,-1.87641007509103,NA,30
"532",0.0116,0.00602083333333333,0.0240833333333333,0.0148098972162387,6.20689655172414,NA,0.163571428571428,-1.88711115555789,-1.90258555538482,NA,30
"533",0.0116333333333333,0.00631666666666667,0.0252666666666667,0.016021790716951,4.8780487804878,2.263556705698,0.216666666666666,-1.6691067442659,-1.69567519273667,NA,20
"534",0.0116733333333333,0.00921333333333333,0.0368533333333333,0.0219808462075508,5.30973451327433,1.74912784706998,0.208253968253968,-1.74432282443961,-1.80017570130828,NA,12
"535",0.0117,0.00953333333333333,0.0381333333333333,0.0225485155953902,6.14334470989761,NA,0.167936507936508,-1.91258692532948,-1.9274699066076,NA,20
"536",0.0117466666666667,0.00571,0.02284,0.0127391470148777,6.77966101694915,NA,0.153061224489796,-1.93021363169265,-1.96439614485851,NA,24
"537",0.0117666666666667,0.007525,0.0301,0.0178979514656473,6.83760683760684,NA,0.149875283446712,-1.9736866937459,-1.98723848969945,NA,20
"538",0.0118,0.01033125,0.041325,0.0246563632760389,6.79886685552408,2.14695673446059,0.156507936507936,-1.95454319487467,-1.99172522052944,NA,15
"539",0.0118933333333333,0.00559,0.02236,0.0124422648884982,7.23618090452261,NA,0.142755102040816,-2.00826356796832,-2.02475917428907,NA,24
"540",0.01205,0.00678541666666667,0.0271416666666667,0.0163479951200275,6.46319569120287,1.39289876373173,0.15937641723356,-1.94321444471318,-1.96071428473063,NA,15
"541",0.0120833333333333,0.0076375,0.03055,0.0168278869076833,4.97581202487906,NA,0.210430839002267,-1.76910541133218,-1.75873343095331,NA,30
"542",0.0121166666666667,0.00570416666666667,0.0228166666666667,0.0143804458283539,5.84415584415584,NA,0.179773242630385,-1.88119716514744,-1.90835738486856,NA,30
"543",0.0121333333333333,0.00392916666666666,0.0157166666666667,0.0118863951174815,5.88716271463614,NA,0.184047619047619,-1.79260867733215,-1.88247615129544,NA,30
"544",0.0121333333333333,0.00549166666666667,0.0219666666666667,0.0133836965496582,6.16966580976864,NA,0.165702947845805,-1.91364706630485,-1.92745017533078,NA,20
"545",0.01215,0.01215,0.0486,0.0283410430687055,5.73248407643312,2.06758401744692,0.185612244897959,-1.81645492862148,-1.87218837975403,NA,10
