lijphart,raes,loosemorehanby,gallagher,enp,pca,governability,entropy,entropyseatprop,
0.0591,0.0388854166666667,0.155541666666667,0.0872024802941089,5.30582166543847,2.21568354556097,0.186031746031746,-1.74220241552429,-1.75134304792626,
0.0528833333333333,0.03141875,0.125675,0.0759166309915759,3.8939967550027,2.23859495765207,0.277777777777777,-1.40672369477982,-1.45887002104396,
0.074075,0.0349458333333333,0.139783333333333,0.0856470628509816,4.9792531120332,2.09865121915304,0.239999999999999,-1.6094379124341,-1.73711095807659,
0.0433666666666667,0.0311770833333333,0.124708333333333,0.0705521856697422,4.86158001350439,2.16448227883428,0.190555555555555,-1.70788086351591,-1.64412836663873,
0.0561666666666667,0.0195,0.078,0.0526520232807397,5.15759312320917,2.10714094755772,0.195,-1.664024107283,-1.6947562699238,
0.0607166666666667,0.0349708333333333,0.139883333333333,0.0831209000659748,4.80961923847695,2.1410473723106,0.229206349206349,-1.6211003449287,-1.6880581489526,
0.0453333333333333,0.03185625,0.127425,0.0693774323897909,5.22875816993464,2.27914100187743,0.2,-1.6094379124341,-1.71842897169063,
0.048425,0.0367854166666667,0.147141666666667,0.0791577012467307,4.94166094715168,2.20039369735458,0.191111111111111,-1.71408754118701,-1.6634774794934,
0.0599666666666667,0.0390020833333333,0.156008333333333,0.0888274935541418,5.7784911717496,2.09577266777572,0.2,-1.6094379124341,-1.80553422410641,
0.0425166666666666,0.03591875,0.143675,0.074267546093686,5.37313432835821,2.17106453613132,0.193333333333333,-1.68838702255263,-1.72359027153046,
0.0334916666666667,0.0284270833333333,0.113708333333333,0.0622821770921131,4.60063897763578,2.14891570587478,0.277777777777777,-1.40672369477982,-1.59577470809629,
0.0416333333333333,0.02553125,0.102125,0.0592699936964547,4.642166344294,2.07739584524495,0.233333333333333,-1.52834489081247,-1.57118855480995,
0.0430083333333333,0.0369729166666667,0.147891666666667,0.0796904218418583,5.46282245827011,1.89726599403955,0.2,-1.6094379124341,-1.75866032716799,
0.0513583333333333,0.0338729166666667,0.135491666666667,0.0807660450175554,5.42168674698795,1.95232497428143,0.191111111111111,-1.69396858837999,-1.7311591802657,
0.0461,0.0276791666666667,0.110716666666667,0.0637958212233024,5.82053354890865,1.76186247628444,0.2,-1.6094379124341,-1.82414195967261,
0.0491083333333333,0.0428645833333333,0.171458333333333,0.0913159035223937,4.65717981888745,2.17469776940011,0.230555555555555,-1.57556571662346,-1.59700617569763,
0.0687666666666667,0.0412979166666667,0.165191666666667,0.0888795201225919,4.97237569060773,2.17965983558997,0.2,-1.6094379124341,-1.63299319921401,
0.060825,0.0318270833333333,0.127308333333333,0.0748550103162403,5.18358531317495,2.15677995811457,0.193333333333333,-1.68838702255263,-1.7020586883554,
0.06445,0.0281020833333333,0.112408333333333,0.0710512256521073,5.4176072234763,2.39555612778138,0.191111111111111,-1.71408754118701,-1.73421733688102,
0.0387,0.03925,0.157,0.0821902463630705,5.11363636363636,1.88387055961079,0.195,-1.664024107283,-1.6816751847024,
0.0410916666666667,0.0353541666666667,0.141416666666667,0.0763215584076857,5.67375886524823,2.18827802816618,0.178888888888889,-1.79115057612284,-1.80528439908427,
0.0751083333333333,0.0378708333333333,0.151483333333333,0.0850222454550703,5.07399577167019,2.06099901102508,0.193333333333333,-1.71758859451062,-1.68766664808615,
0.0541833333333333,0.03830625,0.153225,0.0841119314597453,5.46282245827011,2.17483094461494,0.2,-1.6094379124341,-1.75866032716799,
0.0387166666666666,0.0340916666666667,0.136366666666667,0.0762000396434718,4.98614958448753,2.10691814754813,0.207777777777778,-1.66286254205034,-1.67853594813369,
0.0482333333333333,0.0318125,0.12725,0.0671879313939639,5.60747663551402,2.08251519550073,0.193333333333333,-1.68838702255263,-1.79621626688993,
0.0465416666666667,0.0355270833333333,0.142108333333333,0.0754590313790647,5.08115737473536,2.15106295031532,0.2,-1.6094379124341,-1.64407895378394,
0.0604333333333333,0.0369791666666667,0.147916666666667,0.0791158933674729,5.33728687916975,2.1649092712502,0.2,-1.6094379124341,-1.71039542623641,
0.0612333333333333,0.0274416666666667,0.109766666666667,0.0674578829509363,5.30582166543847,2.21104379636324,0.186031746031746,-1.79600661711791,-1.77298602433285,
0.0506666666666667,0.0365041666666667,0.146016666666667,0.0805141710266653,5.03496503496504,2.03924012627042,0.2,-1.6094379124341,-1.65507682448693,
0.0356666666666667,0.0283604166666667,0.113441666666667,0.0659962046467657,5.27472527472527,2.19547403439863,0.2,-1.6094379124341,-1.70481386040905,
0.0493416666666667,0.0257375,0.10295,0.0614098967322586,4.97237569060773,1.98853792594425,0.207222222222222,-1.67358123264894,-1.68338851592222,
0.0677083333333333,0.03391875,0.135675,0.0810690617793112,4.67229072031149,1.50064435839205,0.281428571428571,-1.53208907190967,-1.71200479556673,
0.0640916666666667,0.0448,0.1792,0.0984147653640787,4.43349753694581,1.86363549022063,0.333333333333332,-1.242453324894,-1.61285058902536,
0.0492166666666667,0.04709375,0.188375,0.0999961624263651,5.29022777369581,2.29093574583275,0.2,-1.6094379124341,-1.70609007313362,
0.0644416666666667,0.0342854166666667,0.137141666666667,0.0820582808638673,4.6875,2.17914736723921,0.279999999999999,-1.46315431020412,-1.64948678645802,
0.0281666666666667,0.0206208333333333,0.0824833333333333,0.046449514110603,4.59476707083599,2.15514377632131,0.233333333333333,-1.52834489081247,-1.56720259484368,
0.0649916666666667,0.03174375,0.126975,0.0754545710455415,4.97237569060773,1.8510467552717,0.216666666666666,-1.69317398891311,-1.7089813147367,
0.0461,0.0276791666666667,0.110716666666667,0.0637958212233024,5.82053354890865,1.76186247931028,0.2,-1.6094379124341,-1.82414195967261,
0.0366,0.0267875,0.10715,0.0597319260204383,5.14653323802716,2.19768200653609,0.2,-1.6094379124341,-1.66577704124327,
0.0724666666666667,0.0374104166666667,0.149641666666667,0.0876571065763258,5.06685432793807,2.23023608396318,0.182698412698412,-1.78620188630344,-1.71642762611493,
0.0387,0.03925,0.157,0.0821902463630705,5.11363636363636,1.88387055961073,0.195,-1.664024107283,-1.6816751847024,
0.0410916666666667,0.0353541666666667,0.141416666666667,0.0763215584076857,5.67375886524823,2.18827801376405,0.178888888888889,-1.79115057612284,-1.80528439908427,
0.0541333333333333,0.0293458333333333,0.117383333333333,0.072926099389877,5.92105263157895,2.19013727466982,0.176190476190476,-1.80836983086513,-1.84175728532149,
0.0787833333333333,0.0517625,0.20705,0.109037785244892,3.65482233502538,1.98030461613328,0.333333333333332,-1.242453324894,-1.41906035883275,
0.0282583333333333,0.02811875,0.112475,0.0630126403765326,5.7784911717496,2.00863892261304,0.176456916099773,-1.75344841465774,-1.79594012216637,
0.0487583333333333,0.0410166666666667,0.164066666666667,0.0874928473267006,4.04949381327334,2.12755368246859,0.333333333333333,-1.242453324894,-1.51858054384882,
0.056975,0.03219375,0.128775,0.0710360364337864,5.33333333333333,2.16573649118581,0.177777777777778,-1.80566903448094,-1.76238811887597,
0.0276416666666667,0.02175625,0.087025,0.0492500028200789,5.625,2.09209199498114,0.2,-1.6094379124341,-1.75225572915569,
0.05095,0.0318604166666667,0.127441666666667,0.0746511284055521,5.4380664652568,2.21639756086233,0.188333333333333,-1.71397531087361,-1.73436577194032,
0.0588583333333333,0.0425291666666667,0.170116666666667,0.092409984354145,4.66623460790668,1.78106403591668,0.233333333333333,-1.52834489081247,-1.60056467637784,
0.0858166666666667,0.0532333333333333,0.212933333333333,0.112707061915195,3.31339162448228,1.79270629237142,0.333333333333332,-1.242453324894,-1.33460406490842,
0.0551166666666667,0.0291416666666667,0.116566666666667,0.0661691634709435,5.42986425339367,2.21561880973779,0.191122448979592,-1.71657232446392,-1.77673230833368,
0.0568666666666667,0.0382729166666667,0.153091666666667,0.0892184001014738,4.89462950373895,2.11926168542301,0.21,-1.67137878247329,-1.67157409364765,
0.0617666666666667,0.03339375,0.133575,0.0805869819925443,5.57275541795666,2.17845709527466,0.2,-1.6094379124341,-1.78349550639405,
0.039,0.0245770833333333,0.0983083333333333,0.0670673355665782,5.58572536850271,1.96040973265835,0.18547619047619,-1.76867492799444,-1.77704637269413,
0.056825,0.02765,0.1106,0.0659413465176103,5.94549958711808,2.20333111675731,0.176190476190476,-1.80836983086513,-1.8452832908882,
0.058575,0.0416416666666667,0.166566666666667,0.093876645939114,4.43896424167694,2.05641067050046,0.277777777777777,-1.40672369477982,-1.57006420347923,
0.043,0.02131875,0.085275,0.059076817929427,5.53846153846154,2.14980481099548,0.190555555555555,-1.71768842956413,-1.75001666715789,
0.0398,0.0315458333333333,0.126183333333333,0.0669770057971806,5.26315789473684,1.90263905717227,0.191111111111111,-1.71408754118701,-1.71454850672913,
0.0562916666666667,0.0343229166666667,0.137291666666667,0.0795428636194208,4.8032021347565,1.67684025367061,0.231111111111111,-1.59118916307688,-1.65700528619167,
0.0773916666666667,0.0486958333333333,0.194783333333333,0.104615761240838,4.29338103756708,2.15942050630257,0.333333333333332,-1.242453324894,-1.51187804317512,
0.0609,0.0425145833333333,0.170058333333333,0.0935904360617164,4.58891013384321,1.83284242257735,0.251111111111111,-1.51872879701855,-1.59903480286256,
