Labour,41.1,31
National,39.1,31
NZ First,5.7,0
Greens,5.3,0
Maori Party,2.1,4
United Future NZ,2.7,1
ACT NZ,1.5,1
Jim Anderton's Progressive,1.2,1
Destiny New Zealand,0.6,0
Aotearoa Legalise Cannabis,0.3,0
Others,0.5,0
