Labour,41.3,45
National,20.9,21
NZ First,10.4,1
ACT NZ,7.1,0
Greens,7,0
United Future NZ,6.7,1
Progressive Coalition,1.7,1
Christian Heritage,1.4,0
Alliance,1.3,0
Outdoor Recreation NZ,1.3,0
Aotearoa Legalise Cannabis,0.6,0
Others,0.4,0
