National,33.8,30
Labour,28.2,26
NZ First,13.4,6
Alliance,10.1,1
ACT NZ,6.1,1
United,0.9,1
Christian Coalition,4.3,0
Aotearoa Legalise Cannabis,1.7,0
Others,1.6,0
