Labour,41.3,45
National,20.9,21
NZ First,10.4,1
Act,7.1,0
Green,7,0
UF,6.7,1
Progressive,1.7,1
Christian Heritage,1.4,0
Alliance,1.3,0
Outdoor Recreation NZ,1.3,0
Aotearoa Legalise Cannabis,0.6,0
Other,0.4,0
