Labour,41.1,31
National,39.1,31
NZ First,5.7,0
Green,5.3,0
Maori,2.1,4
UF,2.7,1
Act,1.5,1
Progressive,1.2,1
Destiny New Zealand,0.6,0
Aotearoa Legalise Cannabis,0.3,0
Other,0.5,0
