Labour,49,
National,25,
NZ First,12,
ACT NZ,9,
Greens,8,
United Future NZ,8,
Progressive Coalition,2,
Christian Heritage,2,
Alliance,2,
Outdoor Recreation NZ,2,
Aotearoa Legalise Cannabis,1,
Others,0,
