National Party,55,
Labour Party,41,
Green Party,8,
ACT New Zealand,4,
M?ori Party,5,
Jim Anderton's Progressive,1,
United Future,1,
New Zealand�First Party,5,
The Bill and Ben Party,1,
Kiwi Party,1,
Aotearoa Legalise Cannabis Party,0,
New Zealand�Pacific Party,0,
Family Party,0,
Alliance,0,
Democrats for Social Credit,0,
Libertarianz,0,
Workers Party,0,
RAM - Residents Action Movement,0,
The Republic of New Zealand Party,0,
