Labour,52,
National,27,
NZ First,13,
ACT NZ,9,
Greens,9,
United Future NZ,8,
Progressive Coalition,2,
Christian Heritage,0,
Alliance,0,
Outdoor Recreation NZ,0,
Aotearoa Legalise Cannabis,0,
Others,0,
