Labour,50,
National,48,
NZ First,7,
Greens,6,
Maori Party,4,
United Future NZ,3,
ACT NZ,2,
Jim Anderton's Progressive,1,
Destiny New Zealand,0,
Aotearoa Legalise Cannabis,0,
Others,0,
