wpe,lijphart,loosemorehanby,raes,gallagher,enp,governability,entropy,alpha
3,0.065002667,0.089271167,0.022317792,0.060535137,7.531380753,0.13877551,-2.030035077,20
3,0.0243925,0.056793833,0.014198458,0.034854687,7.834602829,0.136632653,-2.031711402,20
3,0.033943833,0.090088167,0.022522042,0.055308323,7.610993658,0.13755102,-2.027672163,20
3,0.0260655,0.058959833,0.014739958,0.036541178,7.834602829,0.136938776,-2.026516619,20
3,0.032201333,0.089713667,0.022428417,0.052211605,7.643312102,0.13755102,-2.02167047,20
3,0.024139,0.071614,0.0179035,0.039658968,7.783783784,0.13755102,-2.025903345,20
4,0.02223,0.055216,0.013804,0.037082581,7.809110629,0.13877551,-2.002356129,20
4,0.032311333,0.056902667,0.014225667,0.038475316,7.800650054,0.13755102,-2.024269948,20
4,0.047017333,0.094458,0.0236145,0.053324322,7.610993658,0.137142857,-2.032685356,20
4,0.016987333,0.050312,0.012578,0.034667347,7.843137255,0.141122449,-1.973554886,20
4,0.024089333,0.054824,0.013706,0.034431114,7.834602829,0.137857143,-2.021413923,20
4,0.056456,0.105852,0.026463,0.065644243,7.438016529,0.13744898,-2.027270405,20
4,0.024492667,0.062636667,0.015659167,0.034420939,7.834602829,0.136734694,-2.030802347,20
4,0.023040667,0.057955333,0.014488833,0.03241247,7.860262009,0.136938776,-2.028966173,20
4,0.033089333,0.089484,0.022371,0.049240938,7.692307692,0.137142857,-2.02431598,20
4,0.048316,0.057929333,0.014482333,0.045399778,7.725321888,0.137857143,-2.033340439,20
4,0.039916667,0.096311333,0.024077833,0.06160286,7.5,0.138571429,-2.006593022,20
4,0.017601333,0.058527333,0.014631833,0.040862093,7.792207792,0.142857143,-1.945910149,20
4,0.032122667,0.081474,0.0203685,0.049115765,7.684098186,0.137653061,-2.017805183,20
4,0.033768667,0.071827333,0.017956833,0.046011494,7.717041801,0.138265306,-2.010552508,20
4,0.040460667,0.072213333,0.018053333,0.046240818,7.717041801,0.13744898,-2.026086044,20
4,0.03882,0.056589333,0.014147333,0.038608467,7.792207792,0.137755102,-2.031213804,20
4,0.024012,0.04191,0.0104775,0.025818747,7.912087912,0.136734694,-2.033744851,20
4,0.031629333,0.088628667,0.022157167,0.047227346,7.700534759,0.136734694,-2.030442915,20
4,0.024615333,0.049754667,0.012438667,0.030380587,7.877461707,0.136734694,-2.03070316,20
4,0.039895333,0.073729333,0.018432333,0.043803812,7.750269107,0.13755102,-2.031477064,20
4,0.039238667,0.088354667,0.022088667,0.050166224,7.659574468,0.136734694,-2.032675937,20
4,0.02354,0.063095333,0.015773833,0.035377122,7.826086957,0.137346939,-2.024915646,20
4,0.033039333,0.075284667,0.018821167,0.047428368,7.708779443,0.138265306,-2.010803865,20
4,0.047250667,0.072081333,0.018020333,0.044274433,7.733619764,0.138877551,-2.030275111,20
4,0.048712,0.081311333,0.020327833,0.052763638,7.635206787,0.13744898,-2.026036354,20
4,0.024655333,0.041257333,0.010314333,0.02563578,7.912087912,0.136734694,-2.033744851,20
4,0.030924667,0.054739333,0.013684833,0.037068753,7.800650054,0.13755102,-2.024269948,20
4,0.02478,0.050481333,0.012620333,0.033167333,7.860262009,0.137755102,-2.017670886,20
4,0.063024667,0.117836,0.029459,0.069504799,7.36196319,0.137040816,-2.031542576,20
4,0.033262,0.089608,0.022402,0.050545932,7.667731629,0.136632653,-2.033253826,20
1,0.025348833,0.042299167,0.010574792,0.026432182,7.912087912,0.137040816,-2.033181189,30
1,0.03366,0.100477333,0.025119333,0.058473684,7.586933614,0.137244898,-2.025854403,30
1,0.0666875,0.0920575,0.023014375,0.060045114,7.56302521,0.139387755,-2.030285731,30
1,0.059536,0.1014285,0.025357125,0.065209988,7.5,0.13744898,-2.030658711,30
1,0.016695333,0.042832167,0.010708042,0.024045432,7.929515419,0.136632653,-2.030091042,30
1,0.0404165,0.115368167,0.028842042,0.069804121,7.407407407,0.138673469,-2.006184637,30
1,0.024471,0.064467833,0.016116958,0.038084307,7.809110629,0.136836735,-2.028428061,30
1,0.041481667,0.083655167,0.020913792,0.050187754,7.692307692,0.136836735,-2.031701651,30
1,0.041488833,0.097265667,0.024316417,0.051458045,7.659574468,0.137142857,-2.033345881,30
1,0.048688,0.090283333,0.022570833,0.053009185,7.643312102,0.137040816,-2.032503382,30
1,0.066338667,0.107361667,0.026840417,0.071004533,7.392197125,0.138265306,-2.027145769,30
1,0.025102,0.057256333,0.014314083,0.041888427,7.77537797,0.141122449,-1.973554886,30
1,0.041058667,0.098213667,0.024553417,0.060615538,7.539267016,0.13755102,-2.028345778,30
1,0.041737,0.091967833,0.022991958,0.05922742,7.578947368,0.138163265,-2.013911889,30
1,0.065818167,0.115945833,0.028986458,0.071219988,7.384615385,0.137653061,-2.029007468,30
1,0.041139167,0.090560333,0.022640083,0.054857022,7.619047619,0.137346939,-2.026077203,30
1,0.033440333,0.074688333,0.018672083,0.044861345,7.741935484,0.137040816,-2.026371349,30
1,0.040560667,0.081558,0.0203895,0.047439095,7.708779443,0.136632653,-2.031442114,30
1,0.0416115,0.074480167,0.018620042,0.047688005,7.708779443,0.137040816,-2.031978206,30
1,0.024698,0.0594845,0.014871125,0.032490474,7.868852459,0.136632653,-2.031122385,30
1,0.0493825,0.1242095,0.031052375,0.071903163,7.384615385,0.137653061,-2.022322074,30
1,0.0659295,0.100039,0.02500975,0.061463064,7.539267016,0.139183673,-2.029649919,30
1,0.083117167,0.099344333,0.024836083,0.070279698,7.407407407,0.141938776,-2.024352105,30
1,0.022995333,0.067670167,0.016917542,0.041520613,7.783783784,0.136734694,-2.030802347,30
1,0.041097333,0.0833355,0.020833875,0.047401096,7.717041801,0.13755102,-2.03067619,30
1,0.042182333,0.0979625,0.024490625,0.056592588,7.602956705,0.137040816,-2.028728433,30
1,0.049387333,0.108098,0.0270245,0.068211865,7.430340557,0.137653061,-2.019785593,30
1,0.048589833,0.098144333,0.024536083,0.060959685,7.531380753,0.13755102,-2.021878706,30
1,0.057341833,0.090348667,0.022587167,0.055568406,7.610993658,0.138163265,-2.032138188,30
1,0.064492167,0.1366525,0.034163125,0.08468566,7.128712871,0.139693878,-2.012353069,30
2,0.049024667,0.091394333,0.022848583,0.057465327,7.594936709,0.13744898,-2.026908368,30
2,0.04876,0.114820333,0.028705083,0.067829863,7.430340557,0.137142857,-2.029011953,30
2,0.041446667,0.095698,0.0239245,0.057765347,7.570977918,0.13755102,-2.025098833,30
2,0.017379,0.065314,0.0163285,0.041840272,7.766990291,0.141938776,-1.962343242,30
2,0.033724667,0.067768,0.016942,0.042793273,7.77537797,0.136734694,-2.03070316,30
2,0.022982333,0.040626667,0.010156667,0.025109875,7.912087912,0.136734694,-2.033744851,30
2,0.032939667,0.048759333,0.012189833,0.031776445,7.868852459,0.137959184,-2.031948274,30
2,0.033908333,0.090416333,0.022604083,0.049291203,7.692307692,0.13755102,-2.024769718,30
2,0.082278667,0.147934,0.0369835,0.086550567,7.121661721,0.143673469,-2.006779986,30
2,0.056329,0.107726667,0.026931667,0.067916858,7.438016529,0.13744898,-2.026689613,30
2,0.041583667,0.123751333,0.030937833,0.068946865,7.422680412,0.137653061,-2.025222041,30
2,0.050281667,0.092018,0.0230045,0.054722973,7.635206787,0.137142857,-2.032685356,30
2,0.024455333,0.082824333,0.020706083,0.049179877,7.692307692,0.138265306,-2.012897419,30
2,0.049909,0.089245333,0.022311333,0.050899648,7.667731629,0.137346939,-2.031753939,30
2,0.057016667,0.097776333,0.024444083,0.059600391,7.547169811,0.137244898,-2.032517271,30
2,0.049183,0.090845667,0.022711417,0.053410575,7.643312102,0.137959184,-2.028931317,30
2,0.031632,0.055746333,0.013936583,0.033644009,7.843137255,0.137244898,-2.032517271,30
2,0.048351667,0.090277333,0.022569333,0.052159684,7.651434644,0.13744898,-2.032349971,30
2,0.047753333,0.103817,0.02595425,0.057529832,7.56302521,0.136938776,-2.032466729,30
2,0.048226333,0.122237333,0.030559333,0.063598647,7.49219563,0.13755102,-2.032675079,30
2,0.065036,0.065036,0.016259,0.051736173,7.651434644,0.142857143,-2.021767756,30
2,0.050165,0.106168333,0.026542083,0.058167102,7.578947368,0.137857143,-2.029797693,30
2,0.024015333,0.065181667,0.016295417,0.039697638,7.792207792,0.137959184,-2.01408956,30
2,0.032738667,0.073666667,0.018416667,0.046397916,7.717041801,0.137142857,-2.029179995,30
2,0.033946667,0.099932333,0.024983083,0.054358591,7.635206787,0.137040816,-2.027877303,30
2,0.050371333,0.091254333,0.022813583,0.054318677,7.635206787,0.137653061,-2.030254555,30
2,0.031351333,0.074903667,0.018725917,0.042728286,7.766990291,0.136938776,-2.02858327,30
2,0.024023,0.090155667,0.022538917,0.051446699,7.659574468,0.137142857,-2.024806199,30
