year,threshold,p,lijphart,loosemorehanby,raes,gallagher,enp,governability,
1996,0,0,0.00407050321377428,0.00633846205082092,0.00140854712240465,0.0038541302050007,4.33734939759036,0.223950946805269,
1996,0.01,0,0.0099202384520598,0.0146717953841543,0.0032603989742565,0.0101494378984845,4.25029515938607,0.221301729024961,
1996,0.02,0,0.0124038365471076,0.043256902121424,0.00961264491587201,0.0226639669666626,4.07239819004525,0.230555555555574,
1996,0.03,0,0.0124038365471076,0.043256902121424,0.00961264491587201,0.0226639669666626,4.07239819004525,0.230555555555574,
1996,0.04,0,0.0124038365471076,0.043256902121424,0.00961264491587201,0.0226639669666626,4.07239819004525,0.230555555555574,
1996,0.05,0,0.0290705032137742,0.0849235687880907,0.0188719041751313,0.0467452282225376,3.72863801139306,0.277777777777501,
1996,0.06,0,0.0290705032137742,0.0849235687880907,0.0188719041751313,0.0467452282225376,3.72863801139306,0.277777777777501,
1996,0.07,0,0.0540705032137743,0.145868718153662,0.0324152707008137,0.0794228500460503,3.29821346770499,0.333333333331995,
1996,0.08,0,0.0540705032137743,0.145868718153662,0.0324152707008137,0.0794228500460503,3.29821346770499,0.333333333331995,
1996,0.09,0,0.0540705032137743,0.145868718153662,0.0324152707008137,0.0794228500460503,3.29821346770499,0.333333333331995,
1999,0,0,0.00457746478873239,0.0118376928236083,0.00236753856472166,0.00569722138220031,3.77358490566038,0.234826507176854,
1999,0.01,0,0.00457746478873239,0.0118376928236083,0.00236753856472166,0.00569722138220031,3.77358490566038,0.234826507176854,
1999,0.02,0,0.0106639839034205,0.0378101945003353,0.00756203890006707,0.019345055979663,3.58923230309073,0.245555555566579,
1999,0.03,0,0.0273306505700872,0.0619550637156271,0.0123910127431254,0.033144792461487,3.36763330215154,0.26000000001253,
1999,0.04,0,0.0273306505700872,0.0619550637156271,0.0123910127431254,0.033144792461487,3.36763330215154,0.26000000001253,
1999,0.05,0,0.0523306505700872,0.103621730382294,0.0207243460764588,0.0589093171714696,3.05084745762712,0.358333333361556,
1999,0.06,0,0.0689973172367538,0.155935613682093,0.0311871227364185,0.0846833123113122,2.77884986491702,0.333333333353891,
1999,0.07,0,0.0689973172367538,0.155935613682093,0.0311871227364185,0.0846833123113122,2.77884986491702,0.333333333353891,
1999,0.08,0,0.168997317236754,0.303822937625755,0.0607645875251509,0.177950243309274,1.97314332693889,1.00000000013601,
1999,0.09,0,0.168997317236754,0.303822937625755,0.0607645875251509,0.177950243309274,1.97314332693889,1.00000000013601,
2002,0,0,0.00354860410359906,0.012991927346115,0.002598385469223,0.00673806620915655,4.12135088723526,0.35858415133721,
2002,0.01,0,0.00354860410359906,0.012991927346115,0.002598385469223,0.00673806620915655,4.12135088723526,0.35858415133721,
2002,0.02,0,0.024915909855365,0.0575176589303734,0.0115035317860747,0.0296150817435916,3.64556962025316,0.46666666671591,
2002,0.03,0,0.024915909855365,0.0575176589303734,0.0115035317860747,0.0296150817435916,3.64556962025316,0.46666666671591,
2002,0.04,0,0.024915909855365,0.0575176589303734,0.0115035317860747,0.0296150817435916,3.64556962025316,0.46666666671591,
2002,0.05,0,0.024915909855365,0.0575176589303734,0.0115035317860747,0.0296150817435916,3.64556962025316,0.46666666671591,
2002,0.06,0,0.024915909855365,0.0575176589303734,0.0115035317860747,0.0296150817435916,3.64556962025316,0.46666666671591,
2002,0.07,0,0.0582492431886983,0.125126135216953,0.0250252270433905,0.0713577705388164,3.20998662505573,0.400000000036635,
2002,0.08,0,0.149915909855365,0.267406659939455,0.053481331987891,0.151456540180251,2.34604105571848,1.00000000013601,
2002,0.09,0,0.149915909855365,0.267406659939455,0.053481331987891,0.151456540180251,2.34604105571848,1.00000000013601,
2005,0,0,0.00385005065856131,0.00987841945288757,0.00246960486322189,0.00570533261410379,2.93159609120521,0.209985276518068,
2005,0.01,0,0.00385005065856131,0.00987841945288757,0.00246960486322189,0.00570533261410379,2.93159609120521,0.209985276518068,
2005,0.02,0,0.0121833839918946,0.0297112462006079,0.00742781155015198,0.0179190831877894,2.81359906213365,0.233333333333427,
2005,0.03,0,0.0335866261398177,0.0759878419452888,0.0189969604863222,0.0426683366992194,2.55772646536412,0.333333333333611,
2005,0.04,0,0.0335866261398177,0.0759878419452888,0.0189969604863222,0.0426683366992194,2.55772646536412,0.333333333333611,
2005,0.05,0,0.0335866261398177,0.0759878419452888,0.0189969604863222,0.0426683366992194,2.55772646536412,0.333333333333611,
2005,0.06,0,0.0955167173252279,0.187436676798379,0.0468591691995947,0.112630288514333,1.99944459872258,0.999999999999433,
2005,0.07,0,0.0955167173252279,0.187436676798379,0.0468591691995947,0.112630288514333,1.99944459872258,0.999999999999433,
2005,0.08,0,0.0955167173252279,0.187436676798379,0.0468591691995947,0.112630288514333,1.99944459872258,0.999999999999433,
2005,0.09,0,0.0955167173252279,0.187436676798379,0.0468591691995947,0.112630288514333,1.99944459872258,0.999999999999433,
2008,0,0,0.00427438225857923,0.00626998813158562,0.0015674970328964,0.00405155036057653,2.93040293040293,0.358897392290481,
2008,0.01,0,0.00981219083407359,0.0205588716944367,0.00513971792360917,0.0126903155817663,2.81910728269381,0.400000000000199,
2008,0.02,0,0.00981219083407359,0.0205588716944367,0.00513971792360917,0.0126903155817663,2.81910728269381,0.400000000000199,
2008,0.03,0,0.0226222168961844,0.0427756220931241,0.010693905523281,0.0267321561348722,2.69461077844311,0.400000000000199,
2008,0.04,0,0.039288883562851,0.0801679065012116,0.0200419766253029,0.0497824775840965,2.47337684644452,0.583333333333329,
2008,0.05,0,0.0642888835628511,0.121834573167878,0.0304586432919696,0.0732239469815384,2.26628895184136,0.999999999999433,
2008,0.06,0,0.0642888835628511,0.121834573167878,0.0304586432919696,0.0732239469815384,2.26628895184136,0.999999999999433,
2008,0.07,0,0.105955550229518,0.190767741063591,0.0476919352658978,0.116350807961619,1.96506550218341,0.999999999999433,
2008,0.08,0,0.105955550229518,0.190767741063591,0.0476919352658978,0.116350807961619,1.96506550218341,0.999999999999433,
2008,0.09,0,0.105955550229518,0.190767741063591,0.0476919352658978,0.116350807961619,1.96506550218341,0.999999999999433,
2011,0,0,0.00479961257953931,0.0108077248559818,0.00270193121399545,0.00602593318471655,3.02013422818792,0.448564106198173,
2011,0.01,0,0.00479961257953931,0.0108077248559818,0.00270193121399545,0.00602593318471655,3.02013422818792,0.448564106198173,
2011,0.02,0,0.0204942555027369,0.0382475225699595,0.00956188064248988,0.0230648996280117,2.82685512367491,0.649999999999906,
2011,0.03,0,0.0288275888360702,0.0630846127191979,0.0157711531797995,0.0356834070127085,2.72006044578768,0.999999999999433,
2011,0.04,0,0.0288275888360702,0.0630846127191979,0.0157711531797995,0.0356834070127085,2.72006044578768,0.999999999999433,
2011,0.05,0,0.0288275888360702,0.0630846127191979,0.0157711531797995,0.0356834070127085,2.72006044578768,0.999999999999433,
2011,0.06,0,0.0288275888360702,0.0630846127191979,0.0157711531797995,0.0356834070127085,2.72006044578768,0.999999999999433,
2011,0.07,0,0.070494255502737,0.129914189236626,0.0324785473091566,0.0804028030910439,2.3598820058997,0.999999999999433,
2011,0.08,0,0.070494255502737,0.129914189236626,0.0324785473091566,0.0804028030910439,2.3598820058997,0.999999999999433,
2011,0.09,0,0.070494255502737,0.129914189236626,0.0324785473091566,0.0804028030910439,2.3598820058997,0.999999999999433,
