FPP__governability,FPP__loosemorehanby,FPP__entropy,FPP__maxdelta,FPP__gallagher,FPP__truedisp,FPP__lijphart,FPP__raes,FPP__enp,PV__governability,PV__loosemorehanby,PV__entropy,PV__maxdelta,PV__gallagher,PV__truedisp,PV__lijphart,PV__raes,PV__enp,MMP_0__governability,MMP_0__loosemorehanby,MMP_0__entropy,MMP_0__maxdelta,MMP_0__gallagher,MMP_0__truedisp,MMP_0__lijphart,MMP_0__raes,MMP_0__enp,
0.194761904761905,0.137128571428571,-0.395778051618379,0.0666657142857143,0.0927016238327274,0.00391795918367347,0.0666657142857143,0.0391795918367347,5.10416666666667,0.333333333333333,0.373657142857143,-0.661804328273516,0.25436,0.244410242361953,0.0106759183673469,0.25436,0.106759183673469,3.25365205843293,0.2,0.0138771428571428,-0.0700479635581072,0.00952285714285714,0.00889159428784241,0.000396489795918367,0.00952285714285714,0.00396489795918367,6.14035087719298,
0.18547619047619,0.123894285714286,-0.415444117935645,0.0406714285714286,0.0736823897771055,0.00353983673469388,0.0406714285714286,0.0353983673469388,5.38461538461538,0.366666666666667,0.254957142857143,-0.348439681734811,0.254957142857143,0.200099854338084,0.00728448979591837,0.254957142857143,0.0728448979591837,3.87045813586098,0.2,0.0152514285714286,-0.0743600018009973,0.00789428571428571,0.00949718927270762,0.000435755102040816,0.00789428571428571,0.00435755102040816,6.14035087719298,
0.208333333333333,0.16128,-0.441600006549778,0.107645714285714,0.11134732906449,0.004608,0.107645714285714,0.04608,4.69348659003831,0.297222222222222,0.353634285714286,-0.689361095830917,0.208542857142857,0.217233775928334,0.0101038367346939,0.208542857142857,0.101038367346939,3.51506456241033,0.2,0.0177942857142857,-0.0943363751155701,0.00764571428571428,0.0100682941424442,0.000508408163265306,0.00764571428571428,0.00508408163265306,6.14035087719298,
0.188888888888889,0.159277142857143,-0.495776741162155,0.0653114285714286,0.0968340661510552,0.00455077551020408,0.0653114285714286,0.0455077551020408,5.01022494887525,0.333333333333333,0.365394285714286,-0.726987740539882,0.207728571428571,0.221608267270084,0.0104398367346939,0.207728571428571,0.104398367346939,3.50500715307582,0.2,0.0193628571428571,-0.0996508970161214,0.00721142857142859,0.0110794735747633,0.000553224489795919,0.00721142857142859,0.00553224489795918,6.14035087719298,
0.193333333333333,0.159325714285714,-0.454265249287092,0.0774714285714286,0.0957461210169682,0.00455216326530612,0.0774714285714286,0.0455216326530612,4.95951417004049,0.333333333333333,0.253328571428571,-0.44886807783793,0.218714285714286,0.1834143666507,0.00723795918367347,0.218714285714286,0.0723795918367347,3.87045813586098,0.194761904761905,0.0119142857142857,-0.0643115702626312,0.00604285714285716,0.00791622565187657,0.000340408163265306,0.00604285714285716,0.00340408163265307,6.125,
0.2,0.123782857142857,-0.401689751747173,0.0677142857142857,0.0804922270806825,0.00353665306122449,0.0677142857142857,0.0353665306122449,5.16877637130802,0.228888888888889,0.394477142857143,-0.640366419049316,0.198191428571429,0.237948842572585,0.0112707755102041,0.198191428571429,0.112707755102041,3.38865836791148,0.2,0.00875142857142857,-0.0441121863309834,0.00796571428571428,0.00666231007310558,0.000250040816326531,0.00796571428571428,0.00250040816326531,6.21827411167513,
0.230555555555556,0.178625714285714,-0.402014875684276,0.139154285714286,0.120806833095024,0.00510359183673469,0.139154285714286,0.0510359183673469,4.80392156862745,0.4,0.337428571428571,-0.488346873511423,0.297957142857143,0.244957899556438,0.00964081632653061,0.297957142857143,0.0964081632653061,3.29744279946164,0.2,0.0103742857142857,-0.0587767993639129,0.00359714285714285,0.00578219504961885,0.000296408163265306,0.00359714285714285,0.00296408163265306,6.21827411167513,
0.191428571428571,0.115002857142857,-0.379990467965695,0.0555942857142857,0.0695025795439659,0.00328579591836735,0.0555942857142857,0.0328579591836735,5.44444444444444,0.257857142857143,0.26578,-0.526227520328329,0.169431428571429,0.178463728642031,0.00759371428571429,0.169431428571429,0.0759371428571429,4.16666666666667,0.18547619047619,0.0146514285714286,-0.0719844262681476,0.00791428571428571,0.00889831398843257,0.000418612244897959,0.00791428571428571,0.00418612244897959,6.28205128205128,
0.2,0.0960714285714286,-0.313683192316166,0.05888,0.0621265860471791,0.00274489795918367,0.05888,0.0274489795918367,5.43237250554324,0.34,0.297125714285714,-0.449318467226386,0.270885714285714,0.222643575414763,0.00848930612244898,0.270885714285714,0.0848930612244898,3.60294117647059,0.2,0.0100114285714286,-0.0507123474299308,0.00827428571428571,0.00727298888676029,0.000286040816326531,0.00827428571428571,0.00286040816326531,6.21827411167513,
0.226111111111111,0.177042857142857,-0.44902407193959,0.125508571428571,0.120163242367733,0.00505836734693878,0.125508571428571,0.0505836734693878,4.72972972972973,0.333333333333333,0.363017142857143,-0.751212153208717,0.168702857142857,0.207827883851331,0.0103719183673469,0.168702857142857,0.103719183673469,3.67316341829085,0.2,0.0112942857142857,-0.0619577527489353,0.00564857142857142,0.00640955281957632,0.00032269387755102,0.00564857142857142,0.0032269387755102,6.21827411167513,
0.191111111111111,0.134385714285714,-0.383131983759593,0.0839285714285714,0.0827815160281471,0.00383959183673469,0.0839285714285714,0.0383959183673469,5.4083885209713,0.284444444444445,0.337917142857143,-0.601285804614378,0.258725714285714,0.229463090731741,0.00965477551020408,0.258725714285714,0.0965477551020408,3.53535353535354,0.2,0.0125628571428572,-0.0639955142024274,0.00954857142857143,0.0085119248884211,0.000358938775510204,0.00954857142857143,0.00358938775510204,6.14035087719298,
0.190555555555556,0.114702857142857,-0.335191694834519,0.0820857142857143,0.0770729339188352,0.00327722448979592,0.0820857142857143,0.0327722448979592,5.26881720430108,0.43,0.475474285714286,-0.660628204815938,0.310185714285714,0.298726330972558,0.0135849795918367,0.310185714285714,0.135849795918367,2.74971941638608,0.2,0.0137657142857143,-0.0712791826447975,0.00814571428571428,0.00836369706358549,0.00039330612244898,0.00814571428571428,0.00393306122448979,6.14035087719298,
