spatialvar1,pcavar1,spatialvar2,pcavar2,spatialvar3,pcavar3,spatialvar4,pcavar4,spatialvar5,pcavar5,spatialvar6,pcavar6,spatialvar7,pcavar7,spatialvar8,pcavar8,
0.638938214939316,0.250479191095931,0.361061785060684,0.537694337985646,0,0.152856419441958,0,0.0400658879131778,0,0.0093357897310729,0,0.00713125146074094,0,0.00243712237147334,0,1.11339810225081E-29,
0.647363786620868,0.598950269587543,0.352636213379132,0.23806667364648,0,0.103167403156619,0,0.0323326527735379,0,0.0117408280122502,0,0.00687430808335748,0,0.00886786474021284,0,5.06112607842625E-30,
0.642978004223557,0.552511992564012,0.357021995776443,0.315697499159239,0,0.0735549489442865,0,0.0275747255333495,0,0.0176644451248363,0,0.00723554020191747,0,0.00576084847236014,0,8.02683840426782E-30,
0.568741381248003,0.313964083138707,0.431258618751997,0.467721791948623,0,0.0941282006437768,0,0.0721707194062395,0,0.0341470061861532,0,0.0109344924699465,0,0.00693370620655357,0,1.55056780212849E-29,
0.979956876759383,0.815265187409068,0.0200431232406169,0.12301011125917,0,0.0276041438129814,0,0.0185120775679822,0,0.00659718308056251,0,0.00496535246868735,0,0.00404594440154894,0,1.43294125138143E-29,
0.978697981515634,0.847752102461234,0.0213020184843663,0.125182321637229,0,0.01477092961115,0,0.00351743406861986,0,0.0032197388806179,0,0.00220885927352711,0,0.00334861406762247,0,7.00928423650612E-28,
0.954231824483507,0.83234218847498,0.0457681755164935,0.100131592297309,0,0.0371960290431868,0,0.00956477326713174,0,0.00740096910131664,0,0.00868211493085888,0,0.00468233288521728,0,9.27016989718024E-30,
0.952615941577784,0.790534753883352,0.0473840584222163,0.128209909443412,0,0.0521939678381209,0,0.0105912808178859,0,0.00557801976404932,0,0.00550655690754726,0,0.00738551134563296,0,8.50541187955609E-30,
0.826364929748555,0.820935417603206,0.173635070251445,0.0945488113875259,0,0.0353075390271722,0,0.031225562884438,0,0.00666511112998773,0,0.007089671535842,0,0.00422788643182818,0,1.31564280540197E-29,
0.716240564150357,0.502390939134632,0.283759435849642,0.353896625910203,0,0.067593723389254,0,0.0379756045213579,0,0.0225667430287856,0,0.00910886760581711,0,0.00646749640995058,0,4.38172160107005E-30,
0.838783482775951,0.853151830159944,0.161216517224049,0.0726451260064659,0,0.0478894402518074,0,0.00898361431116979,0,0.0031068616419397,0,0.0055954137791182,0,0.00862771384955542,0,1.54163822567362E-29,
0.570303930759257,0.238645908477054,0.429696069240743,0.629201990310516,0,0.0621657938747598,0,0.0344003245636992,0,0.0241448491593263,0,0.00710070268426919,0,0.00434043093037601,0,1.46764981811522E-29,
0.874060068176317,0.853525736011653,0.125939931823683,0.064905636069558,0,0.0575900112728097,0,0.0163918905395417,0,0.00382033451076743,0,0.00340350638407932,0,0.000362885211590272,0,8.35846475140196E-30,
0.757987131381349,0.396670935380371,0.242012868618651,0.450907480950422,0,0.0966817815897861,0,0.0227112819527583,0,0.015901025868677,0,0.00932892246803593,0,0.00779857178994948,0,1.01129738441456E-29,
0.625088171431922,0.554125969214313,0.374911828568078,0.303993211297254,0,0.0911193959918315,0,0.0209917704680099,0,0.0149523820767468,0,0.0080402500911364,0,0.00677702086070829,0,9.62349767497874E-30,
0.763410320851903,0.767926120952368,0.236589679148097,0.093331169683472,0,0.0834028784293396,0,0.0248329665480074,0,0.00978352158912483,0,0.0116663658988484,0,0.00905697689883972,0,2.14538237645934E-29,
0.850989345754171,0.796000466263859,0.149010654245829,0.0921320257795256,0,0.06933272017884,0,0.0224132502770051,0,0.00754710578001057,0,0.00595058107706861,0,0.006623850643691,0,1.770381050378E-29,
