wpe,lijphart,loosemorehanby,raes,gallagher,enp,governability,entropy,
1,0.0156226666666667,0.0516225,0.012905625,0.0390868752940165,7.80911062906725,0.142857142857143,-1.94591014905531,
1,0.0892585,0.122881666666667,0.0307204166666667,0.0813102739442494,7.2,0.141700680272109,-2.02179207997711,
1,0.017749,0.0652333333333333,0.0163083333333333,0.0398418597007804,7.78378378378378,0.138775510204082,-2.00849119398416,
1,0.0404836666666667,0.0962405,0.024060125,0.0576249943810554,7.56302521008403,0.137040816326531,-2.02945429311808,
1,0.0638281666666667,0.0957788333333333,0.0239447083333333,0.064365584606389,7.46113989637306,0.137857142857143,-2.03083769015059,
1,0.0174445,0.0492318333333333,0.0123079583333333,0.03366327413105,7.85169029443839,0.142857142857143,-1.94591014905531,
1,0.0984011666666667,0.1300595,0.032514875,0.0874683253845833,7.0935960591133,0.144081632653061,-2.01181298328307,
1,0.0330861666666667,0.0894391666666667,0.0223597916666667,0.050667264069943,7.67590618336887,0.13734693877551,-2.0264662081569,
1,0.104932,0.147368166666667,0.0368420416666667,0.100018622294384,6.83760683760684,0.153956916099773,-1.9726937247495,
1,0.040691,0.130248,0.032562,0.0688023263424929,7.40740740740741,0.137040816326531,-2.02903651736413,
1,0.0907353333333333,0.132091166666667,0.0330227916666667,0.0834172521634464,7.18562874251497,0.141700680272109,-2.02192944898551,
1,0.0424405,0.121302333333333,0.0303255833333333,0.0753334847168464,7.30223123732251,0.138979591836735,-2.00163975054888,
1,0.0485333333333333,0.0822588333333333,0.0205647083333333,0.0498026315751041,7.67590618336887,0.137448979591837,-2.03243496210124,
1,0.0488486666666667,0.0907418333333333,0.0226854583333333,0.058151244384316,7.57894736842105,0.137448979591837,-2.02608604422931,
1,0.0578415,0.0900143333333333,0.0225035833333333,0.0565366889174631,7.60295670538543,0.137959183673469,-2.03228448507987,
1,0.0908298333333333,0.144391333333333,0.0360978333333333,0.0924727851445434,6.9835111542192,0.148042800453515,-1.99627672707289,
1,0.0419466666666667,0.108682,0.0271705,0.0612116996199347,7.54716981132075,0.137142857142857,-2.02819149760609,
1,0.0473371666666667,0.0803126666666666,0.0200781666666667,0.0477713328262882,7.70053475935829,0.137857142857143,-2.03035273144908,
1,0.0322498333333333,0.0744025,0.018600625,0.0415010384578908,7.78378378378378,0.13765306122449,-2.02990849496104,
1,0.0657393333333333,0.1126555,0.028163875,0.069105686837666,7.40740740740741,0.134706632653061,-2.01920139422052,
1,0.057084,0.0820981666666667,0.0205245416666667,0.0550866071107327,7.61904761904762,0.138877551020408,-2.0296266917387,
1,0.0268446666666667,0.079929,0.01998225,0.0466759082355246,7.70877944325482,0.137551020408163,-2.01774898026292,
1,0.0507715,0.0683108333333333,0.0170777083333333,0.0483732806714271,7.71704180064309,0.138775510204082,-2.02871279874796,
1,0.0474946666666667,0.122227833333333,0.0305569583333333,0.067788491707254,7.42268041237113,0.140680272108843,-2.0182510818227,
1,0.0239655,0.0428791666666667,0.0107197916666667,0.0283161686605217,7.89473684210526,0.137551020408163,-2.02426994788317,
1,0.0398355,0.0737968333333333,0.0184492083333333,0.045574393372875,7.72532188841202,0.136938775510204,-2.03171732695943,
1,0.0728613333333333,0.123048333333333,0.0307620833333333,0.073118077227105,7.3469387755102,0.14047619047619,-2.02031014660999,
1,0.0306198333333333,0.0795778333333333,0.0198944583333333,0.0446950475817325,7.72532188841202,0.137142857142857,-2.02470481696805,
1,0.040736,0.0906686666666667,0.0226671666666667,0.0526720434744825,7.65143464399575,0.136938775510204,-2.03160724632481,
1,0.0508161666666667,0.153435166666667,0.0383587916666667,0.0833374993270336,7.15705765407555,0.144671201814059,-1.99340985802595,
2,0.0462846666666667,0.078557,0.01963925,0.0472521026469252,7.68409818569904,0.13765306122449,-2.03273460056928,
2,0.0756213333333333,0.109358,0.0273395,0.0693209370216211,7.42268041237113,0.138979591836735,-2.03074037617837,
2,0.033672,0.097234,0.0243085,0.0624480449476025,7.5,0.138163265306122,-2.01094331137268,
2,0.06236,0.0895856666666666,0.0223964166666667,0.0562552337979913,7.57894736842105,0.139897959183673,-2.02916900369137,
2,0.0632726666666667,0.098537,0.02463425,0.0599336746208303,7.53926701570681,0.140408163265306,-2.0282899412502,
2,0.040458,0.070546,0.0176365,0.0457816147293018,7.71704180064309,0.137448979591837,-2.02608604422931,
2,0.0811276666666667,0.128908,0.032227,0.0774141878218141,7.25806451612903,0.141224489795918,-2.02166688500534,
2,0.0335123333333333,0.0639956666666666,0.0159989166666667,0.037869570102891,7.80911062906725,0.136836734693877,-2.03250303568493,
2,0.04808,0.0951903333333333,0.0237975833333333,0.0571279738316624,7.56302521008403,0.136326530612245,-2.03352245333959,
2,0.024168,0.058467,0.01461675,0.0308312158516152,7.87746170678337,0.136632653061224,-2.03441813392846,
2,0.0476243333333333,0.0797153333333333,0.0199288333333333,0.0525210440437397,7.63520678685048,0.13734693877551,-2.02653276389943,
2,0.038528,0.0790053333333333,0.0197513333333333,0.054246208248442,7.59493670886076,0.138673469387755,-2.0122650012129,
2,0.0168396666666667,0.0562073333333333,0.0140518333333333,0.0318080130033648,7.86026200873362,0.136632653061224,-2.0299722396499,
2,0.0230673333333333,0.0420283333333333,0.0105070833333333,0.0268481330987629,7.89473684210526,0.137551020408163,-2.02426994788317,
2,0.0339216666666667,0.0786203333333333,0.0196550833333333,0.0482122657629778,7.68409818569904,0.13765306122449,-2.01740247445006,
2,0.048606,0.0952386666666666,0.0238096666666667,0.0590403227859288,7.53926701570681,0.137142857142857,-2.02855257402711,
2,0.0649866666666667,0.104877,0.02621925,0.0657131880861403,7.44570837642192,0.137755102040816,-2.03155742601379,
2,0.0256736666666667,0.076361,0.01909025,0.0422768671550346,7.77537796976242,0.137142857142857,-2.02708896970242,
2,0.0415203333333333,0.066742,0.0166855,0.0511810896621008,7.65957446808511,0.139387755102041,-1.99630821639713,
2,0.032684,0.0657603333333333,0.0164400833333333,0.0412926254231108,7.77537796976242,0.137551020408163,-2.02015205381517,
2,0.0305996666666667,0.0571853333333333,0.0142963333333333,0.0374517607329749,7.80911062906725,0.138265306122449,-2.02714576890297,
2,0.0496766666666666,0.078755,0.01968875,0.0482886930956812,7.69230769230769,0.137857142857143,-2.03035273144908,
2,0.0263626666666667,0.0594823333333333,0.0148705833333333,0.0378733014947352,7.82608695652174,0.136836734693877,-2.02844305857559,
2,0.0239446666666667,0.0866193333333333,0.0216548333333333,0.0470841232157932,7.69230769230769,0.138265306122449,-2.02190131033945,
2,0.0270043333333333,0.0830726666666666,0.0207681666666667,0.0526383679173281,7.65143464399575,0.139897959183673,-1.98986476351964,
2,0.0482443333333333,0.114612,0.028653,0.0641113797768297,7.49219562955255,0.137040816326531,-2.03054392279957,
2,0.0395723333333333,0.0825456666666667,0.0206364166666667,0.0473778219106788,7.70877944325482,0.137040816326531,-2.03240547007739,
2,0.038183,0.0834006666666667,0.0208501666666667,0.053948416648581,7.6271186440678,0.138265306122449,-2.01055250845146,
2,0.0220323333333333,0.0483373333333333,0.0120843333333333,0.0295897013146278,7.88608981380066,0.137040816326531,-2.02963509366958,
2,0.0246033333333333,0.071522,0.0178805,0.0384792566788335,7.79220779220779,0.138775510204081,-2.02637531475134,
3,0.047384,0.0691575,0.017289375,0.0438042227565512,7.72532188841202,0.137959183673469,-2.03191642208314,
3,0.0403461666666667,0.08897,0.0222425,0.0511894554492861,7.61099365750529,0.137142857142857,-2.0271334969088,
3,0.0154016666666667,0.0589866666666667,0.0147466666666667,0.0322375467510755,7.83460282916213,0.137551020408163,-2.02475493756052,
3,0.0519233333333333,0.0876086666666667,0.0219021666666667,0.0555951821318878,7.56302521008403,0.137857142857143,-2.03083769015059,
3,0.0403581666666667,0.0599173333333333,0.0149793333333333,0.038207295246167,7.80911062906724,0.138775510204081,-2.03169773466495,
3,0.0313598333333333,0.0645731666666667,0.0161432916666667,0.0405592653265975,7.76699029126214,0.138265306122449,-2.01826187900288,
3,0.0651371666666667,0.0788123333333333,0.0197030833333333,0.0551744997958497,7.60295670538543,0.140408163265306,-2.0282899412502,
3,0.0621271666666667,0.0852826666666667,0.0213206666666667,0.0593054712439942,7.50782064650678,0.138775510204082,-2.02871279874796,
3,0.0407671666666667,0.0482555,0.012063875,0.0336947867072935,7.84313725490196,0.141122448979592,-2.02653079570393,
3,0.0480085,0.0791508333333333,0.0197877083333333,0.0492716480888237,7.67590618336887,0.137551020408163,-2.0324650946078,
3,0.021003,0.0410381666666667,0.0102595416666667,0.0242988150162604,7.91208791208791,0.137040816326531,-2.03318118883948,
3,0.0388866666666667,0.09382,0.023455,0.0547123394918063,7.59493670886076,0.137142857142857,-2.02625299506882,
3,0.0289213333333333,0.066308,0.016577,0.041370220235159,7.72532188841202,0.137857142857143,-2.02141392253395,
3,0.049076,0.117309,0.02932725,0.0666150220650134,7.41503604531411,0.137040816326531,-2.0299355647805,
3,0.043249,0.0797701666666667,0.0199425416666667,0.0478104082412443,7.63520678685048,0.137142857142857,-2.03268535644957,
3,0.071121,0.1426645,0.035666125,0.0796795429409442,7.17846460618146,0.143707482993197,-2.00725938539094,
3,0.0305343333333333,0.0617721666666667,0.0154430416666667,0.0359867395662779,7.80911062906725,0.136836734693877,-2.03250303568493,
3,0.0266448333333333,0.0633336666666667,0.0158334166666667,0.0371887866014594,7.80065005417118,0.137142857142857,-2.02723677695567,
3,0.0642221666666667,0.0966,0.02415,0.060176265978697,7.53138075313808,0.138571428571428,-2.03154122876534,
3,0.0473875,0.0759278333333333,0.0189819583333333,0.0487777132424908,7.64331210191083,0.137551020408163,-2.02429472803463,
3,0.0461975,0.0895271666666667,0.0223817916666667,0.0529553270224588,7.6271186440678,0.13765306122449,-2.02857729703754,
3,0.0389531666666667,0.0950875,0.023771875,0.0576109824886328,7.55508919202518,0.13765306122449,-2.01934218294083,
3,0.0293558333333333,0.046677,0.01166925,0.0285493074546282,7.87746170678337,0.138571428571428,-2.03265082234186,
3,0.0364916666666666,0.0938645,0.023466125,0.0626883536208636,7.46887966804979,0.139489795918367,-1.99585009423068,
3,0.047202,0.110055166666667,0.0275137916666667,0.0648094711275546,7.45341614906832,0.137551020408163,-2.02509883300415,
3,0.0449925,0.0648501666666667,0.0162125416666667,0.0420701320729908,7.7502691065662,0.139897959183673,-2.02923292283772,
3,0.0332383333333333,0.0569053333333333,0.0142263333333333,0.0366221773516024,7.82608695652174,0.13734693877551,-2.02783119606728,
3,0.0254175,0.0403176666666667,0.0100794166666667,0.0244850231621291,7.92079207920792,0.136734693877551,-2.03736224071579,
3,0.0454815,0.09592,0.02398,0.0574554761677829,7.54716981132075,0.137244897959184,-2.02697527740116,
3,0.0373216666666667,0.0705295,0.017632375,0.0478021476815867,7.67590618336887,0.137142857142857,-2.02659803567408,
