FPP__governability,FPP__loosemorehanby,FPP__entropy,FPP__maxdelta,FPP__gallagher,FPP__truedisp,FPP__lijphart,FPP__raes,FPP__enp,PV__governability,PV__loosemorehanby,PV__entropy,PV__maxdelta,PV__gallagher,PV__truedisp,PV__lijphart,PV__raes,PV__enp,MMP_0__governability,MMP_0__loosemorehanby,MMP_0__entropy,MMP_0__maxdelta,MMP_0__gallagher,MMP_0__truedisp,MMP_0__lijphart,MMP_0__raes,MMP_0__enp,MMP_10__governability,MMP_10__loosemorehanby,MMP_10__entropy,MMP_10__maxdelta,MMP_10__gallagher,MMP_10__truedisp,MMP_10__lijphart,MMP_10__raes,MMP_10__enp,MMP_20__governability,MMP_20__loosemorehanby,MMP_20__entropy,MMP_20__maxdelta,MMP_20__gallagher,MMP_20__truedisp,MMP_20__lijphart,MMP_20__raes,MMP_20__enp,MMP_30__governability,MMP_30__loosemorehanby,MMP_30__entropy,MMP_30__maxdelta,MMP_30__gallagher,MMP_30__truedisp,MMP_30__lijphart,MMP_30__raes,MMP_30__enp,MMP_40__governability,MMP_40__loosemorehanby,MMP_40__entropy,MMP_40__maxdelta,MMP_40__gallagher,MMP_40__truedisp,MMP_40__lijphart,MMP_40__raes,MMP_40__enp,MMP_50__governability,MMP_50__loosemorehanby,MMP_50__entropy,MMP_50__maxdelta,MMP_50__gallagher,MMP_50__truedisp,MMP_50__lijphart,MMP_50__raes,MMP_50__enp,MMP_60__governability,MMP_60__loosemorehanby,MMP_60__entropy,MMP_60__maxdelta,MMP_60__gallagher,MMP_60__truedisp,MMP_60__lijphart,MMP_60__raes,MMP_60__enp,
0.187142857142857,0.174451428571429,-0.542325424038,0.06402,0.10881416530686,0.00498432653061224,0.06402,0.0498432653061224,4.91967871485944,0.279444444444444,0.3002,-0.56577702367402,0.19176,0.201795390716155,0.00857714285714286,0.19176,0.0857714285714286,3.7984496124031,0.2,0.0188714285714286,-0.0991628945873615,0.00656000000000001,0.0106018923994247,0.000539183673469388,0.00656000000000001,0.00539183673469388,6.14035087719298,0.2,0.0188714285714286,-0.0991628945873615,0.00656000000000001,0.0106018923994247,0.000539183673469388,0.00656000000000001,0.00539183673469388,6.14035087719298,0.2,0.0188714285714286,-0.0991628945873615,0.00656000000000001,0.0106018923994247,0.000539183673469388,0.00656000000000001,0.00539183673469388,6.14035087719298,0.2,0.0325514285714286,-0.163328334799866,0.00836571428571428,0.0221265405320933,0.000930040816326531,0.00836571428571428,0.00930040816326531,5.80568720379147,0.2,0.0325514285714286,-0.163328334799866,0.00836571428571428,0.0221265405320933,0.000930040816326531,0.00836571428571428,0.00930040816326531,5.80568720379147,0.2,0.0325514285714286,-0.163328334799866,0.00836571428571428,0.0221265405320933,0.000930040816326531,0.00836571428571428,0.00930040816326531,5.80568720379147,0.2,0.0325514285714286,-0.163328334799866,0.00836571428571428,0.0221265405320933,0.000930040816326531,0.00836571428571428,0.00930040816326531,5.80568720379147,
0.2,0.14096,-0.399574969982325,0.0930971428571428,0.0955455468691797,0.00402742857142857,0.0930971428571428,0.0402742857142857,4.91967871485944,0.275873015873016,0.285862857142857,-0.60147779032103,0.193097142857143,0.185140797210763,0.00816751020408163,0.193097142857143,0.0816751020408163,4.01639344262295,0.2,0.0134142857142857,-0.0721580567739903,0.00738285714285714,0.00826181874526376,0.000383265306122448,0.00738285714285714,0.00383265306122448,6.14035087719298,0.2,0.0134142857142857,-0.0721580567739903,0.00738285714285714,0.00826181874526376,0.000383265306122448,0.00738285714285714,0.00383265306122448,6.14035087719298,0.2,0.0134142857142857,-0.0721580567739903,0.00738285714285714,0.00826181874526376,0.000383265306122448,0.00738285714285714,0.00383265306122448,6.14035087719298,0.2,0.0294228571428572,-0.144074490796838,0.0101514285714286,0.0216543462197334,0.00084065306122449,0.0101514285714286,0.0084065306122449,5.80568720379147,0.2,0.0294228571428572,-0.144074490796838,0.0101514285714286,0.0216543462197334,0.00084065306122449,0.0101514285714286,0.0084065306122449,5.80568720379147,0.2,0.0294228571428572,-0.144074490796838,0.0101514285714286,0.0216543462197334,0.00084065306122449,0.0101514285714286,0.0084065306122449,5.80568720379147,0.2,0.0294228571428572,-0.144074490796838,0.0101514285714286,0.0216543462197334,0.00084065306122449,0.0101514285714286,0.0084065306122449,5.80568720379147,
0.193333333333333,0.163862857142857,-0.463290607061887,0.0706828571428571,0.0972686418835873,0.00468179591836735,0.0706828571428571,0.0468179591836735,5.06198347107438,0.333333333333333,0.378148571428571,-0.723719645669997,0.197125714285714,0.22774387000868,0.0108042448979592,0.197125714285714,0.108042448979592,3.49500713266762,0.2,0.0115657142857143,-0.0595733328612954,0.00614857142857142,0.0071403509889149,0.000330448979591837,0.00614857142857142,0.00330448979591837,6.21827411167513,0.2,0.0115657142857143,-0.0595733328612954,0.00614857142857142,0.0071403509889149,0.000330448979591837,0.00614857142857142,0.00330448979591837,6.21827411167513,0.2,0.0115657142857143,-0.0595733328612954,0.00614857142857142,0.0071403509889149,0.000330448979591837,0.00614857142857142,0.00330448979591837,6.21827411167513,0.2,0.0115657142857143,-0.0595733328612954,0.00614857142857142,0.0071403509889149,0.000330448979591837,0.00614857142857142,0.00330448979591837,6.21827411167513,0.2,0.0333171428571429,-0.157889993680945,0.0114114285714286,0.0255822985675643,0.000951918367346939,0.0114114285714286,0.00951918367346939,5.87529976019185,0.2,0.0333171428571429,-0.157889993680945,0.0114114285714286,0.0255822985675643,0.000951918367346939,0.0114114285714286,0.00951918367346939,5.87529976019185,0.2,0.0333171428571429,-0.157889993680945,0.0114114285714286,0.0255822985675643,0.000951918367346939,0.0114114285714286,0.00951918367346939,5.87529976019185,
0.233333333333333,0.194217142857143,-0.449892301068183,0.117771428571429,0.130560316938891,0.0055490612244898,0.117771428571429,0.055490612244898,4.47897623400366,0.297222222222222,0.379725714285714,-0.613837964571124,0.246342857142857,0.243476932721248,0.010849306122449,0.246342857142857,0.10849306122449,3.19426336375489,0.194761904761905,0.0114457142857143,-0.0663265819101833,0.00481142857142858,0.00797933760229686,0.000327020408163265,0.00481142857142858,0.00327020408163265,6.125,0.194761904761905,0.0114457142857143,-0.0663265819101833,0.00481142857142858,0.00797933760229686,0.000327020408163265,0.00481142857142858,0.00327020408163265,6.125,0.194761904761905,0.0114457142857143,-0.0663265819101833,0.00481142857142858,0.00797933760229686,0.000327020408163265,0.00481142857142858,0.00327020408163265,6.125,0.2,0.0293485714285714,-0.143036177802418,0.0144914285714286,0.0224344039731982,0.000838530612244898,0.0144914285714286,0.00838530612244898,5.80568720379147,0.2,0.0293485714285714,-0.143036177802418,0.0144914285714286,0.0224344039731982,0.000838530612244898,0.0144914285714286,0.00838530612244898,5.80568720379147,0.2,0.0293485714285714,-0.143036177802418,0.0144914285714286,0.0224344039731982,0.000838530612244898,0.0144914285714286,0.00838530612244898,5.80568720379147,0.2,0.0293485714285714,-0.143036177802418,0.0144914285714286,0.0224344039731982,0.000838530612244898,0.0144914285714286,0.00838530612244898,5.80568720379147,
0.233333333333333,0.189171428571429,-0.444703240172588,0.10612,0.122578040547603,0.00540489795918367,0.10612,0.0540489795918367,4.73887814313346,0.345079365079365,0.316197142857143,-0.506909410371454,0.263262857142857,0.228347364516503,0.00903420408163265,0.263262857142857,0.0903420408163265,3.5,0.2,0.0101857142857143,-0.0575798905965089,0.00612000000000001,0.00632039975485922,0.000291020408163265,0.00612000000000001,0.00291020408163265,6.14035087719298,0.2,0.0101857142857143,-0.0575798905965089,0.00612000000000001,0.00632039975485922,0.000291020408163265,0.00612000000000001,0.00291020408163265,6.14035087719298,0.2,0.0101857142857143,-0.0575798905965089,0.00612000000000001,0.00632039975485922,0.000291020408163265,0.00612000000000001,0.00291020408163265,6.14035087719298,0.2,0.02982,-0.144138236634425,0.0109714285714286,0.0224569543794345,0.000852,0.0109714285714286,0.00852000000000001,5.80568720379147,0.2,0.02982,-0.144138236634425,0.0109714285714286,0.0224569543794345,0.000852,0.0109714285714286,0.00852000000000001,5.80568720379147,0.2,0.02982,-0.144138236634425,0.0109714285714286,0.0224569543794345,0.000852,0.0109714285714286,0.00852000000000001,5.80568720379147,0.2,0.02982,-0.144138236634425,0.0109714285714286,0.0224569543794345,0.000852,0.0109714285714286,0.00852000000000001,5.80568720379147,
0.195,0.179434285714286,-0.523195435406188,0.0808857142857143,0.108014291798137,0.00512669387755102,0.0808857142857143,0.0512669387755102,4.78515625,0.333333333333333,0.354431428571429,-0.626245265424703,0.2666,0.236681533832158,0.010126612244898,0.2666,0.10126612244898,3.31978319783198,0.2,0.0129428571428572,-0.0713961137381,0.00666285714285714,0.00764422471075854,0.000369795918367347,0.00666285714285714,0.00369795918367347,6.14035087719298,0.2,0.0129428571428572,-0.0713961137381,0.00666285714285714,0.00764422471075854,0.000369795918367347,0.00666285714285714,0.00369795918367347,6.14035087719298,0.2,0.0129428571428572,-0.0713961137381,0.00666285714285714,0.00764422471075854,0.000369795918367347,0.00666285714285714,0.00369795918367347,6.14035087719298,0.2,0.0295314285714286,-0.14506839467998,0.00974,0.0214995369670121,0.000843755102040816,0.00974,0.00843755102040816,5.80568720379147,0.2,0.0295314285714286,-0.14506839467998,0.00974,0.0214995369670121,0.000843755102040816,0.00974,0.00843755102040816,5.80568720379147,0.2,0.0295314285714286,-0.14506839467998,0.00974,0.0214995369670121,0.000843755102040816,0.00974,0.00843755102040816,5.80568720379147,0.2,0.0295314285714286,-0.14506839467998,0.00974,0.0214995369670121,0.000843755102040816,0.00974,0.00843755102040816,5.80568720379147,
0.179761904761905,0.1055,-0.351172925669113,0.0448114285714286,0.0600425705441649,0.00301428571428571,0.0448114285714286,0.0301428571428571,5.81947743467933,0.307777777777778,0.38926,-0.614264498443584,0.260614285714286,0.246440140664244,0.0111217142857143,0.260614285714286,0.111217142857143,3.36076817558299,0.172857142857143,0.00771428571428571,-0.04722668575832,0.00347142857142857,0.00531536778538207,0.000220408163265306,0.00347142857142857,0.00220408163265306,6.36363636363636,0.172857142857143,0.00771428571428571,-0.04722668575832,0.00347142857142857,0.00531536778538207,0.000220408163265306,0.00347142857142857,0.00220408163265306,6.36363636363636,0.172857142857143,0.00771428571428571,-0.04722668575832,0.00347142857142857,0.00531536778538207,0.000220408163265306,0.00347142857142857,0.00220408163265306,6.36363636363636,0.172857142857143,0.00771428571428571,-0.04722668575832,0.00347142857142857,0.00531536778538207,0.000220408163265306,0.00347142857142857,0.00220408163265306,6.36363636363636,0.172857142857143,0.00771428571428571,-0.04722668575832,0.00347142857142857,0.00531536778538207,0.000220408163265306,0.00347142857142857,0.00220408163265306,6.36363636363636,0.2,0.0411057142857143,-0.191146638142712,0.01436,0.0326885124926111,0.00117444897959184,0.01436,0.0117444897959184,5.87529976019185,0.2,0.0411057142857143,-0.191146638142712,0.01436,0.0326885124926111,0.00117444897959184,0.01436,0.0117444897959184,5.87529976019185,
0.186984126984127,0.14914,-0.433756576001695,0.07982,0.0981879582791108,0.00426114285714286,0.07982,0.0426114285714286,5.22388059701492,0.345079365079365,0.293688571428571,-0.448873225528809,0.267177142857143,0.2234259628273,0.00839110204081633,0.267177142857143,0.0839110204081633,3.61356932153392,0.2,0.0108428571428571,-0.0548513416048884,0.00839142857142858,0.00738846646704808,0.000309795918367347,0.00839142857142858,0.00309795918367347,6.14035087719298,0.2,0.0108428571428571,-0.0548513416048884,0.00839142857142858,0.00738846646704808,0.000309795918367347,0.00839142857142858,0.00309795918367347,6.14035087719298,0.2,0.0108428571428571,-0.0548513416048884,0.00839142857142858,0.00738846646704808,0.000309795918367347,0.00839142857142858,0.00309795918367347,6.14035087719298,0.2,0.0108428571428571,-0.0548513416048884,0.00839142857142858,0.00738846646704808,0.000309795918367347,0.00839142857142858,0.00309795918367347,6.14035087719298,0.2,0.0331028571428571,-0.154871250371698,0.0122257142857143,0.0255586090771619,0.000945795918367347,0.0122257142857143,0.00945795918367347,5.80568720379147,0.2,0.0331028571428571,-0.154871250371698,0.0122257142857143,0.0255586090771619,0.000945795918367347,0.0122257142857143,0.00945795918367347,5.80568720379147,0.2,0.0331028571428571,-0.154871250371698,0.0122257142857143,0.0255586090771619,0.000945795918367347,0.0122257142857143,0.00945795918367347,5.80568720379147,
0.190555555555556,0.130582857142857,-0.379489619068278,0.0798485714285714,0.0801269490705027,0.0037309387755102,0.0798485714285714,0.037309387755102,5.23504273504273,0.303333333333333,0.317268571428571,-0.59083320009806,0.239485714285714,0.214747695832356,0.00906481632653061,0.239485714285714,0.0906481632653061,3.65126676602086,0.2,0.0130428571428571,-0.0650794764077025,0.00842000000000001,0.00809392616820333,0.00037265306122449,0.00842000000000001,0.0037265306122449,6.14035087719298,0.2,0.0130428571428571,-0.0650794764077025,0.00842000000000001,0.00809392616820333,0.00037265306122449,0.00842000000000001,0.0037265306122449,6.14035087719298,0.2,0.0130428571428571,-0.0650794764077025,0.00842000000000001,0.00809392616820333,0.00037265306122449,0.00842000000000001,0.0037265306122449,6.14035087719298,0.2,0.0352057142857143,-0.164864879878653,0.0112485714285714,0.0247765814380253,0.00100587755102041,0.0112485714285714,0.0100587755102041,5.80568720379147,0.2,0.0352057142857143,-0.164864879878653,0.0112485714285714,0.0247765814380253,0.00100587755102041,0.0112485714285714,0.0100587755102041,5.80568720379147,0.2,0.0352057142857143,-0.164864879878653,0.0112485714285714,0.0247765814380253,0.00100587755102041,0.0112485714285714,0.0100587755102041,5.80568720379147,0.2,0.0352057142857143,-0.164864879878653,0.0112485714285714,0.0247765814380253,0.00100587755102041,0.0112485714285714,0.0100587755102041,5.80568720379147,
0.303333333333333,0.237631428571429,-0.599691552862244,0.0951028571428571,0.134251308601535,0.0067894693877551,0.0951028571428571,0.067894693877551,4.52029520295203,0.4,0.356931428571429,-0.51023947888368,0.308065714285714,0.256421340097003,0.0101980408163265,0.308065714285714,0.101980408163265,3.10126582278481,0.2,0.0174542857142857,-0.0937412901093961,0.00600857142857145,0.00970512088686027,0.00049869387755102,0.00600857142857145,0.0049869387755102,6.14035087719298,0.2,0.0174542857142857,-0.0937412901093961,0.00600857142857145,0.00970512088686027,0.00049869387755102,0.00600857142857145,0.0049869387755102,6.14035087719298,0.2,0.0174542857142857,-0.0937412901093961,0.00600857142857145,0.00970512088686027,0.00049869387755102,0.00600857142857145,0.0049869387755102,6.14035087719298,0.2,0.0309885714285714,-0.156169813416377,0.00806571428571429,0.0213585901086324,0.000885387755102041,0.00806571428571429,0.00885387755102041,5.80568720379147,0.2,0.0309885714285714,-0.156169813416377,0.00806571428571429,0.0213585901086324,0.000885387755102041,0.00806571428571429,0.00885387755102041,5.80568720379147,0.2,0.0309885714285714,-0.156169813416377,0.00806571428571429,0.0213585901086324,0.000885387755102041,0.00806571428571429,0.00885387755102041,5.80568720379147,0.2,0.0309885714285714,-0.156169813416377,0.00806571428571429,0.0213585901086324,0.000885387755102041,0.00806571428571429,0.00885387755102041,5.80568720379147,
