FPP__governability,FPP__loosemorehanby,FPP__entropy,FPP__maxdelta,FPP__gallagher,FPP__truedisp,FPP__lijphart,FPP__raes,FPP__enp,PV__governability,PV__loosemorehanby,PV__entropy,PV__maxdelta,PV__gallagher,PV__truedisp,PV__lijphart,PV__raes,PV__enp,MMP_0__governability,MMP_0__loosemorehanby,MMP_0__entropy,MMP_0__maxdelta,MMP_0__gallagher,MMP_0__truedisp,MMP_0__lijphart,MMP_0__raes,MMP_0__enp,
0.233333333333333,0.216914285714286,-0.479819664568453,0.123285714285714,0.13694173383343,0.00619755102040816,0.123285714285714,0.0619755102040816,4.4464609800363,0.277777777777778,0.320594285714286,-0.583687547899019,0.183022857142857,0.202505070977071,0.00915983673469388,0.183022857142857,0.0915983673469388,3.71212121212121,0.2,0.0112228571428571,-0.0593560272831025,0.00791428571428571,0.00743527829104641,0.00032065306122449,0.00791428571428571,0.0032065306122449,6.14035087719298,
0.228333333333333,0.152197142857143,-0.349686243096283,0.135877142857143,0.116207129185216,0.00434848979591837,0.135877142857143,0.0434848979591837,4.73887814313346,0.335,0.358928571428571,-0.557682544069193,0.279337142857143,0.247086729662906,0.0102551020408163,0.279337142857143,0.102551020408163,3.24503311258278,0.2,0.0190314285714286,-0.0959809754125754,0.0073057142857143,0.0109663183783579,0.000543755102040817,0.0073057142857143,0.00543755102040817,6.14035087719298,
0.233333333333333,0.204865714285714,-0.54190256798895,0.0817714285714286,0.125784690609934,0.00585330612244898,0.0817714285714286,0.0585330612244898,4.59662288930582,0.333333333333333,0.339817142857143,-0.583501892592576,0.225931428571429,0.218441026983,0.0097090612244898,0.225931428571429,0.097090612244898,3.56622998544396,0.2,0.01048,-0.0516436838151333,0.00920857142857143,0.00759649650718497,0.000299428571428571,0.00920857142857143,0.00299428571428571,6.14035087719298,
0.235,0.194254285714286,-0.434122871525509,0.139182857142857,0.126018550367534,0.00555012244897959,0.139182857142857,0.0555012244897959,4.87077534791252,0.333333333333333,0.308811428571429,-0.543239757100774,0.225168571428571,0.203186306223463,0.00882318367346939,0.225168571428571,0.0882318367346939,3.71775417298938,0.2,0.01436,-0.0691786295975578,0.0106114285714286,0.00939721713040187,0.000410285714285714,0.0106114285714286,0.00410285714285714,6.14035087719298,
0.21,0.19112,-0.545843977767677,0.0801228571428571,0.115213919227121,0.00546057142857143,0.0801228571428571,0.0546057142857143,4.69348659003832,0.333333333333333,0.324788571428571,-0.651788849649698,0.166734285714286,0.202632980372628,0.00927967346938775,0.166734285714286,0.0927967346938775,3.70650529500757,0.2,0.0162342857142857,-0.0845542333549394,0.00650285714285714,0.00921413288909809,0.000463836734693877,0.00650285714285714,0.00463836734693877,6.14035087719298,
0.303333333333333,0.231208571428571,-0.615759450313841,0.119597142857143,0.150836683948202,0.00660595918367347,0.119597142857143,0.0660595918367347,4.34397163120567,0.277777777777778,0.351528571428571,-0.672395249080498,0.223071428571429,0.220447113191091,0.0100436734693878,0.223071428571429,0.100436734693878,3.47517730496454,0.2,0.01696,-0.0921749283979168,0.00531142857142858,0.00927312993414361,0.000484571428571429,0.00531142857142858,0.00484571428571429,6.14035087719298,
0.21,0.160868571428571,-0.436843495883514,0.0814,0.103729611697225,0.00459624489795918,0.0814,0.0459624489795918,4.8804780876494,0.358333333333333,0.335874285714286,-0.554298279642374,0.252828571428571,0.221067622159707,0.00959640816326531,0.252828571428571,0.0959640816326531,3.51506456241033,0.2,0.0124457142857143,-0.061384048903043,0.00997142857142858,0.00866824464964635,0.000355591836734694,0.00997142857142858,0.00355591836734694,6.14035087719298,
0.190555555555556,0.0889628571428571,-0.298029914310046,0.0515457142857143,0.0553412131918972,0.00254179591836735,0.0515457142857143,0.0254179591836735,5.55555555555555,0.277222222222222,0.364662857142857,-0.610285917598776,0.225554285714286,0.223208507079486,0.0104189387755102,0.225554285714286,0.104189387755102,3.51506456241033,0.2,0.0150628571428571,-0.0734588541720708,0.00868857142857143,0.00912928009768793,0.000430367346938776,0.00868857142857143,0.00430367346938776,6.14035087719298,
0.2,0.137777142857143,-0.45231784616902,0.0538342857142857,0.0786491274521186,0.00393648979591837,0.0538342857142857,0.0393648979591837,5.23504273504274,0.333333333333333,0.268757142857143,-0.46986841502188,0.226611428571429,0.192448380420648,0.00767877551020408,0.226611428571429,0.0767877551020408,3.88888888888889,0.2,0.01128,-0.0568316540910705,0.00854857142857142,0.00741286416319905,0.000322285714285714,0.00854857142857142,0.00322285714285714,6.21827411167513,
0.233333333333333,0.186857142857143,-0.440690837016559,0.107945714285714,0.115955005876224,0.00533877551020408,0.107945714285714,0.0533877551020408,4.75728155339806,0.305,0.315428571428571,-0.5413849324561,0.236517142857143,0.209334641087384,0.00901224489795918,0.236517142857143,0.0901224489795918,3.63501483679525,0.2,0.0145428571428571,-0.0788274102689824,0.00748285714285715,0.0086385538283267,0.000415510204081632,0.00748285714285715,0.00415510204081632,6.14035087719298,
