wpe,lijphart,loosemorehanby,raes,gallagher,enp,governability,entropy,
1,0.261781666666667,0.26726,0.07636,0.210718795831475,2.6248632883704,1,-2.22044604925031E-16,
1,0.159825,0.208221666666667,0.0594919047619048,0.140923764152033,2.97766749379653,0.333333333333333,-1.242453324894,
1,0.12332,0.126335,0.0360957142857143,0.0989594958668557,2.65095729013255,0.5,-0.867563228481461,
1,0.200426666666667,0.297615,0.0850328571428571,0.190345638612732,3.426939552594,0.333333333333333,-1.242453324894,
1,0.134233333333333,0.215206666666667,0.061487619047619,0.133738743638483,3.60721442885772,0.277777777777778,-1.40672369477982,
1,0.35529,0.385316666666667,0.110090476190476,0.291357308162065,2.14413341274568,1,-2.22044604925031E-16,
1,0.173776666666667,0.25838,0.0738228571428571,0.172103751492458,3.68286445012788,0.333333333333333,-1.242453324894,
1,0.236576666666667,0.395821666666667,0.113091904761905,0.244161923827656,2.43572395128552,0.5,-0.867563228481461,
1,0.119076666666667,0.19525,0.0557857142857143,0.123487425461956,4.09556313993174,0.277777777777778,-1.40672369477982,
1,0.0933716666666667,0.218271666666667,0.0623633333333333,0.125163018477681,3.52250489236791,0.333333333333333,-1.09861228866811,
1,0.23775,0.373576666666667,0.10673619047619,0.234559686605682,3.05473058973271,0.358333333333333,-1.2845581723102,
1,0.201973333333333,0.379415,0.108404285714286,0.221336788671573,3.09677419354839,0.333333333333333,-1.09861228866811,
1,0.179481666666667,0.332093333333333,0.0948838095238095,0.194865321490111,3.73250388802488,0.277777777777778,-1.40672369477982,
1,0.243278333333333,0.299565,0.08559,0.2070255512679,2.52897787144362,1,-2.22044604925031E-16,
1,0.118696666666667,0.180558333333333,0.0515880952380952,0.116758228665525,3.7914691943128,0.333333333333333,-1.242453324894,
1,0.310975,0.345691666666667,0.0987690476190476,0.25977280398242,2.4606971975393,1,-2.22044604925031E-16,
1,0.127641666666667,0.27591,0.0788314285714286,0.16460559886522,3.12907431551499,0.333333333333333,-1.09861228866811,
1,0.191643333333333,0.360973333333333,0.103135238095238,0.214553940569473,3.27124034529759,0.333333333333333,-1.242453324894,
1,0.200785,0.360775,0.103078571428571,0.220856306163583,2.4390243902439,0.319444444444444,-1.35797785498732,
1,0.105311666666667,0.265005,0.0757157142857143,0.149608041134901,3.55204736063148,0.333333333333333,-1.09861228866811,
1,0.22518,0.332878333333333,0.0951080952380953,0.21584750868508,2.5540971975878,1,-2.22044604925031E-16,
1,0.15488,0.28078,0.0802228571428572,0.176404980387617,4.09323479249574,0.28,-1.46315431020412,
1,0.26763,0.33003,0.0942942857142857,0.22762741946362,2.61343012704174,1,-2.22044604925031E-16,
1,0.18687,0.331796666666667,0.0947990476190476,0.205120084273145,3.07560871422469,0.333333333333333,-1.09861228866811,
1,0.0974366666666666,0.236703333333333,0.0676295238095238,0.13552448786515,3.91091797935904,0.297222222222222,-1.36712755586317,
1,0.338291666666667,0.338291666666667,0.0966547619047619,0.263859921380855,1.87158825058487,1,-2.22044604925031E-16,
1,0.193091666666667,0.32675,0.0933571428571428,0.196420060160192,3.65853658536585,0.28,-1.46315431020412,
1,0.209465,0.248386666666667,0.070967619047619,0.190718324514336,2.80046674445741,0.583333333333333,-0.836988216785836,
