spatialvar1,pcavar1,spatialvar2,pcavar2,spatialvar3,pcavar3,spatialvar4,pcavar4,spatialvar5,pcavar5,spatialvar6,pcavar6,spatialvar7,pcavar7,spatialvar8,pcavar8,
0.369453546763143,0.42689565909042,0.343335535260183,0.408160202841841,0.169491521844103,0.0761228134483561,0.0784632470406828,0.0303241776959003,0.0177788043779368,0.0190880581565721,0.0169613792714715,0.0104217934043949,0.00293409341006309,0.0289872953625153,0.0010757898698627,1.00808835329586E-29,
0.541781878033068,0.632814584003671,0.291923696903892,0.108855570409335,0.109994298364033,0.144172045591996,0.0353025078406803,0.0699397587229971,0.010950527359061,0.0208470356775301,0.00595388470836116,0.0112016316993148,0.00175000081126429,0.0121693738951561,0.00140449011943793,3.73989438883591E-30,
0.367406049809556,0.37722512443365,0.208003506161274,0.291103627075719,0.179493512103842,0.201584705891473,0.137817220128563,0.0591301273621218,0.0823755271071203,0.0361839337489855,0.00919887934155291,0.0168088601885871,0.00810560565606892,0.0179636212994642,0.00283008079327649,3.5169651157759E-29,
0.564129500057285,0.588541730383963,0.232567875288691,0.234430764257442,0.183816491759495,0.0940708026156008,0.00844748128800723,0.0430244992084012,0.00688842243034367,0.0211460374218348,0.00176561650486813,0.0138505512124153,0.00143557866634937,0.00493561490034212,0.000458321704894245,4.58452451869906E-30,
0.888133876550216,0.837886492701692,0.0844722423580004,0.0818484436750821,0.0111212227742825,0.0328026520018262,0.00847263774297789,0.0283852208053372,0.00308574738083175,0.00805749729166026,0.000842096608925684,0.00600641033408774,0.000398626832745216,0.00501328319031437,0.000120414974923017,1.55158447046021E-29,
0.537923245475592,0.531567548102202,0.257208330975815,0.265618718254233,0.154737347492124,0.0995849431125476,0.0416024568138424,0.0425721131792619,0.00820446861139905,0.0186430017499808,0.000184149058626179,0.0262886766281386,4.40798923827867E-05,0.0157249989736366,2.14454756336613E-05,1.81182874397872E-28,
0.661768063745353,0.650966119222692,0.24845745349207,0.211614834515461,0.0503990415660972,0.0751523443908949,0.0200872273790704,0.0301703005653393,0.0138469280014561,0.0232865459529104,0.00302928463502232,0.00508592872741698,0.000913496677163881,0.00372392662528536,0.000223938319421104,7.06675012057934E-30,
0.485691899194239,0.501632527791034,0.384491908558653,0.383295682188249,0.0429596740935028,0.0520220697472262,0.0323134091023987,0.0411705124817495,0.0257635064818329,0.012444914589721,0.0197781872429444,0.00766317310749062,0.00335231205298125,0.00177112009452909,0.00204448381192695,2.43895464584655E-30,
0.647514429825706,0.772245693424613,0.15009819117845,0.124407997727887,0.075559265230886,0.0566992589254113,0.0390208082974138,0.0182812189624712,0.0216308131792255,0.0163498225977526,0.0175578992026241,0.00623035823518357,0.00730338276719627,0.0057856501266811,0.00509265301261084,2.53976998217727E-28,
0.64190658258363,0.594073044941076,0.309778695100632,0.289849899005443,0.0402768671593876,0.0612092625258044,0.00631137066413335,0.0261363234643246,0.00145022942912758,0.0127816073914268,0.000138793003800024,0.00444210154178969,3.49167492550874E-05,0.0115077611301355,1.86606786553811E-06,9.43600511711513E-30,
0.703567116966955,0.663806689853485,0.208314979545919,0.115866569728368,0.0283388252322601,0.159706386146144,0.0239053762387974,0.0254294598599483,0.0176766471967846,0.0165641490800866,0.00882966990235957,0.012274545452662,0.00512198722211766,0.00635219987930645,0.00334312142379693,1.06919160126506E-29,
0.401986537689537,0.210911088324673,0.31126547712426,0.54146722837208,0.165902506606934,0.138895770750321,0.106468939929675,0.032603223256468,0.00699067706534405,0.0393834676099973,0.00359017049833146,0.0178598983732205,0.00343391184915562,0.0188793233132415,5.17588232146511E-05,2.25566401268057E-29,
0.602945802082748,0.333001302980198,0.326767929594299,0.502507074678836,0.0418585177748754,0.0627399608948544,0.021282119075633,0.0538839166416904,0.00173473540839141,0.0278190005971762,0.00160638171473459,0.0102532455085574,0.000265725656086295,0.00979549869868782,0.000209903445594623,8.37603069090807E-30,
0.746965522760044,0.752633167205714,0.126975242818275,0.108390141883002,0.0923875132175778,0.0809556817555104,0.0200467755356714,0.0241263118828566,0.00969609205848392,0.0207310496193625,0.00276945705690301,0.00834294823370582,0.000533494931427228,0.00482069941984885,0.000164952316979972,6.44449484776569E-30,
0.387658914731657,0.473039660923227,0.34355527722235,0.220358452250873,0.202622545977398,0.169389618165707,0.057239207135042,0.0701553728862022,0.00637230241156056,0.0271871395918856,0.000746545752927495,0.0285604425241397,0.000468714070320464,0.0113093136579651,0.0003243695417758,9.62346663825595E-30,
0.710103746368598,0.806013348047329,0.122641037776501,0.112865156960008,0.101405926985053,0.0350328767734107,0.0264383273426422,0.0201444319903912,0.0186559356503078,0.0144088932180435,0.00847600717973426,0.00523978361837219,0.00693585407331971,0.00629550939244474,0.00236552991479859,8.70366767616171E-30,
0.977572430380421,0.845311209717757,0.00685776993205094,0.0996532197909867,0.006634022604565,0.0310516608404035,0.00292926114848044,0.00808287377802643,0.00247396294334628,0.00799396843062346,0.00117800023805516,0.0052474553638916,0.000676338890804661,0.00265961207831143,6.3845725060209E-05,2.30288079513421E-29,
0.465761832126889,0.684538803349988,0.15687140643451,0.115984624302371,0.0918715284260033,0.102768587100841,0.0916034609481456,0.0440905590102677,0.0910665322380606,0.0282974778866,0.0547985177357667,0.0128011008739002,0.0335127145337283,0.0115188474760313,0.0128497230751642,1.36074538236217E-29,
0.558164181913326,0.6638064643843,0.250992505294856,0.2165610132667,0.10509013817819,0.0508322777014766,0.0655983405787625,0.0378074196585641,0.0196907463904721,0.0135487818306129,0.000138002551312108,0.0103119825675313,0.000115291310166967,0.00713206059081468,5.26472332167692E-05,2.23182125943689E-28,
0.53964803579247,0.473036367865296,0.233918113910565,0.236502393451408,0.19258413977993,0.0814104017536113,0.0219187834489284,0.144839530766797,0.00737366413900324,0.0191554859167689,0.00216598461140575,0.0267908160722513,0.00126194717362602,0.0182650041738684,0.000550569896502651,1.00958299964987E-29,
0.365965858737922,0.336620354665204,0.33347389781405,0.344081359944164,0.214436095910121,0.171378261143776,0.0410157574443889,0.0587672884472232,0.0405360036924954,0.0608303233352219,0.00208377802905746,0.0107310195775607,0.00102286601692121,0.0175913928868502,0.000474596636155895,4.1389505437596E-30,
0.344491905233397,0.346707871645758,0.283779188249851,0.426595993765081,0.159531186477212,0.104175446070242,0.149332291981826,0.0411269676131323,0.0370227079645064,0.034929495036417,0.0185498501253588,0.018775790288849,0.00586467786095969,0.0276884355805211,0.000965170485627954,3.23026663939176E-30,
0.422823614013694,0.328478704784457,0.176402031526157,0.453497793347951,0.168934851748681,0.0955171229841182,0.0700251615995205,0.0690104119411529,0.0563939259057301,0.015446319009226,0.0453033267812637,0.011680754702337,0.033010138385446,0.0263688932307578,0.0252039994466839,5.57069126496344E-30,
0.931093930234711,0.912960092308881,0.0275495923551621,0.0281359926125209,0.0238374997744852,0.0305117899165677,0.00976471790465575,0.0173909107150403,0.00471594841063377,0.00673736153459191,0.00217799003614176,0.00279816107509559,0.00069194073298367,0.00146569183730288,0.00011247639736465,1.89552934531883E-30,
0.571993289274516,0.479866015513686,0.273261055011889,0.389447133587669,0.135554175862852,0.0624205521378008,0.0157160653415994,0.0309025181442348,0.00128757197268251,0.0155865088611213,0.00116532068324695,0.00983826436471421,0.000941349418684773,0.0119390073907741,4.85140791588354E-05,4.73885946384221E-30,
0.555148271119965,0.106722869965147,0.173783065818478,0.761990470672117,0.162699804717069,0.0502821365305216,0.0459206433412704,0.0206802903664016,0.0219864439265791,0.0307321742752378,0.0191269122816992,0.0171810082780504,0.00981227877235374,0.0124110499125245,0.00607758275850969,7.42599578436251E-30,
0.90597147043117,0.81331674397338,0.0583757399929446,0.109956170141882,0.0234244627385562,0.0407031539676146,0.00717337150460732,0.0228578478095125,0.00286314671998751,0.00575460404989683,0.00121507434424736,0.00410840721708864,0.000391560480853066,0.00330307284062527,7.66921782693342E-05,1.30018932020106E-29,
0.267901936593259,0.398110299098468,0.218572696307009,0.316081293753265,0.159581567892214,0.16028518486308,0.122834485992934,0.0458382006754861,0.108263772051055,0.0253754005636622,0.0584807215954721,0.0318200468997483,0.0398331783276664,0.0224895741462896,0.00418359967290864,5.91837835110816E-30,
0.505533425179188,0.594454312428006,0.251259650278648,0.159362791144967,0.218691646223279,0.0863626448317141,0.0214963003159531,0.092672972628085,0.00197780582839029,0.0297916200434919,0.000862084076979456,0.0229238237278045,0.00016804191721489,0.0144318351959322,6.22992961662947E-06,9.88826962966878E-30,
0.787928988592666,0.460945057331786,0.111477079888734,0.409922349316857,0.0630870136068511,0.0770984300237808,0.0190219857369884,0.0384609436963713,0.00891912353971934,0.00583019394149803,0.00634756951499567,0.00382212110799591,0.00182611630557493,0.00392090458171031,0.000926848591344424,8.52985985859238E-30,
0.36849261766818,0.433321722486908,0.2692539152762,0.232624513500521,0.212120404243861,0.129905987205389,0.110292545105467,0.0718458168744654,0.0311741457979894,0.0557813327540642,0.00345789589792832,0.0494116419603905,0.00332552838526335,0.0271089852182622,0.00185825551012789,9.80391065798377E-30,
0.438403848297151,0.394232924144732,0.344548788909243,0.401715034868793,0.0996107643813018,0.0820074715433029,0.0832048438367301,0.0613605455926194,0.0157749415172585,0.030582968149227,0.0112148721250532,0.0247553233685686,0.00660277584163291,0.00534573233275648,0.000300193954014863,6.04897114502021E-30,
0.520925285071565,0.296939009980866,0.382701443410548,0.553596631064972,0.0607014882437026,0.0416454755237025,0.0204251282426295,0.0601122449184291,0.00687260425646022,0.0258316412200442,0.00378089152560786,0.0157814053526781,0.00310805975016525,0.00609359193930778,0.000548569206888215,2.99399012156028E-30,
0.757905345297374,0.731553617787178,0.184037786783444,0.204554816307381,0.0301303673412342,0.0368709435676297,0.0162302432624911,0.0142313727273905,0.0107406792073004,0.00506775063583783,0.000439028384107131,0.00287692378901235,0.000352138439425889,0.0048445751855705,4.99976828021407E-05,1.36799023011017E-29,
0.991605234328474,0.886707802938614,0.00407800468627348,0.0697500484067585,0.00336046968495208,0.0349664738326589,0.000533704180267144,0.00384920664076629,0.000292900647155508,0.00151198775990228,0.000105923338327078,0.00256817921875275,1.32698888791653E-05,0.000646301202546884,4.68326481701877E-06,4.94769333709067E-30,
0.600172553025266,0.273925456255158,0.294452680195052,0.587192165139144,0.0753310638664918,0.0815743280494498,0.0152921256884216,0.0249519642010736,0.010664190996723,0.0181591816934868,0.00252466749182761,0.00864668554685531,0.000806802816016381,0.00555021911483296,0.000233877474559514,9.69959934517166E-30,
0.424144949960553,0.418435322862366,0.319057541228498,0.244629685776406,0.185118351683541,0.229392410625874,0.0488217138518892,0.0594371060145869,0.0137849903181916,0.0194498842575289,0.00653439207639029,0.0106745906432276,0.00234333030777532,0.0179809998200111,8.48270281687701E-05,5.49377336314536E-30,
0.955299109199689,0.842483229681139,0.0367929880746657,0.0983941280281258,0.00767881133329512,0.0337805572867806,0.000137818779306623,0.00968018635102531,6.51662712061311E-05,0.00425068698216916,9.05784097983218E-06,0.00233027428752944,7.85749747532268E-06,0.00908093738323032,5.8966652630034E-06,1.62643480844725E-29,
0.550118329849685,0.635905418233308,0.230209347524285,0.21911289714428,0.0752616886572759,0.0869474452540707,0.0613968982563645,0.0263551461247494,0.0548692903527997,0.00998709387644589,0.0213262932474382,0.0154137836214215,0.00419597049579946,0.00627821574572464,0.00205762186307165,6.36618054816296E-29,
0.927219851839924,0.882167269745417,0.0687200458541521,0.0339084853361197,0.00328861502988228,0.0429352147791731,0.000278782569577921,0.0297314577409308,0.000232702704240975,0.0048292222385265,0.000178112637120153,0.00303602987513314,2.10584700898264E-05,0.00339232028469964,6.33783381718159E-06,2.54949506159351E-29,
0.625466605389582,0.193553987965744,0.199320395304474,0.675659426817883,0.086093217174566,0.0862928475558206,0.0412188347123766,0.0121133944472708,0.0268934209585278,0.0173987074878988,0.0100367880412974,0.00597056464392659,0.00752181872654046,0.00901107108145637,7.93764826402247E-05,1.33310218212269E-29,
0.333763115729095,0.532576502271941,0.234001933122936,0.236275056719693,0.172569675086725,0.108107467674754,0.163838065306732,0.0520967526655546,0.0271702526342506,0.0211512811724428,0.0150883571817909,0.0235751770253478,0.0131874965067342,0.0262177624702663,0.0028297833455166,1.01980174116846E-29,
