"","lijphart","raes","loosemorehanby","gallagher","enp","pca","governability","entropy","entropyseatprop","X","dm"
"6287",0.118768372093023,0.0699187790697674,0.27967511627907,0.151704679769011,3.37101185050137,1.78667240741153,0.339444444444443,-1.39107055803831,-1.43123763811939,NA,6
"6288",0.118873333333333,0.0658783333333333,0.263513333333333,0.157359477806567,3.72478013450595,2.22369988872007,0.333333333333333,-1.09861228866811,-1.37172815677854,NA,2
"6289",0.118888936170213,0.0792222340425532,0.316888936170213,0.167422696941107,4.17975402081362,2.16905770600244,0.309523809523809,-1.27027189690762,-1.57219760614894,NA,4
"6290",0.118906666666667,0.0500091666666667,0.200036666666667,0.113472762909089,4.51977401129944,2.19789053850139,0.2,-1.6094379124341,-1.54494700083848,NA,2
"6291",0.118923333333333,0.05869625,0.234785,0.139085118412751,4.74562306900103,2.46617650758054,0.233333333333333,-1.52834489081247,-1.62784591191039,NA,3
"6292",0.118953301886792,0.0557691037735849,0.22307641509434,0.130645009675884,3.2011396011396,2.3567162023439,0.297222222222221,-1.36712755586317,-1.3097706164527,NA,5
"6293",0.118982553191489,0.0638939361702128,0.255575744680851,0.145216481105724,3.98018018018018,2.02117145666969,0.333333333333332,-1.242453324894,-1.56326979467501,NA,4
"6294",0.118994565217391,0.0534517210144927,0.213806884057971,0.128480606557136,4.64035087719298,2.15669110768589,0.228095238095238,-1.61352427301338,-1.64781347363572,NA,5
"6295",0.119270909090909,0.0606868686868687,0.242747474747475,0.132255100741235,5.59098687963491,1.97710829336167,0.186575963718821,-1.82942122711356,-1.85289962862805,NA,4
"6296",0.1193,0.0625391666666667,0.250156666666667,0.138491176052644,4.81002087682672,2.22274347860129,0.231111111111111,-1.63209111734015,-1.70008345555629,NA,4
"6297",0.119434255319149,0.069015585106383,0.276062340425532,0.151584676432414,4.33137254901961,2.25794455057653,0.28,-1.41293362607351,-1.59080418419179,NA,3
"6298",0.119446746987952,0.0490885843373494,0.196354337349398,0.120598662497184,3.84216397099833,1.46798614623221,0.399999999999999,-1.22752941145721,-1.5707266073403,NA,6
"6299",0.119657142857143,0.0451988095238095,0.180795238095238,0.116679698262471,4.79973878972573,2.08118095580117,0.247755102040816,-1.67251301833684,-1.73993020527525,NA,6
"6300",0.119719793814433,0.0626237628865979,0.250495051546392,0.149559321715685,3.41029358463211,2.18722839839116,0.333333333333333,-1.09861228866811,-1.34112360092862,NA,4
"6301",0.119813333333333,0.0416225,0.16649,0.108985541650665,3.99334442595674,2.23367185725045,0.333333333333332,-1.242453324894,-1.43120464087309,NA,2
"6302",0.119937021276596,0.0620171276595745,0.248068510638298,0.13732412935357,3.76641091219096,2.01920248036649,0.333333333333333,-1.242453324894,-1.49496022218858,NA,6
"6303",0.120041836734694,0.0325399489795918,0.130159795918367,0.0978123078607931,3.26889040163376,2.09381552519493,0.399999999999999,-1.22752941145721,-1.37911218732505,NA,6
"6304",0.120085,0.0696958333333333,0.278783333333333,0.148495209387748,4.22752293577982,2.17019312854261,0.274761904761904,-1.45032448233976,-1.56583533670301,NA,3
"6305",0.120184192439863,0.0491207903780069,0.196483161512027,0.11789923851791,2.90850077279753,2.14297568035376,0.333333333333332,-1.242453324894,-1.22197137784899,NA,4
"6306",0.120238554216867,0.0704035090361446,0.281614036144578,0.15056090851464,3.72177201512696,2.09904957926739,0.333333333333332,-1.242453324894,-1.47053426441121,NA,3
"6307",0.120346666666667,0.0593191666666667,0.237276666666667,0.13361208914865,3.32256575911398,2.30579381736614,0.333333333333332,-1.242453324894,-1.33404939746966,NA,2
"6308",0.120370268817204,0.0485470295698925,0.19418811827957,0.114839716449088,4.65751211631664,2.09605431070129,0.233333333333333,-1.60582529314988,-1.63022806374559,NA,3
"6309",0.120441666666667,0.0477291666666667,0.190916666666667,0.116386757074086,3.59158222915043,2.04396066108939,0.399999999999999,-1.22752941145721,-1.48638359980921,NA,5
"6310",0.120451739130435,0.0645883695652174,0.25835347826087,0.142109902856842,4.30957230142566,2.19010293032725,0.277777777777777,-1.40672369477982,-1.52513465726014,NA,3
"6311",0.120468421052632,0.0426226973684211,0.170490789473684,0.105821502450525,2.66617429837518,1.96096255824454,0.999999999999998,-1.11022302462516e-15,-1.20038475787807,NA,15
"6312",0.120549344569288,0.0630013576779026,0.252005430711611,0.140803261729307,4.21554018094731,2.18293022550127,0.288888888888888,-1.38518908242376,-1.62252850666816,NA,5
"6313",0.12066,0.0604416666666667,0.241766666666667,0.147241566066712,3.19148936170213,2.11911792325688,0.466666666666665,-1.17299347243951,-1.44196185684568,NA,2
"6314",0.120742130584192,0.062013676975945,0.24805470790378,0.139543870271056,4.39878447872838,2.09079372981292,0.279999999999999,-1.46315431020412,-1.61312836387218,NA,4
"6315",0.120820412371134,0.0502487628865979,0.200995051546392,0.118453706177721,3.58165207460982,2.15297848425087,0.333333333333332,-1.242453324894,-1.45647871458475,NA,6
"6316",0.120820970873786,0.052720501618123,0.210882006472492,0.120780670665594,4.74675615212528,2.31231154300476,0.277777777777777,-1.40672369477982,-1.67671474968828,NA,4
"6317",0.120941935483871,0.0740945698924731,0.296378279569892,0.161686823387854,4.64251207729469,2.19422117838221,0.281360544217686,-1.43390741933228,-1.70538012216054,NA,4
"6318",0.12105,0.0485225,0.19409,0.120360898643298,4.5598480050665,2.54669397450828,0.247222222222222,-1.49143868922965,-1.55846922063681,NA,2
"6319",0.121061560283688,0.0594451063829787,0.237780425531915,0.133850323060166,2.71542716656423,1.40405816381746,0.999999999999998,-1.11022302462516e-15,-1.16764139683107,NA,4
"6320",0.121071958762887,0.0620795532646048,0.248318213058419,0.150708030820276,4.98622151563328,1.77927368329252,0.233333333333333,-1.52834489081247,-1.68604789202257,NA,4
"6321",0.121138888888889,0.0568448232323232,0.227379292929293,0.129952954020718,4.28927789934354,1.80367376695802,0.233333333333333,-1.58588130530282,-1.52308435654437,NA,5
"6322",0.12124362745098,0.0732102696078431,0.292841078431373,0.159685868095206,2.93898305084746,2.14971344253429,0.333333333333333,-1.09861228866811,-1.12327865940212,NA,3
"6323",0.12133,0.0532853947368421,0.213141578947368,0.12037138030215,3.71246400658165,2.21998742150529,0.262857142857142,-1.56052353049503,-1.52095125767335,NA,6
"6324",0.121348333333333,0.0644629166666667,0.257851666666667,0.144644484656922,4.14016172506739,2.14833483822333,0.333333333333332,-1.242453324894,-1.47007737057073,NA,3
